spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0033_depth100,0.0,0.02300590907758491,0.23565254345053938,0.231347927726095,0.0,0.04774761651113364,0.0,0.0,0.2499806196886612,0.0,0.0,0.0,0.0
mix_0033_depth25,0.0,0.017605032934340157,0.2511109182280708,0.18197304801071562,0.0,0.05307899319065795,0.0,0.0,0.2716583514593683,0.019850968624334112,0.0,0.0,0.0
mix_0034_depth100,0.0,0.0,0.6311366988588029,0.0,0.009763881362750334,0.004195688120519222,0.0,0.03819059745365506,0.22608939325709074,0.0,0.0,0.0,0.0
mix_0034_depth25,0.0,0.0,0.6675897519475719,0.0,0.015187576326158397,0.0,0.0,0.04840422321761003,0.184567526486992,0.0,0.0,0.0,0.0
mix_0035_depth100,0.0,0.0,0.24397807740629754,0.009838200813337368,0.0,0.07723345956331487,0.0,0.0,0.5700617034547013,0.0,0.0,0.0,0.0
mix_0035_depth25,0.0,0.0,0.2566531695786755,0.07006481776544493,0.0,0.06683941193839237,0.0,0.0,0.5064139845532537,0.0,0.0,0.0,0.0
mix_0036_depth100,0.0,0.0,0.45654504395255124,0.14439501671775706,0.0,0.032779138874008684,0.0,0.0,0.2408190287021151,0.0,0.0,0.0,0.0
mix_0036_depth25,0.0,0.0,0.4524726614455808,0.13001241369449804,0.0,0.0275264784366657,0.0,0.0,0.255973970526077,0.0,0.0,0.0,0.0
mix_0037_depth100,0.0,0.0,0.6313176388316473,0.0,0.0,0.0,0.0,0.03250877774859148,0.30260418213831847,0.0,0.0,0.0,0.0
mix_0037_depth25,0.0,0.0,0.6542504948484543,0.0,0.0,0.0,0.0,0.024182157389173443,0.31448325327504545,0.0,0.0,0.0,0.0
mix_0038_depth100,0.0,0.0,0.28701199209522815,0.12766155192566928,0.0,0.011004092807191489,0.0,0.0,0.3728266904822425,0.0,0.0,0.0,0.0
