"","B-cells","CAFs","Cancer LumA","Cancer LumB","Cancer Other","Cycling T-cells","Endothelial","Myeloid","NK cells","NKT cells","Normal Epithelial","Plasmablasts","PVL","T cells CD4+","T cells CD8+"
"RP11-34P13.7",0,0,5.10710033405339e-07,6.37729072282764e-07,0,0,3.7477101490989e-07,1.12141720877616e-06,0,0,0,0,8.92428777044162e-08,0,0
"FO538757.3",0,0,1.03820662981787e-06,0,0,0,2.94138755840125e-07,0,0,1.79791441927364e-05,0,0,0,0,0
"FO538757.2",8.77091353383909e-06,1.57368760313587e-05,1.30649051930888e-05,1.8660192217408e-05,9.58866155348332e-06,1.37150405476669e-05,1.3434649701958e-05,1.08808960482625e-05,4.34360881641814e-05,1.0067451927917e-05,8.61775706790502e-06,4.00675887973955e-06,1.89692215583506e-05,1.40080094703815e-05,2.17940017680165e-05
"AP006222.2",7.05189282338884e-06,1.30937897179096e-05,1.84748314807047e-06,2.53436817767813e-05,8.25540317425706e-06,3.64715473376342e-06,1.20934395128148e-05,1.20916056298812e-05,3.76718779431155e-06,0,9.49598816173494e-06,1.84072099912002e-06,1.55580331272843e-05,7.55106985399448e-06,8.4610243576138e-06
"RP4-669L17.10",0,7.10326153356575e-07,2.05129565498401e-06,2.54052647838317e-07,0,0,9.67007633558259e-07,3.14816487607307e-07,5.73888091822095e-06,0,0,0,0,3.01448156945968e-06,0
"RP5-857K21.4",0,0,1.30664667255376e-06,0,1.74662477694017e-06,0,1.05024392508232e-06,0,0,0,0,1.64357444570452e-06,4.12651868589274e-07,0,0
"RP11-206L10.9",2.79980289387627e-06,2.91621135151705e-06,8.00222944696831e-06,4.60966365387376e-06,5.16387653738119e-06,7.92733073916269e-06,1.3104092380208e-06,7.35309535885898e-06,0,0,2.13441704801585e-06,2.49129509106515e-06,1.24702407525521e-05,0,8.2125966188403e-06
"LINC00115",7.11893751281409e-07,0,0,7.32855598880085e-07,1.40506469620394e-06,0,6.57386991889159e-07,2.78311436535046e-06,0,0,3.32027359054386e-06,0,2.11265840514649e-06,2.22086009469747e-06,1.61151004937667e-06
"FAM41C",0,0,0,9.15053957681408e-07,7.08978815353323e-07,0,7.53953744987239e-07,5.90904131908546e-06,0,0,0,2.33143601070782e-07,1.66178218810997e-06,0,2.04736790382285e-06
"RP11-54O7.3",0,2.04874678900902e-06,0,0,0,0,0,0,0,0,0,0,3.63814746763764e-07,0,0
"SAMD11",0,1.82455731772026e-05,9.82309007205637e-07,2.13616533231968e-07,1.12200578730585e-06,0,4.3806462514328e-07,2.00879450233121e-07,0,0,0,1.7632364911439e-06,4.37724878681243e-07,0,2.10306711307771e-06
"NOC2L",4.58248420178424e-05,2.58711452968003e-05,5.7623296066998e-05,6.81691100540971e-05,6.31947853027801e-05,1.15998195713007e-05,2.52557976091971e-05,3.23410512738244e-05,4.5083771161415e-05,9.74826292187203e-05,7.86009901172147e-05,1.56308273537145e-05,3.04154156037205e-05,2.05256429743128e-05,4.29434793867292e-05
"KLHL17",0,5.73731365205258e-07,2.25192798414175e-06,2.874869335157e-07,9.04393816478598e-07,0,8.30436865160028e-07,1.31311861645499e-06,0,0,0,7.51649475939272e-07,1.15386675343778e-06,6.09571739278852e-07,2.19820802082143e-06
"PLEKHN1",0,0,1.13382760633497e-05,6.57598434762366e-07,3.42772904168009e-06,0,7.98009445239794e-07,0,7.97448165869219e-06,0,3.66688306323454e-06,1.62448059063086e-05,5.25355805765865e-07,1.24290721414612e-06,7.0043065542185e-06
"PERM1",0,0,4.75672915263886e-06,2.3039534258236e-06,3.39493441835437e-07,0,0,0,0,0,3.94042454073669e-06,0,4.52776220758358e-07,7.94248370996591e-07,0
"RP11-54O7.17",9.45522760623894e-07,7.34942255934804e-06,5.70783492035476e-06,3.66861543518584e-07,7.48300317394475e-06,0,3.76258466494094e-06,3.68283871467612e-06,0,0,1.27908164062594e-06,0,5.64973979651287e-06,0,3.24763896647138e-06
"HES4",1.55065833362422e-05,9.25267556726659e-05,0.00015650813485296,3.9483687936849e-05,0.000163909159509248,5.94876919965259e-06,7.50865673916191e-05,2.09882979369497e-05,2.14362272240086e-05,0,7.25682316257084e-05,6.51305475522957e-06,0.000236908865873019,5.06827956250601e-05,1.70198982103903e-05
"ISG15",0.000229612288308914,0.000628335125813122,1.21111894698324e-05,0.000176604766341412,0.000101873964701581,0.000493956230895195,0.000587739718660486,0.000279916207999965,0.00054390322566468,0.000315770865395721,9.94378248453633e-05,0.000149039863589437,0.000374658564512893,0.000248855898660609,0.000692308154118907
"AGRN",1.13349897531693e-06,1.44196714895485e-05,4.03663611091709e-05,8.78934273390705e-06,2.29137955999426e-05,0,2.7704516115837e-05,6.89105602342982e-06,0,0,1.6719452148287e-05,7.84891098121321e-07,1.67344498753141e-05,1.37383294214398e-05,3.04336020984708e-06
"RP11-54O7.18",0,0,0,0,0,0,0,4.77755522185356e-07,0,0,0,0,0,0,0
"RNF223",0,2.19523546095554e-07,5.3487987969975e-05,1.48962458824124e-05,3.37917064516064e-05,1.58759642663796e-06,8.72713207763866e-08,2.03250981401886e-06,0,0,1.58444189156058e-05,2.11446811559763e-06,8.86711297019183e-07,2.7490804325953e-06,0
"C1orf159",1.34154644407433e-05,9.10966496022036e-07,7.27849456509188e-06,6.83499806090313e-06,6.40202950049567e-06,0,9.10762032448192e-06,2.51609922413394e-06,0,0,1.8012736070208e-05,1.30970712431855e-06,3.87643537901814e-06,4.1846329253035e-06,2.09001060317952e-05
"RP11-465B22.8",0,0,2.98820046027539e-06,3.14889358326946e-07,3.34956947861115e-06,0,0,0,0,0,2.71657055025132e-06,0,1.89753896786024e-07,0,0
"TTLL10",0,0,2.88354426818471e-06,0,0,0,9.82651581595086e-06,2.42491258190142e-07,1.06269925611052e-05,1.50353330326267e-05,0,0,2.69580145098817e-07,5.05448226432718e-07,1.36381737939763e-06
"TNFRSF18",0,0,5.18559346952409e-05,9.38618059947606e-07,2.53032551185467e-05,0.000174241154055135,1.11674366844392e-05,2.46017813926925e-06,0.00026623784922819,0.000172490739910608,1.8378839339538e-06,4.26583191777727e-05,4.49766731601952e-07,8.22366141280034e-05,4.85459689032037e-05
"TNFRSF4",0,1.55884465396727e-05,9.59200300822275e-07,1.76421185493252e-06,9.79936774479311e-07,0.000115023477473396,0.00012341956636087,1.61716024862231e-05,7.85500779808317e-05,3.7778616769278e-05,0,3.03608091626153e-05,2.39100842613531e-06,0.000126211203441202,3.22018180625376e-05
"SDF4",4.58458039217639e-05,0.000158206925812363,0.000158376137516874,5.88346983123117e-05,0.000128363292571611,0.00013569245613264,0.000162996255257732,9.89182273337522e-05,0.000140758521226585,0.00013888170850921,8.28774333448829e-05,8.97857417741563e-05,0.000101834069440474,0.000100700275744257,5.8076295775346e-05
"B3GALT6",3.84487121405726e-06,5.24520138162862e-06,9.61840967514081e-06,2.02007439796623e-06,1.88044608869535e-06,0,5.67196813047235e-06,3.97493206324039e-06,0,0,2.43118432009655e-06,0,2.24470221254304e-06,2.3794704917676e-06,0
"FAM132A",0,2.21656778297115e-06,0,2.32417663255137e-06,0,0,1.34282475368421e-05,0,0,0,0,3.08677987740545e-07,1.9609811808558e-07,0,0
"RP5-902P8.12",0,0,0,0,0,0,2.22005544810487e-07,0,0,0,0,0,0,0,0
"UBE2J2",2.61747822405669e-05,4.50574526668917e-05,6.05002308740075e-05,2.50861523614439e-05,5.5109263856813e-05,5.10198273306567e-05,4.19227929968739e-05,2.73324633550009e-05,3.9246912567044e-05,2.81596180922354e-05,3.96476817814354e-05,1.33006828459286e-05,3.02639199345232e-05,3.00303631267663e-05,3.39742119346123e-05
"SCNN1D",0,1.45674911866678e-06,6.28015258258715e-07,1.57729162052684e-06,0,0,4.19834332105966e-07,5.49720606804211e-07,0,0,1.65433634643127e-06,0,1.03550666323076e-06,0,0
"ACAP3",0,1.1236155905077e-05,2.05617080907006e-05,6.19902230306565e-06,1.35187119839478e-05,4.04422767384113e-06,7.09715934765312e-06,3.58044943887046e-06,0,9.96810207336523e-06,6.8527650024223e-06,1.00294121955667e-05,1.30140958133266e-05,1.02129528960441e-05,6.22652262653693e-06
"PUSL1",0,1.01271824973377e-05,2.7042547996625e-05,1.27241633135716e-05,2.89241833017374e-05,2.36558363144894e-05,5.55321946845836e-06,7.80648747609505e-06,1.73010380622837e-05,9.96810207336523e-06,2.06984264930817e-05,7.9847206906842e-06,6.71440587973081e-06,1.61587443666619e-05,2.04736790382285e-06
"CPSF3L",5.42215019401701e-05,3.78247832252137e-05,5.24078384604023e-05,5.70674109179765e-05,7.3042133798794e-05,5.97454215203923e-05,4.56552335188859e-05,2.87336584417725e-05,2.99805289271447e-05,5.77108421457596e-05,4.54261514993862e-05,1.79798632689643e-05,5.06557998058351e-05,4.71037338280557e-05,4.41538150043805e-05
"CPTP",1.82047671390845e-05,3.79607335730219e-06,3.81353002281325e-05,2.23482667416884e-05,3.78170285248702e-05,3.64715473376342e-06,3.27312915931902e-05,1.60079431458512e-05,0,0,5.99655005708134e-06,9.74140563213646e-06,1.42647254359567e-05,1.72160430220707e-05,6.61978995895798e-06
"TAS1R3",0,0,0,0,1.34164617302137e-06,0,0,0,0,0,0,3.3790144036014e-06,0,0,0
"DVL1",0,6.45801451190961e-06,9.67361144396075e-06,3.742533943795e-06,4.65326127109297e-06,0,7.74214071426547e-06,3.07974037957382e-06,1.73010380622837e-05,0,1.40616375207082e-05,3.92847011734859e-06,5.6065289819652e-06,6.16215083712819e-07,0
"MXRA8",6.6040514786958e-06,0.000438892131576752,1.00710671215592e-05,1.89761666092742e-06,8.29249066055027e-06,6.56685053848174e-05,7.5113795139664e-06,4.37457698090692e-06,7.01508242721852e-06,5.79376425330563e-05,5.75585462893248e-05,3.07211283404732e-06,0.000119533097973536,7.84715007203684e-07,8.94288553539379e-06
"AURKAIP1",9.17553514478103e-05,0.000129030098815591,0.000172021197390886,0.00022998447077974,0.000267783475226202,0.000106062282333349,0.000128365775016057,0.000137075771142567,6.83765571637668e-05,0.00023325074340835,0.000173086823647094,9.79150219684539e-05,0.000130851380041471,0.000173732784805134,9.69696340776656e-05
"CCNL2",1.81034941128419e-05,4.00211544765602e-05,6.54381612355218e-05,4.31706336817661e-05,7.11508024188241e-05,1.08205376108513e-05,5.5517286338502e-05,1.74676914199619e-05,2.31329523731458e-05,4.09193374444032e-05,2.78752891738007e-05,1.48483207361395e-05,4.3381421061713e-05,2.42543106406308e-05,2.5691207804212e-05
"MRPL20",0.00011534215993242,0.000102129090540927,0.000128799268102691,0.000202590884137836,0.000178875233854442,6.00097085899921e-05,0.000120340746247493,0.000135602750557908,5.79122681973751e-05,0.000132913389151633,0.000187117877752921,8.12109590203922e-05,0.000133988607385508,0.000115838727755989,0.000139911767800004
"RP4-758J18.13",0,3.4346830279971e-06,0,0,0,0,0,1.08333883506477e-06,0,0,0,0,1.58341693774765e-07,0,0
"ANKRD65",0,1.25816270010629e-05,4.66175038471095e-07,8.20220803092049e-07,0,0,2.68057483926554e-05,4.22935390502825e-06,0,0,9.24200412884821e-06,8.15769941547393e-07,2.50018569239064e-06,0,0
"RP4-758J18.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-758J18.10",0,5.73731365205258e-07,2.4243118184408e-06,0,0,0,2.47322877483032e-06,0,0,0,1.14587725813581e-06,0,3.38922389484187e-07,0,0
"VWA1",0,1.07792532913419e-05,2.56667444075354e-05,8.4971615908564e-06,2.53446590017382e-05,0,0.000127353213983136,5.02624700513979e-06,1.81818181818182e-05,9.31619154089808e-06,1.47351904515407e-05,3.83015032642451e-06,8.24053486316138e-06,8.08678086279482e-07,0
"ATAD3C",0,9.75320490313117e-07,1.02843106927156e-05,8.51655368803963e-06,1.08108239301115e-05,0,9.43089276980843e-06,1.00511806116746e-07,6.69344042838019e-06,0,3.24048379544908e-06,4.96117922181225e-06,3.62724461007468e-07,1.77029757917536e-06,2.32121966165902e-06
"ATAD3B",9.15084445085594e-06,5.14079355790367e-06,1.51751108364232e-05,3.53379429474164e-06,9.812677989759e-06,9.23294118421337e-06,7.2600397390453e-06,9.27748671615147e-06,5.73888091822095e-06,2.94985250737463e-05,6.56355516134265e-06,4.40622527497978e-06,3.92913736945419e-06,5.9671783159948e-06,8.4574973929384e-06
"ATAD3A",6.83698798830207e-06,4.12305623782198e-06,1.1497339770935e-05,9.69526366433371e-06,1.51856282605865e-05,6.82234758703934e-06,1.25161876538396e-05,1.26642310064699e-05,3.65888066466164e-05,0,6.04962876954811e-06,1.97975767001174e-06,7.96064668007936e-06,1.24835890642884e-05,8.52894739030004e-06
"TMEM240",0,2.00916500709637e-07,0,0,0,0,0,0,0,0,0,0,9.03819566646233e-07,0,0
"SSU72",5.04860803785103e-05,9.49120168302296e-05,0.000106597849749831,9.11394239483896e-05,9.25401336546517e-05,5.97204560467044e-05,8.75680838635472e-05,9.74442889429405e-05,8.39563361384245e-05,6.72908041850107e-05,0.000128237068554256,3.71068269252171e-05,7.36138387117799e-05,0.000129824065333818,0.000113055261987275
"RP5-832C2.5",8.61212788908317e-06,1.07090190512182e-06,1.92202137030271e-06,1.74254276716159e-06,0,5.11914817374389e-06,2.53328319326295e-06,4.05267229069334e-06,0,0,1.63776301116593e-06,2.56576945546892e-06,1.71414270309014e-06,5.86689451578643e-06,1.5827971846782e-05
"C1orf233",0,2.67947769124825e-06,1.49655730350969e-06,1.71703064705762e-06,6.16487359526624e-06,0,2.02852512024083e-07,8.49317119748859e-07,4.97636227917392e-06,0,4.72779651909237e-06,0,1.81907084771612e-07,0,1.44697697570236e-06
"RP11-345P4.9",7.26720525753181e-06,5.21796534454694e-06,4.82959073367992e-06,4.12741669139437e-06,2.59485221359878e-06,0,4.63366062710025e-06,1.63447143010532e-06,1.37931034482759e-05,9.96810207336523e-06,3.95048728702941e-06,3.8149668914375e-06,4.86233481449077e-06,2.03442192261484e-06,5.42334708735393e-06
"MIB2",9.99011613974824e-06,9.71279026784267e-06,1.91489093198262e-05,1.14992599783824e-05,1.51510585180369e-05,1.05997880118077e-05,1.33918888965875e-05,1.12905360085432e-05,2.05985723420092e-05,6.23000774523172e-05,9.61194897223758e-06,1.27210607932355e-05,1.44464503748878e-05,2.1444053113002e-05,1.88982803772636e-05
"MMP23B",0,0.00012642178142788,0,2.29796308552099e-07,2.89918098137276e-06,0,6.19332677112849e-07,1.35184476816223e-06,4.99750124937531e-06,3.93955234315592e-05,0,6.13536212483686e-06,2.87014483284996e-06,1.40594772123993e-06,9.05114203978224e-06
"CDK11B",1.57346033204937e-05,1.25567213368922e-05,2.06335069888476e-05,1.75605213673938e-05,2.31750839277299e-05,1.58759642663796e-06,3.06384380233051e-05,2.74089095703382e-05,0,3.35926236963884e-05,1.59622846572683e-05,9.21546348584823e-07,2.13823193308845e-05,3.1547449526943e-05,3.52049552003743e-05
"RP11-345P4.10",0,0,0,6.54224965857309e-07,0,0,5.47769919105338e-07,0,0,0,2.13441704801585e-06,0,9.60749169144119e-08,0,0
"SLC35E2B",6.64208422620572e-05,2.04843368179322e-05,1.77581638013464e-05,4.54655611583978e-05,3.49442065740819e-05,0.000102703680690378,1.2811212762963e-05,9.42656163834368e-06,7.18390804597701e-06,2.1366653274891e-05,1.32908238876733e-05,1.32059901913446e-05,1.95881401343568e-05,2.999386178732e-05,1.8770735447736e-05
"RP11-345P4.7",0,0,6.61209047191151e-07,0,1.26256887313203e-06,0,9.34396751588381e-08,0,0,0,0,0,1.06051556327799e-07,0,0
"CDK11A",2.37866501884756e-05,1.53673982726042e-05,8.9293444458498e-06,1.29089637080666e-05,1.38607127855043e-05,0,1.65865757339357e-05,1.92834163546776e-05,3.60567107074478e-05,2.48102275796148e-05,9.64531645965581e-06,2.78546722534352e-06,1.48558018620043e-05,3.06019551453856e-05,3.38406146411527e-05
"SLC35E2",0,0,0,1.94664040784174e-06,7.85831856036786e-07,0,3.18241841814486e-06,5.4099828793403e-07,0,0,7.55761928946287e-07,8.17538489712096e-07,5.0356166015745e-07,3.37783937876312e-06,0
"NADK",1.13803570326072e-05,1.14709455954631e-05,1.79251765825656e-05,1.61746943722344e-05,2.56491233800606e-05,1.21542371201421e-05,1.33843731694365e-05,4.587258491363e-05,0,0,4.81025758484298e-06,4.47697552161279e-06,1.27366961243539e-05,7.8078174957413e-06,2.75761422485417e-06
"GNB1",4.66467526516057e-05,5.19272986265709e-05,6.34848558636855e-05,2.77146309061377e-05,3.73497929934256e-05,3.80630275494038e-05,8.48387894474797e-05,6.71596458517112e-05,2.73935544643741e-05,1.0307153164296e-05,3.47305301578388e-05,1.04938962949942e-05,4.46090242773146e-05,7.32975318459434e-05,3.80542413156269e-05
"RP1-140A9.1",0,0,5.13910002024805e-07,1.11950604328548e-06,2.46055121268267e-06,0,6.47579141942095e-08,0,0,0,0,0,0,0,0
"CALML6",0,0,1.99177318005709e-07,0,0,0,0,0,0,0,0,0,6.90332908402376e-07,0,0
"TMEM52",0,5.25735819853467e-07,1.25015798654866e-05,4.02677623714687e-06,2.51592601416062e-05,0,0,5.48754201353153e-07,0,0,4.48293195794942e-06,5.7325704731086e-06,1.67457162110257e-06,0,0
"GABRD",0,4.60029546745446e-06,1.43009006088794e-06,3.37358718368307e-06,7.18216076642822e-06,9.19033177097693e-05,1.82653715690108e-05,2.34740130938045e-07,0,0,0,0,2.42759800013412e-05,3.53805210418573e-07,0
"PRKCZ",3.32411445590895e-06,4.63060720226122e-07,1.85924099049507e-05,1.53116968478957e-05,2.2520470233051e-05,0,2.32498683122237e-06,1.09284607978277e-06,1.03626943005181e-05,0,1.66346110964438e-05,2.4461275966268e-06,1.86986960206911e-06,1.9014012607154e-05,1.06980319567129e-05
"RP11-181G12.2",0,3.34810517335819e-07,4.0313120066178e-07,0,0,0,2.39241132648528e-07,5.53581116240963e-07,0,0,0,0,2.63290202087164e-07,0,0
"FAAP20",8.24738851299827e-05,8.68368936314927e-05,0.000158442189093244,8.52802980613528e-05,0.000148845428945175,0.000222195071381143,9.40911410794571e-05,9.38681711131361e-05,5.04056323381626e-05,0.00014475471249763,9.69923934099158e-05,3.7125327422194e-05,0.000100171419015644,8.13419472642855e-05,9.9350479099762e-05
"SKI",8.10200361696764e-06,3.83612666412892e-05,2.42240187687723e-05,1.75217497235799e-06,1.59282245828684e-05,0,3.63505376737683e-05,3.41513790211039e-05,7.46288199979896e-05,2.03232848423411e-05,1.20782954625462e-05,3.03876308626185e-06,3.09037851623076e-05,2.52726881471192e-05,4.4111151308992e-05
"MORN1",2.79980289387627e-06,5.14846161531421e-06,8.77022948608971e-06,4.50181080261994e-06,3.91562244016252e-06,5.11914817374389e-06,2.05231123668094e-06,8.18322501489001e-07,5.57568999163647e-06,8.48824378236143e-06,7.40466180842107e-06,8.12948531499988e-07,4.50008585397773e-06,3.20537247197072e-06,1.31495897328003e-06
"RER1",6.79460048364913e-05,0.000104124923827596,0.000107613032132213,0.000149126436054292,0.000156021787580557,9.30589708462333e-05,8.6651043418589e-05,0.000102693735104184,0.000119421622670434,9.04428706822685e-05,8.03496511537837e-05,6.86517868794758e-05,8.6814479489345e-05,0.000131389474701782,9.75052425766017e-05
"PEX10",1.00580913137526e-05,2.39287635660488e-05,1.54373317260628e-05,3.17195516330818e-05,2.02808213449667e-05,0,2.55842833178425e-05,8.61627787934793e-06,0,2.1658449413036e-05,2.21363190509008e-05,1.12262215885533e-05,1.7467053221988e-05,1.24751738595075e-05,8.82826145946222e-06
"PLCH2",1.26288139017983e-05,3.2131363295187e-07,1.44259418540206e-06,0,0,0,0,0,2.71264367816092e-05,0,9.16631115679165e-06,0,1.25347965953487e-07,6.83453188240778e-07,5.64741854279718e-06
"PANK4",0,3.70391668708901e-06,2.28105147306112e-06,2.67866739870502e-06,3.05671661276977e-06,0,2.5289687287005e-06,1.14090142148542e-06,0,0,1.33141248510141e-06,9.33440118882933e-07,8.27243144835018e-06,9.0330319913861e-07,2.50468375862864e-06
"HES5",0,5.86358945492072e-06,0,0,0,0,2.18834948991762e-07,0,0,0,0,8.72157420925847e-07,4.98531730810366e-07,0,0
"RP3-395M20.12",5.61250480118527e-06,1.33193233480196e-05,8.20213460161931e-06,1.6317724601422e-05,6.39577468885624e-06,0,4.31370291171813e-06,1.29988691553131e-05,2.96760739780895e-05,2.1126952038512e-05,4.32817412333711e-06,1.09154881036795e-05,4.13572111555088e-05,2.00907089842787e-05,1.45881478398748e-05
"RP3-395M20.8",0,7.05013775969182e-07,2.83021722556682e-06,9.37153423028067e-06,2.08611821877561e-06,0,2.8143599360168e-06,4.32656840368282e-06,7.45156482861401e-06,0,1.86641204006723e-06,5.73137413802685e-06,4.15182726757789e-07,5.16437780246445e-06,1.04283550896505e-05
"TNFRSF14",0.000109900563503926,3.8659291434268e-05,3.85038353862185e-05,1.7510845896909e-05,3.01974479584075e-05,6.19317856992507e-05,6.77941882997858e-05,7.51895071613357e-05,6.89249036408246e-05,0.000132601859663951,3.17938647144617e-05,2.92287492005981e-05,2.96037725089573e-05,0.000103240610434725,8.16170303183805e-05
"RP3-395M20.9",2.79367065975326e-06,0,5.34039689829748e-07,2.96281548059237e-07,0,0,8.33121843416772e-07,2.73508761853186e-07,0,0,4.80695277649592e-07,0,0,6.42916474863252e-07,0
"FAM213B",1.01423223341247e-05,6.09890148910579e-06,5.43841476010925e-05,2.55627640655461e-05,3.77244596099909e-05,4.04422767384113e-06,1.52194219221231e-05,4.9014919306665e-06,0,0,1.22351841045403e-05,1.56405559465856e-06,1.20966310217341e-05,1.32893755555073e-05,7.25135082608554e-06
"MMEL1",1.13349897531693e-06,2.34162643752447e-07,5.59621399935174e-05,1.16740108578833e-05,3.59761680591651e-05,0,1.08542384419648e-05,2.51737252747755e-06,0,0,2.03128505754325e-05,1.32954611463564e-06,3.09951100411496e-06,3.2170927901643e-06,0
"TTC34",6.50391275391275e-07,0,0,2.81958279197344e-07,9.34531402591456e-07,0,0,1.68800302490142e-07,0,0,0,0,3.38922389484187e-07,0,1.30821559392988e-06
"LINC00982",0,1.09443196792001e-06,0,2.70619003082892e-07,0,0,1.64306345531887e-05,0,0,0,0,0,7.18906315604593e-06,0,0
"PRDM16",0,0,0,1.29290371694304e-07,0,0,1.61125354721378e-05,0,1.37931034482759e-05,0,0,0,1.21859388951473e-05,0,0
"ARHGEF16",1.59723996933299e-06,1.11993620843357e-06,1.16398367246289e-05,6.66150793735382e-06,1.24301740081344e-05,0,1.90230821582155e-07,3.94226943854196e-07,0,0,1.38910040088401e-06,9.9175597262018e-07,7.08409302762512e-07,0,7.42547055206888e-07
"MEGF6",0,2.71342323924361e-05,7.94863339419723e-06,3.17259340315183e-07,8.24934705033457e-06,0,8.54361418873126e-06,1.67678371367858e-06,0,1.03551827689759e-05,4.18620588551076e-06,1.13013951347895e-06,2.02799816129845e-07,1.36723743138976e-06,3.33828334300324e-06
"RP11-46F15.2",0,0,0,2.30273823208654e-07,0,0,0,4.82595203968863e-07,0,0,0,0,2.27653529540322e-07,0,0
"TPRG1L",1.25623969304776e-05,1.45505099279309e-05,1.04587299404617e-05,5.58767650519202e-06,1.2448187008647e-05,0,1.09113793290007e-05,8.62099743924581e-06,0,1.09938434476693e-05,1.17922081926991e-05,2.51873315872404e-06,1.37192217341737e-05,1.06747381341046e-05,5.33962667972545e-06
"WRAP73",3.48336503806436e-05,1.26788059967923e-05,2.33029240359565e-05,1.12696169482274e-05,2.81559818659231e-05,7.26116214922329e-06,1.88944758312929e-05,9.13451155274066e-06,5.39252903319925e-05,9.31619154089808e-06,1.30625997661399e-05,1.51916149002745e-05,1.63555342238077e-05,1.6230696462306e-05,2.11225621771146e-05
"TP73",0,0,1.36482955171085e-06,3.87531868439681e-07,6.88430075468185e-06,6.70674460038185e-06,0,0,0,0,0,3.48263368315992e-06,0,0,0
"TP73-AS1",2.45898414447024e-06,2.48102090731911e-06,8.76621805054057e-06,1.79874736444498e-06,5.5291472097507e-06,0,5.48766913313817e-06,4.36832938019663e-06,3.90065627254081e-05,0,1.19071208331128e-05,6.24413831515665e-07,1.08102762615141e-05,8.3674269533785e-06,4.77149850236983e-06
"SMIM1",5.02733736544838e-06,4.35043862010539e-06,5.6480357530055e-05,2.38778813287481e-05,4.0406636866095e-05,1.58759642663796e-06,5.53826521044252e-07,9.83172106028464e-06,0,0,3.87200570682433e-06,5.8213374579601e-06,2.76762788180277e-06,4.0825224793385e-06,1.88684941432194e-06
"LRRC47",4.15479819275713e-05,2.19850909224071e-05,2.95753340399155e-05,2.61140548744913e-05,2.76987809204947e-05,1.31689921709063e-05,2.45166289669626e-05,1.29410796506066e-05,7.01508242721852e-06,9.49938254013489e-06,2.8828931947504e-05,1.48203571344703e-05,3.1633555300664e-05,3.62090410397173e-05,1.62916391521061e-05
"CEP104",8.23733050926188e-06,1.90031114287691e-05,2.39131419294608e-05,1.36676044343946e-05,2.03499725112553e-05,0,2.27494791439749e-05,1.0443737848944e-05,1.65425971877585e-05,0,4.58488024280442e-06,6.7028242418178e-06,1.35285271636882e-05,1.12604173274051e-05,1.73359930134652e-05
"DFFB",0,1.0724044594867e-06,3.08079557662838e-06,1.55418946840967e-06,4.32306993300538e-07,8.54022970468224e-06,3.61640760853411e-06,1.25412353982341e-06,0,0,0,0,1.49045597009164e-06,3.00048626408459e-06,7.42547055206888e-07
"C1orf174",1.18611043617093e-05,2.22563323736812e-05,1.86435147073427e-05,1.72329681830054e-05,2.30316265256967e-05,3.31630243654572e-05,2.33433655505386e-05,1.86842271575849e-05,1.27877237851662e-05,4.95724177447192e-05,1.78129773616065e-05,3.25531122501871e-06,2.27872934438243e-05,1.21098032994958e-05,2.18167191067598e-05
"LINC01134",0,0,3.88443495261184e-07,2.04480912933663e-07,0,0,3.68112548996568e-07,0,0,0,0,0,2.67023267339423e-07,0,0
"AJAP1",0,1.42065230671315e-06,2.16876034525524e-06,9.70472783284887e-08,6.89441683230503e-07,0,0,0,0,0,0,1.87097739859302e-05,1.49587551830262e-06,0,0
"RP11-154H17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPHP4",0,5.4757581097371e-06,2.2833098324451e-06,5.85312131299127e-07,5.39611058687321e-06,0,4.12333785673247e-06,2.46835946346051e-06,0,0,0,3.94524006785813e-07,2.9152461567529e-06,8.97639840790989e-06,1.95705439828405e-06
"KCNAB2",1.22958734339965e-05,2.64098125365351e-06,5.75742079297869e-06,1.51557967452245e-06,6.8262283036296e-06,2.93926955340086e-05,3.66862262788779e-06,4.11598868249794e-05,4.09950378065267e-05,8.50027297440758e-05,0,1.3654815712033e-06,1.08132433148935e-06,4.96617843872657e-05,5.73097673637143e-05
"RPL22",0.00171088236882818,0.00136618997517775,0.00119627772243701,0.00151699380339426,0.00106718262250367,0.00191661321398179,0.00120791830087345,0.00116243103325851,0.00107041255997395,0.000833048392747103,0.00157139089108566,0.000443045758001103,0.00131540155594071,0.0017316777228324,0.00119767316842017
"RP1-120G22.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF207",1.59723996933299e-06,1.22065412037098e-05,6.95863191563685e-06,1.00340700705325e-05,5.75062591425791e-06,3.88310306532156e-06,8.0282678539925e-06,3.72731221255377e-07,0,0,2.8713199284563e-06,1.2668544017514e-06,2.47775027091467e-06,9.2182895198838e-06,3.23224543159677e-06
"ICMT",1.0506013725866e-05,2.46889420241883e-05,3.46265027996124e-05,1.28515420771176e-05,4.47475059590621e-05,2.63452018695798e-05,3.27808719558097e-05,1.59586134550361e-05,2.00059791300713e-05,3.14351917620881e-05,1.36222696102199e-05,7.49644398142257e-07,3.39623439491912e-05,1.58119960010168e-05,9.7275370320046e-06
"LINC00337",0,0,0,0,1.60010240655402e-06,0,0,0,0,0,0,0,0,0,0
