donor_id,reference_label,gene,mean_cp10k,detected_fraction
CID3941,T cells CD4+,ISG15,1.3217347081820308,0.17592592592592587
CID3941,T cells CD4+,MKI67,0.026799592646191774,0.009259259259259259
CID3941,T cells CD4+,TOP2A,0.08093758093758094,0.009259259259259259
CID3941,T cells CD4+,EPCAM,0.0,0.0
CID3941,T cells CD4+,KRT19,0.034016382289710725,0.009259259259259259
CID3941,T cells CD4+,LYZ,0.0,0.0
CID3941,T cells CD4+,MS4A1,0.0,0.0
CID3941,T cells CD4+,PTPRC,7.115902338200509,0.703703703703704
CID3941,T cells CD4+,CD2,4.748739066942899,0.5833333333333331
CID3941,T cells CD4+,CD247,1.2873418287593221,0.2407407407407406
CID3941,T cells CD4+,LCK,1.115257246602693,0.19444444444444436
CID3941,T cells CD4+,KRT8,0.0,0.0
CID3941,T cells CD4+,KRT18,0.03378058832272623,0.009259259259259259
CID3941,T cells CD4+,CD79A,0.0,0.0
CID3941,T cells CD4+,LST1,0.207754651467544,0.037037037037037035
CID3941,T cells CD8+,CD3D,5.465654541534963,0.5634920634920624
CID3941,T cells CD8+,CD3E,8.43528860667603,0.7460317460317443
CID3941,T cells CD8+,CD3G,2.987682320541432,0.36507936507936467
CID3941,T cells CD8+,TRAC,1.3581677498458686,0.1746031746031746
CID3941,T cells CD8+,TRBC1,1.7049465747422268,0.16666666666666666
CID3941,T cells CD8+,TRBC2,6.343009084080687,0.4761904761904754
CID3941,T cells CD8+,CD4,0.1294699500245993,0.007936507936507936
CID3941,T cells CD8+,CD8A,6.547117328364689,0.5634920634920624
CID3941,T cells CD8+,CD8B,6.616007644046792,0.595238095238094
CID3941,T cells CD8+,IL7R,10.287794644129596,0.4126984126984121
CID3941,T cells CD8+,CCR7,0.47688664827385974,0.06349206349206349
CID3941,T cells CD8+,TCF7,0.06492664635018847,0.015873015873015872
CID3941,T cells CD8+,FOXP3,0.0,0.0
CID3941,T cells CD8+,IL2RA,0.054285280003474254,0.007936507936507936
CID3941,T cells CD8+,CTLA4,0.15204554405163176,0.023809523809523808
CID3941,T cells CD8+,NKG7,9.809611704510505,0.6111111111111098
CID3941,T cells CD8+,GNLY,0.3020101210182595,0.031746031746031744
CID3941,T cells CD8+,PRF1,0.34293358882706265,0.07142857142857142
CID3941,T cells CD8+,GZMB,0.62540638469671,0.07142857142857142
CID3941,T cells CD8+,GZMK,6.44010978362648,0.3809523809523805
CID3941,T cells CD8+,KLRD1,2.3110261083061405,0.25396825396825395
CID3941,T cells CD8+,IFNG,11.532387631439127,0.42063492063492003
CID3941,T cells CD8+,ZFP36,40.597140598200895,0.8650793650793629
CID3941,T cells CD8+,IFIT1,0.0,0.0
CID3941,T cells CD8+,ISG15,1.0725072239590001,0.15079365079365079
CID3941,T cells CD8+,MKI67,0.10069734051092678,0.023809523809523808
CID3941,T cells CD8+,TOP2A,0.07794395106726965,0.015873015873015872
CID3941,T cells CD8+,EPCAM,0.0,0.0
CID3941,T cells CD8+,KRT19,0.0,0.0
CID3941,T cells CD8+,LYZ,0.037901184032989185,0.007936507936507936
CID3941,T cells CD8+,MS4A1,0.033374717983633034,0.007936507936507936
CID3941,T cells CD8+,PTPRC,11.069934636665074,0.8174603174603154
CID3941,T cells CD8+,CD2,6.7495873071545205,0.595238095238094
CID3941,T cells CD8+,CD247,1.121243698821302,0.1746031746031746
CID3941,T cells CD8+,LCK,1.7104090904913958,0.25396825396825395
CID3941,T cells CD8+,KRT8,0.0,0.0
CID3941,T cells CD8+,KRT18,0.04320363601800727,0.007936507936507936
CID3941,T cells CD8+,CD79A,0.0,0.0
CID3941,T cells CD8+,LST1,0.13980660792478872,0.015873015873015872
CID3941,NK cells,CD3D,0.27475546763380587,0.05555555555555555
CID3941,NK cells,CD3E,0.9045482667134525,0.16666666666666666
CID3941,NK cells,CD3G,0.0,0.0
CID3941,NK cells,TRAC,0.0,0.0
CID3941,NK cells,TRBC1,1.9166202040110152,0.2777777777777778
CID3941,NK cells,TRBC2,1.1226154231386731,0.16666666666666666
CID3941,NK cells,CD4,0.0,0.0
CID3941,NK cells,CD8A,0.0,0.0
CID3941,NK cells,CD8B,0.0,0.0
CID3941,NK cells,IL7R,15.482350448618238,0.44444444444444453
CID3941,NK cells,CCR7,0.0,0.0
CID3941,NK cells,TCF7,0.8221752407798919,0.1111111111111111
CID3941,NK cells,FOXP3,0.0,0.0
CID3941,NK cells,IL2RA,0.0,0.0
CID3941,NK cells,CTLA4,0.0,0.0
CID3941,NK cells,NKG7,11.903443336094554,0.6111111111111113
CID3941,NK cells,GNLY,33.772311927660695,0.5555555555555557
CID3941,NK cells,PRF1,2.698252943327509,0.16666666666666666
CID3941,NK cells,GZMB,0.37792894935752075,0.05555555555555555
CID3941,NK cells,GZMK,0.7618650623883124,0.1111111111111111
CID3941,NK cells,KLRD1,7.067804880032428,0.6111111111111113
CID3941,NK cells,IFNG,2.645502645502645,0.05555555555555555
CID3941,NK cells,ZFP36,51.09861876375865,0.8888888888888892
CID3941,NK cells,IFIT1,0.0,0.0
CID3941,NK cells,ISG15,0.0,0.0
CID3941,NK cells,MKI67,0.0,0.0
CID3941,NK cells,TOP2A,0.0,0.0
CID3941,NK cells,EPCAM,0.0,0.0
CID3941,NK cells,KRT19,0.0,0.0
CID3941,NK cells,LYZ,0.0,0.0
CID3941,NK cells,MS4A1,0.0,0.0
CID3941,NK cells,PTPRC,5.542046804388473,0.5555555555555557
CID3941,NK cells,CD2,0.0,0.0
CID3941,NK cells,CD247,0.4677907544842421,0.1111111111111111
CID3941,NK cells,LCK,1.1635510550820278,0.2222222222222222
CID3941,NK cells,KRT8,0.0,0.0
CID3941,NK cells,KRT18,0.0,0.0
CID3941,NK cells,CD79A,0.0,0.0
CID3941,NK cells,LST1,0.0,0.0
CID3941,NKT cells,CD3D,6.787184828776408,0.4444444444444444
CID3941,NKT cells,CD3E,7.2927572222925505,0.4444444444444444
CID3941,NKT cells,CD3G,3.141451702302536,0.3333333333333333
CID3941,NKT cells,TRAC,0.0,0.0
CID3941,NKT cells,TRBC1,0.6909894969596462,0.1111111111111111
CID3941,NKT cells,TRBC2,8.468995587550557,0.5555555555555556
CID3941,NKT cells,CD4,0.0,0.0
CID3941,NKT cells,CD8A,4.21487413605624,0.3333333333333333
CID3941,NKT cells,CD8B,5.189249203035099,0.3333333333333333
CID3941,NKT cells,IL7R,0.0,0.0
CID3941,NKT cells,CCR7,0.0,0.0
CID3941,NKT cells,TCF7,0.0,0.0
CID3941,NKT cells,FOXP3,0.0,0.0
CID3941,NKT cells,IL2RA,0.0,0.0
CID3941,NKT cells,CTLA4,0.0,0.0
CID3941,NKT cells,NKG7,20.998310556646633,1.0000000000000002
CID3941,NKT cells,GNLY,5.10892632046307,0.2222222222222222
CID3941,NKT cells,PRF1,1.9564935291370333,0.2222222222222222
CID3941,NKT cells,GZMB,1.3819789939192924,0.1111111111111111
CID3941,NKT cells,GZMK,8.70927669783792,0.6666666666666667
CID3941,NKT cells,KLRD1,8.324849390771703,0.5555555555555556
CID3941,NKT cells,IFNG,0.898230485942693,0.1111111111111111
CID3941,NKT cells,ZFP36,13.292950038586312,0.5555555555555556
CID3941,NKT cells,IFIT1,0.7925186241876684,0.1111111111111111
CID3941,NKT cells,ISG15,1.100608811312017,0.2222222222222222
CID3941,NKT cells,MKI67,0.0,0.0
CID3941,NKT cells,TOP2A,0.0,0.0
CID3941,NKT cells,EPCAM,0.0,0.0
CID3941,NKT cells,KRT19,0.0,0.0
CID3941,NKT cells,LYZ,0.0,0.0
CID3941,NKT cells,MS4A1,0.0,0.0
CID3941,NKT cells,PTPRC,9.039654939731982,0.6666666666666667
CID3941,NKT cells,CD2,6.1903932722412325,0.6666666666666667
CID3941,NKT cells,CD247,1.3186129002819444,0.2222222222222222
CID3941,NKT cells,LCK,2.6484552737563334,0.3333333333333333
CID3941,NKT cells,KRT8,0.0,0.0
CID3941,NKT cells,KRT18,0.0,0.0
CID3941,NKT cells,CD79A,0.0,0.0
CID3941,NKT cells,LST1,0.0,0.0
CID3941,Cycling T-cells,CD3D,2.849907011446053,0.4
CID3941,Cycling T-cells,CD3E,9.797492317240316,0.8
CID3941,Cycling T-cells,CD3G,1.9791302786003544,0.4
CID3941,Cycling T-cells,TRAC,0.5224660397074191,0.2
CID3941,Cycling T-cells,TRBC1,1.628049234842853,0.4
CID3941,Cycling T-cells,TRBC2,1.4803204458376873,0.4
CID3941,Cycling T-cells,CD4,0.26123301985370956,0.2
CID3941,Cycling T-cells,CD8A,0.9666505558240696,0.2
CID3941,Cycling T-cells,CD8B,1.3932427725531173,0.2
CID3941,Cycling T-cells,IL7R,5.786891696176676,0.6000000000000001
CID3941,Cycling T-cells,CCR7,4.480726596908128,0.4
CID3941,Cycling T-cells,TCF7,0.0,0.0
CID3941,Cycling T-cells,FOXP3,0.0,0.0
CID3941,Cycling T-cells,IL2RA,0.26123301985370956,0.2
CID3941,Cycling T-cells,CTLA4,0.0,0.0
CID3941,Cycling T-cells,NKG7,2.9782331910629773,0.4
CID3941,Cycling T-cells,GNLY,0.0,0.0
CID3941,Cycling T-cells,PRF1,0.0,0.0
CID3941,Cycling T-cells,GZMB,0.0,0.0
CID3941,Cycling T-cells,GZMK,3.822583366344702,0.6000000000000001
CID3941,Cycling T-cells,KLRD1,0.0,0.0
CID3941,Cycling T-cells,IFNG,20.11671017604252,0.4
CID3941,Cycling T-cells,ZFP36,55.20997590053902,0.8
CID3941,Cycling T-cells,IFIT1,0.0,0.0
CID3941,Cycling T-cells,ISG15,0.9666505558240696,0.2
CID3941,Cycling T-cells,MKI67,0.0,0.0
CID3941,Cycling T-cells,TOP2A,0.0,0.0
CID3941,Cycling T-cells,EPCAM,0.0,0.0
CID3941,Cycling T-cells,KRT19,0.0,0.0
CID3941,Cycling T-cells,LYZ,0.0,0.0
CID3941,Cycling T-cells,MS4A1,0.0,0.0
CID3941,Cycling T-cells,PTPRC,11.550612283244735,1.0
CID3941,Cycling T-cells,CD2,1.628049234842853,0.4
CID3941,Cycling T-cells,CD247,0.0,0.0
CID3941,Cycling T-cells,LCK,0.0,0.0
CID3941,Cycling T-cells,KRT8,0.0,0.0
CID3941,Cycling T-cells,KRT18,0.0,0.0
CID3941,Cycling T-cells,CD79A,0.0,0.0
CID3941,Cycling T-cells,LST1,0.0,0.0
CID3948,T cells CD4+,CD3D,4.4464648528773765,0.37988165680473474
CID3948,T cells CD4+,CD3E,6.619865595603862,0.5301775147929012
CID3948,T cells CD4+,CD3G,1.1680766544775532,0.1289940828402369
CID3948,T cells CD4+,TRAC,1.7897855611194198,0.16449704142011823
CID3948,T cells CD4+,TRBC1,3.3482980136147398,0.26508875739644905
CID3948,T cells CD4+,TRBC2,4.689002968219711,0.3538461538461545
CID3948,T cells CD4+,CD4,0.43063663502469807,0.05088757396449709
CID3948,T cells CD4+,CD8A,0.24025591343987726,0.02485207100591716
CID3948,T cells CD4+,CD8B,0.3686661653083274,0.03431952662721894
CID3948,T cells CD4+,IL7R,21.255127372814627,0.7301775147928947
CID3948,T cells CD4+,CCR7,2.3759502638988663,0.1834319526627216
CID3948,T cells CD4+,TCF7,0.4329104360027611,0.04615384615384619
CID3948,T cells CD4+,FOXP3,1.0873244957222592,0.08757396449704156
CID3948,T cells CD4+,IL2RA,0.45852100953427766,0.04852071005917164
CID3948,T cells CD4+,CTLA4,2.0230722257434266,0.16331360946745552
CID3948,T cells CD4+,NKG7,0.39448727455918886,0.03905325443786984
CID3948,T cells CD4+,GNLY,0.24924712527997317,0.01301775147928994
CID3948,T cells CD4+,PRF1,0.12098669301538292,0.014201183431952662
CID3948,T cells CD4+,GZMB,0.07815051154093525,0.003550295857988166
CID3948,T cells CD4+,GZMK,0.698102855072615,0.06627218934911251
CID3948,T cells CD4+,KLRD1,0.0,0.0
CID3948,T cells CD4+,IFNG,3.02393576377082,0.14556213017751485
CID3948,T cells CD4+,ZFP36,40.1932341213195,0.822485207100584
CID3948,T cells CD4+,IFIT1,0.2846932628109759,0.029585798816568046
CID3948,T cells CD4+,ISG15,8.132543731368497,0.45325443786982456
CID3948,T cells CD4+,MKI67,0.005561240379054143,0.001183431952662722
CID3948,T cells CD4+,TOP2A,0.0,0.0
CID3948,T cells CD4+,EPCAM,0.03156366291561778,0.003550295857988166
CID3948,T cells CD4+,KRT19,0.23675510410600106,0.027218934911242602
CID3948,T cells CD4+,LYZ,0.011636499042897954,0.001183431952662722
CID3948,T cells CD4+,MS4A1,0.08399004099455422,0.009467455621301775
CID3948,T cells CD4+,PTPRC,8.291888981837115,0.5822485207100593
CID3948,T cells CD4+,CD2,5.651832204141404,0.4213017751479306
CID3948,T cells CD4+,CD247,1.1398305892933283,0.1301775147928996
CID3948,T cells CD4+,LCK,1.5829436815300033,0.1715976331360945
CID3948,T cells CD4+,KRT8,0.011324707680982985,0.001183431952662722
CID3948,T cells CD4+,KRT18,0.06795426411305852,0.007100591715976331
CID3948,T cells CD4+,CD79A,0.10843531770992706,0.01301775147928994
CID3948,T cells CD4+,LST1,0.3090791160273653,0.03905325443786984
CID3948,T cells CD8+,CD3D,4.306368350689174,0.39357429718875653
CID3948,T cells CD8+,CD3E,6.862544085111276,0.5281124497991999
CID3948,T cells CD8+,CD3G,1.6355974422607285,0.18473895582329297
CID3948,T cells CD8+,TRAC,1.5955291417724689,0.16465863453815244
CID3948,T cells CD8+,TRBC1,3.058634192638296,0.23293172690763025
CID3948,T cells CD8+,TRBC2,4.137916371918955,0.31726907630522144
CID3948,T cells CD8+,CD4,0.03519001542182945,0.006024096385542168
CID3948,T cells CD8+,CD8A,4.276441336004621,0.3534136546184749
CID3948,T cells CD8+,CD8B,3.445155645417701,0.2991967871485947
CID3948,T cells CD8+,IL7R,17.12710791777669,0.6325301204819321
CID3948,T cells CD8+,CCR7,1.2248412713941925,0.110441767068273
CID3948,T cells CD8+,TCF7,0.36002915958536535,0.04016064257028112
CID3948,T cells CD8+,FOXP3,0.02373560435595811,0.002008032128514056
CID3948,T cells CD8+,IL2RA,0.031179034749903346,0.006024096385542168
CID3948,T cells CD8+,CTLA4,0.1958597487513874,0.026104417670682736
CID3948,T cells CD8+,NKG7,10.188617602216492,0.5662650602409675
CID3948,T cells CD8+,GNLY,4.369550760235203,0.07831325301204814
CID3948,T cells CD8+,PRF1,0.5022916416393411,0.05421686746987949
CID3948,T cells CD8+,GZMB,3.4543927536691816,0.15662650602409622
CID3948,T cells CD8+,GZMK,3.1476249862906003,0.24297188755020052
CID3948,T cells CD8+,KLRD1,1.543294854288279,0.1365461847389557
CID3948,T cells CD8+,IFNG,19.42986621245979,0.4397590361445804
CID3948,T cells CD8+,ZFP36,58.65579900588633,0.9236947791164739
CID3948,T cells CD8+,IFIT1,0.769643496810983,0.056224899598393545
CID3948,T cells CD8+,ISG15,9.053033866385295,0.4518072289156649
CID3948,T cells CD8+,MKI67,0.024401087150879436,0.004016064257028112
CID3948,T cells CD8+,TOP2A,0.048041893375495796,0.006024096385542168
CID3948,T cells CD8+,EPCAM,0.04741880791807635,0.004016064257028112
CID3948,T cells CD8+,KRT19,0.30771724133113476,0.032128514056224904
CID3948,T cells CD8+,LYZ,0.06663859393997078,0.006024096385542168
CID3948,T cells CD8+,MS4A1,0.27163474080444233,0.03012048192771085
CID3948,T cells CD8+,PTPRC,9.395083117049397,0.6064257028112491
CID3948,T cells CD8+,CD2,5.190723243355393,0.4257028112449818
CID3948,T cells CD8+,CD247,0.9562086634373975,0.11244979919678705
CID3948,T cells CD8+,LCK,1.7677393214296888,0.19277108433734919
CID3948,T cells CD8+,KRT8,0.045974368486319674,0.006024096385542168
CID3948,T cells CD8+,KRT18,0.09813903598759643,0.012048192771084338
CID3948,T cells CD8+,CD79A,0.04096416974349563,0.006024096385542168
CID3948,T cells CD8+,LST1,0.08486188041014622,0.010040160642570281
CID3948,NK cells,CD3D,2.271327376057154,0.24137931034482765
CID3948,NK cells,CD3E,5.944055611046262,0.4999999999999998
CID3948,NK cells,CD3G,1.242148820050983,0.13793103448275865
CID3948,NK cells,TRAC,2.1974581617167828,0.24137931034482765
CID3948,NK cells,TRBC1,6.527722425062933,0.48275862068965497
CID3948,NK cells,TRBC2,3.8852173844227855,0.37931034482758613
CID3948,NK cells,CD4,0.0,0.0
CID3948,NK cells,CD8A,0.4120965896891629,0.05172413793103448
CID3948,NK cells,CD8B,0.09210138520483348,0.017241379310344827
CID3948,NK cells,IL7R,8.50329483842194,0.41379310344827575
CID3948,NK cells,CCR7,0.3916983182617788,0.034482758620689655
CID3948,NK cells,TCF7,0.3600295484724553,0.034482758620689655
CID3948,NK cells,FOXP3,0.0,0.0
CID3948,NK cells,IL2RA,0.1863932898415657,0.017241379310344827
CID3948,NK cells,CTLA4,0.06525881646610457,0.017241379310344827
CID3948,NK cells,NKG7,19.217390008228506,0.8275862068965522
CID3948,NK cells,GNLY,94.88204272480809,0.8620689655172419
CID3948,NK cells,PRF1,2.550749453549483,0.22413793103448282
CID3948,NK cells,GZMB,14.288505818989679,0.5344827586206895
CID3948,NK cells,GZMK,0.8045318222863269,0.08620689655172414
CID3948,NK cells,KLRD1,6.039581592239434,0.48275862068965497
CID3948,NK cells,IFNG,7.286979753649932,0.39655172413793094
CID3948,NK cells,ZFP36,58.110431186016115,0.9137931034482765
CID3948,NK cells,IFIT1,1.2221025481403667,0.13793103448275865
CID3948,NK cells,ISG15,7.91841399186442,0.46551724137931016
CID3948,NK cells,MKI67,0.0,0.0
CID3948,NK cells,TOP2A,0.12073795035255482,0.017241379310344827
CID3948,NK cells,EPCAM,0.0,0.0
CID3948,NK cells,KRT19,0.3565006442056995,0.034482758620689655
CID3948,NK cells,LYZ,0.0,0.0
CID3948,NK cells,MS4A1,0.4661784565594205,0.05172413793103448
CID3948,NK cells,PTPRC,11.203022185777899,0.7068965517241381
CID3948,NK cells,CD2,2.9953710592546505,0.3275862068965517
CID3948,NK cells,CD247,1.154015778226026,0.13793103448275865
CID3948,NK cells,LCK,1.2751231668174412,0.12068965517241381
CID3948,NK cells,KRT8,0.0,0.0
CID3948,NK cells,KRT18,0.15124016938898974,0.017241379310344827
CID3948,NK cells,CD79A,0.0,0.0
CID3948,NK cells,LST1,0.25218284525376977,0.034482758620689655
CID3948,NKT cells,CD3D,5.909184450371207,0.4000000000000001
CID3948,NKT cells,CD3E,11.52819642900248,0.7000000000000003
CID3948,NKT cells,CD3G,3.238046884310214,0.3
CID3948,NKT cells,TRAC,1.3331198730275935,0.07500000000000001
CID3948,NKT cells,TRBC1,2.8058054979389304,0.24999999999999997
CID3948,NKT cells,TRBC2,3.5009385537850175,0.3
CID3948,NKT cells,CD4,0.38336947876361005,0.05
CID3948,NKT cells,CD8A,1.7729188966667366,0.15
CID3948,NKT cells,CD8B,0.5199225893932072,0.07500000000000001
CID3948,NKT cells,IL7R,11.913041775465144,0.47500000000000014
CID3948,NKT cells,CCR7,0.0,0.0
CID3948,NKT cells,TCF7,0.21815008726003493,0.025
CID3948,NKT cells,FOXP3,0.0,0.0
CID3948,NKT cells,IL2RA,0.0,0.0
CID3948,NKT cells,CTLA4,0.0,0.0
CID3948,NKT cells,NKG7,32.0362792790711,0.9500000000000005
CID3948,NKT cells,GNLY,29.48588534433756,0.5750000000000002
CID3948,NKT cells,PRF1,3.8629038818668935,0.3
CID3948,NKT cells,GZMB,8.090461441027909,0.47500000000000014
CID3948,NKT cells,GZMK,1.0778710019897204,0.125
CID3948,NKT cells,KLRD1,5.548308802093554,0.3
CID3948,NKT cells,IFNG,15.575798942006017,0.4250000000000001
CID3948,NKT cells,ZFP36,36.45548698013183,0.8500000000000004
CID3948,NKT cells,IFIT1,0.15216068167985394,0.025
CID3948,NKT cells,ISG15,5.222848237377552,0.35000000000000003
CID3948,NKT cells,MKI67,0.0,0.0
CID3948,NKT cells,TOP2A,0.0,0.0
CID3948,NKT cells,EPCAM,0.0,0.0
CID3948,NKT cells,KRT19,0.8853633532760996,0.1
CID3948,NKT cells,LYZ,0.0,0.0
CID3948,NKT cells,MS4A1,0.20695364238410596,0.025
CID3948,NKT cells,PTPRC,8.658573852373193,0.6250000000000002
CID3948,NKT cells,CD2,3.6370084630747734,0.4000000000000001
CID3948,NKT cells,CD247,1.2912304712332008,0.15
CID3948,NKT cells,LCK,2.6944862829554386,0.22499999999999998
CID3948,NKT cells,KRT8,0.0,0.0
CID3948,NKT cells,KRT18,0.0,0.0
CID3948,NKT cells,CD79A,0.0,0.0
CID3948,NKT cells,LST1,0.20661157024793386,0.025
CID3948,Cycling T-cells,CD3D,3.865030517957093,0.45833333333333337
CID3948,Cycling T-cells,CD3E,4.890062695375034,0.7083333333333331
CID3948,Cycling T-cells,CD3G,0.8287018535443843,0.125
CID3948,Cycling T-cells,TRAC,1.5568796414600068,0.3333333333333333
CID3948,Cycling T-cells,TRBC1,3.722612529795018,0.5
CID3948,Cycling T-cells,TRBC2,2.3002433988342896,0.5
CID3948,Cycling T-cells,CD4,0.5148869517621742,0.16666666666666666
CID3948,Cycling T-cells,CD8A,0.0,0.0
CID3948,Cycling T-cells,CD8B,0.6467468632777131,0.041666666666666664
CID3948,Cycling T-cells,IL7R,6.198909063640113,0.3333333333333333
CID3948,Cycling T-cells,CCR7,2.919290168984218,0.375
CID3948,Cycling T-cells,TCF7,0.19534302234724177,0.041666666666666664
CID3948,Cycling T-cells,FOXP3,1.8086056368058232,0.20833333333333331
CID3948,Cycling T-cells,IL2RA,0.2222222222222222,0.041666666666666664
CID3948,Cycling T-cells,CTLA4,2.087675579654516,0.4166666666666667
CID3948,Cycling T-cells,NKG7,0.6274962928643324,0.08333333333333333
CID3948,Cycling T-cells,GNLY,0.7874842503149937,0.041666666666666664
CID3948,Cycling T-cells,PRF1,0.13774104683195593,0.041666666666666664
CID3948,Cycling T-cells,GZMB,0.16168671581942828,0.041666666666666664
CID3948,Cycling T-cells,GZMK,0.6311994922275513,0.125
CID3948,Cycling T-cells,KLRD1,0.0,0.0
CID3948,Cycling T-cells,IFNG,2.2889300329978504,0.125
CID3948,Cycling T-cells,ZFP36,14.749883802906558,0.7499999999999998
CID3948,Cycling T-cells,IFIT1,0.1611240010311936,0.041666666666666664
CID3948,Cycling T-cells,ISG15,6.947994583867997,0.7083333333333331
CID3948,Cycling T-cells,MKI67,1.2823389233339983,0.3333333333333333
CID3948,Cycling T-cells,TOP2A,1.9483204789178337,0.4166666666666667
CID3948,Cycling T-cells,EPCAM,0.0,0.0
CID3948,Cycling T-cells,KRT19,0.47416024938320045,0.08333333333333333
CID3948,Cycling T-cells,LYZ,0.23290478852245203,0.041666666666666664
CID3948,Cycling T-cells,MS4A1,0.1944899489060813,0.08333333333333333
CID3948,Cycling T-cells,PTPRC,4.552771631308987,0.6666666666666665
CID3948,Cycling T-cells,CD2,4.092063711243074,0.6249999999999999
CID3948,Cycling T-cells,CD247,0.899798285360685,0.20833333333333331
CID3948,Cycling T-cells,LCK,1.6714129832961313,0.29166666666666663
CID3948,Cycling T-cells,KRT8,0.0,0.0
CID3948,Cycling T-cells,KRT18,0.0,0.0
CID3948,Cycling T-cells,CD79A,0.2600964150793873,0.08333333333333333
CID3948,Cycling T-cells,LST1,0.14764942121426883,0.041666666666666664
CID4461,T cells CD4+,CD3D,10.206482816297031,0.3181818181818182
CID4461,T cells CD4+,CD3E,2.8887236685159587,0.09090909090909091
CID4461,T cells CD4+,CD3G,3.349247582227187,0.06818181818181818
CID4461,T cells CD4+,TRAC,25.481631521750668,0.5227272727272726
CID4461,T cells CD4+,TRBC1,13.033195963760248,0.3636363636363636
CID4461,T cells CD4+,TRBC2,19.535959241853117,0.409090909090909
CID4461,T cells CD4+,CD4,2.405576338472347,0.06818181818181818
CID4461,T cells CD4+,CD8A,0.8714930797954936,0.045454545454545456
CID4461,T cells CD4+,CD8B,0.0,0.0
CID4461,T cells CD4+,IL7R,4.009454849585695,0.13636363636363638
CID4461,T cells CD4+,CCR7,8.269295930857185,0.22727272727272732
CID4461,T cells CD4+,TCF7,0.8116883116883117,0.022727272727272728
CID4461,T cells CD4+,FOXP3,1.8113205068955007,0.06818181818181818
CID4461,T cells CD4+,IL2RA,1.0670081092616304,0.022727272727272728
CID4461,T cells CD4+,CTLA4,2.5219732970592346,0.09090909090909091
CID4461,T cells CD4+,NKG7,0.0,0.0
CID4461,T cells CD4+,GNLY,8.249270641571774,0.13636363636363638
CID4461,T cells CD4+,PRF1,0.0,0.0
CID4461,T cells CD4+,GZMB,1.646539688914525,0.06818181818181818
CID4461,T cells CD4+,GZMK,0.8059316569954869,0.022727272727272728
CID4461,T cells CD4+,KLRD1,1.1684973124561815,0.022727272727272728
CID4461,T cells CD4+,IFNG,0.0,0.0
CID4461,T cells CD4+,ZFP36,2.007276836195484,0.06818181818181818
CID4461,T cells CD4+,IFIT1,0.619271736437949,0.022727272727272728
CID4461,T cells CD4+,ISG15,15.723374608575394,0.27272727272727276
CID4461,T cells CD4+,MKI67,0.5857544517338332,0.022727272727272728
CID4461,T cells CD4+,TOP2A,0.3174200101574403,0.022727272727272728
CID4461,T cells CD4+,EPCAM,0.0,0.0
CID4461,T cells CD4+,KRT19,2.663695319906882,0.09090909090909091
CID4461,T cells CD4+,LYZ,0.5335040546308152,0.022727272727272728
CID4461,T cells CD4+,MS4A1,0.0,0.0
CID4461,T cells CD4+,PTPRC,8.293461907448139,0.27272727272727276
CID4461,T cells CD4+,CD2,10.877709834566168,0.25000000000000006
CID4461,T cells CD4+,CD247,0.9880581415603771,0.045454545454545456
CID4461,T cells CD4+,LCK,10.064059354816541,0.3181818181818182
CID4461,T cells CD4+,KRT8,0.0,0.0
CID4461,T cells CD4+,KRT18,1.1459440130190628,0.045454545454545456
CID4461,T cells CD4+,CD79A,0.0,0.0
CID4461,T cells CD4+,LST1,1.400321804914143,0.045454545454545456
CID4461,T cells CD8+,CD3D,8.845829735509723,0.2727272727272727
CID4461,T cells CD8+,CD3E,2.1958717610891525,0.09090909090909091
CID4461,T cells CD8+,CD3G,11.26955599837772,0.36363636363636365
CID4461,T cells CD8+,TRAC,1.483019427554501,0.09090909090909091
CID4461,T cells CD8+,TRBC1,6.288943070552266,0.18181818181818182
CID4461,T cells CD8+,TRBC2,11.380882529920779,0.2727272727272727
CID4461,T cells CD8+,CD4,0.0,0.0
CID4461,T cells CD8+,CD8A,3.3057851239669427,0.09090909090909091
CID4461,T cells CD8+,CD8B,2.966038855109002,0.09090909090909091
CID4461,T cells CD8+,IL7R,0.0,0.0
CID4461,T cells CD8+,CCR7,2.1958717610891525,0.09090909090909091
CID4461,T cells CD8+,TCF7,3.3178500331785004,0.09090909090909091
CID4461,T cells CD8+,FOXP3,0.0,0.0
CID4461,T cells CD8+,IL2RA,0.0,0.0
CID4461,T cells CD8+,CTLA4,0.0,0.0
CID4461,T cells CD8+,NKG7,11.080169281750312,0.2727272727272727
CID4461,T cells CD8+,GNLY,50.94217270461611,0.36363636363636365
CID4461,T cells CD8+,PRF1,0.0,0.0
CID4461,T cells CD8+,GZMB,48.796978903312166,0.2727272727272727
CID4461,T cells CD8+,GZMK,2.8058361391694726,0.09090909090909091
CID4461,T cells CD8+,KLRD1,8.531874010999388,0.2727272727272727
CID4461,T cells CD8+,IFNG,1.2040939193257074,0.09090909090909091
CID4461,T cells CD8+,ZFP36,2.272727272727273,0.09090909090909091
CID4461,T cells CD8+,IFIT1,0.0,0.0
CID4461,T cells CD8+,ISG15,23.851092193938364,0.36363636363636365
CID4461,T cells CD8+,MKI67,1.2040939193257074,0.09090909090909091
CID4461,T cells CD8+,TOP2A,3.8912072662059156,0.18181818181818182
CID4461,T cells CD8+,EPCAM,0.0,0.0
CID4461,T cells CD8+,KRT19,2.1958717610891525,0.09090909090909091
CID4461,T cells CD8+,LYZ,0.0,0.0
