donor_id,reference_label,gene,mean_cp10k,detected_fraction
CID4461,T cells CD8+,MS4A1,0.0,0.0
CID4461,T cells CD8+,PTPRC,6.484727327813125,0.2727272727272727
CID4461,T cells CD8+,CD2,2.272727272727273,0.09090909090909091
CID4461,T cells CD8+,CD247,0.0,0.0
CID4461,T cells CD8+,LCK,9.849111466906656,0.36363636363636365
CID4461,T cells CD8+,KRT8,0.0,0.0
CID4461,T cells CD8+,KRT18,0.0,0.0
CID4461,T cells CD8+,CD79A,0.0,0.0
CID4461,T cells CD8+,LST1,0.0,0.0
CID4461,NK cells,CD3D,0.0,0.0
CID4461,NK cells,CD3E,17.921146953405017,0.5
CID4461,NK cells,CD3G,0.0,0.0
CID4461,NK cells,TRAC,0.0,0.0
CID4461,NK cells,TRBC1,0.0,0.0
CID4461,NK cells,TRBC2,10.526315789473685,0.5
CID4461,NK cells,CD4,0.0,0.0
CID4461,NK cells,CD8A,0.0,0.0
CID4461,NK cells,CD8B,0.0,0.0
CID4461,NK cells,IL7R,0.0,0.0
CID4461,NK cells,CCR7,0.0,0.0
CID4461,NK cells,TCF7,0.0,0.0
CID4461,NK cells,FOXP3,0.0,0.0
CID4461,NK cells,IL2RA,0.0,0.0
CID4461,NK cells,CTLA4,0.0,0.0
CID4461,NK cells,NKG7,28.447462742878702,1.0
CID4461,NK cells,GNLY,228.4474627428787,1.0
CID4461,NK cells,PRF1,0.0,0.0
CID4461,NK cells,GZMB,611.6581777023204,1.0
CID4461,NK cells,GZMK,0.0,0.0
CID4461,NK cells,KLRD1,10.526315789473685,0.5
CID4461,NK cells,IFNG,0.0,0.0
CID4461,NK cells,ZFP36,0.0,0.0
CID4461,NK cells,IFIT1,0.0,0.0
CID4461,NK cells,ISG15,0.0,0.0
CID4461,NK cells,MKI67,0.0,0.0
CID4461,NK cells,TOP2A,0.0,0.0
CID4461,NK cells,EPCAM,0.0,0.0
CID4461,NK cells,KRT19,0.0,0.0
CID4461,NK cells,LYZ,0.0,0.0
CID4461,NK cells,MS4A1,0.0,0.0
CID4461,NK cells,PTPRC,28.447462742878702,1.0
CID4461,NK cells,CD2,17.921146953405017,0.5
CID4461,NK cells,CD247,0.0,0.0
CID4461,NK cells,LCK,0.0,0.0
CID4461,NK cells,KRT8,0.0,0.0
CID4461,NK cells,KRT18,0.0,0.0
CID4461,NK cells,CD79A,0.0,0.0
CID4461,NK cells,LST1,0.0,0.0
CID4461,NKT cells,CD3D,0.0,0.0
CID4461,NKT cells,CD3E,5.807200929152149,0.3333333333333333
CID4461,NKT cells,CD3G,0.0,0.0
CID4461,NKT cells,TRAC,0.0,0.0
CID4461,NKT cells,TRBC1,0.0,0.0
CID4461,NKT cells,TRBC2,5.807200929152149,0.3333333333333333
CID4461,NKT cells,CD4,0.0,0.0
CID4461,NKT cells,CD8A,0.0,0.0
CID4461,NKT cells,CD8B,0.0,0.0
CID4461,NKT cells,IL7R,0.0,0.0
CID4461,NKT cells,CCR7,0.0,0.0
CID4461,NKT cells,TCF7,0.0,0.0
CID4461,NKT cells,FOXP3,0.0,0.0
CID4461,NKT cells,IL2RA,0.0,0.0
CID4461,NKT cells,CTLA4,0.0,0.0
CID4461,NKT cells,NKG7,23.18847593237837,0.6666666666666666
CID4461,NKT cells,GNLY,166.03271389856752,1.0
CID4461,NKT cells,PRF1,8.88888888888889,0.3333333333333333
CID4461,NKT cells,GZMB,121.00658149438638,0.6666666666666666
CID4461,NKT cells,GZMK,0.0,0.0
CID4461,NKT cells,KLRD1,5.807200929152149,0.3333333333333333
CID4461,NKT cells,IFNG,0.0,0.0
CID4461,NKT cells,ZFP36,0.0,0.0
CID4461,NKT cells,IFIT1,0.0,0.0
CID4461,NKT cells,ISG15,32.47386759581882,0.6666666666666666
CID4461,NKT cells,MKI67,0.0,0.0
CID4461,NKT cells,TOP2A,0.0,0.0
CID4461,NKT cells,EPCAM,0.0,0.0
CID4461,NKT cells,KRT19,0.0,0.0
CID4461,NKT cells,LYZ,0.0,0.0
CID4461,NKT cells,MS4A1,0.0,0.0
CID4461,NKT cells,PTPRC,8.88888888888889,0.3333333333333333
CID4461,NKT cells,CD2,5.807200929152149,0.3333333333333333
CID4461,NKT cells,CD247,0.0,0.0
CID4461,NKT cells,LCK,23.148148148148145,0.3333333333333333
CID4461,NKT cells,KRT8,0.0,0.0
CID4461,NKT cells,KRT18,0.0,0.0
CID4461,NKT cells,CD79A,0.0,0.0
CID4461,NKT cells,LST1,0.0,0.0
CID4461,Cycling T-cells,CD3D,3.7202380952380953,0.125
CID4461,Cycling T-cells,CD3E,2.466915164123902,0.25
CID4461,Cycling T-cells,CD3G,0.6067961165048543,0.125
CID4461,Cycling T-cells,TRAC,3.0410776131266677,0.25
CID4461,Cycling T-cells,TRBC1,3.654970760233918,0.125
CID4461,Cycling T-cells,TRBC2,1.6324930372992528,0.25
CID4461,Cycling T-cells,CD4,0.0,0.0
CID4461,Cycling T-cells,CD8A,0.6067961165048543,0.125
CID4461,Cycling T-cells,CD8B,0.0,0.0
CID4461,Cycling T-cells,IL7R,0.0,0.0
CID4461,Cycling T-cells,CCR7,3.654970760233918,0.125
CID4461,Cycling T-cells,TCF7,0.0,0.0
CID4461,Cycling T-cells,FOXP3,0.0,0.0
CID4461,Cycling T-cells,IL2RA,0.0,0.0
CID4461,Cycling T-cells,CTLA4,0.0,0.0
CID4461,Cycling T-cells,NKG7,7.714919984387198,0.25
CID4461,Cycling T-cells,GNLY,26.453184329596873,0.25
CID4461,Cycling T-cells,PRF1,0.0,0.0
CID4461,Cycling T-cells,GZMB,21.91855573997863,0.25
CID4461,Cycling T-cells,GZMK,0.0,0.0
CID4461,Cycling T-cells,KLRD1,0.6067961165048543,0.125
CID4461,Cycling T-cells,IFNG,0.0,0.0
CID4461,Cycling T-cells,ZFP36,1.0256969207943984,0.25
CID4461,Cycling T-cells,IFIT1,0.6067961165048543,0.125
CID4461,Cycling T-cells,ISG15,7.4849818569346045,0.5
CID4461,Cycling T-cells,MKI67,5.901356944640421,0.25
CID4461,Cycling T-cells,TOP2A,9.886901406888938,0.5
CID4461,Cycling T-cells,EPCAM,1.827485380116959,0.125
CID4461,Cycling T-cells,KRT19,7.400274377374419,0.25
CID4461,Cycling T-cells,LYZ,0.0,0.0
CID4461,Cycling T-cells,MS4A1,3.851829988193624,0.25
CID4461,Cycling T-cells,PTPRC,2.927400468384075,0.125
CID4461,Cycling T-cells,CD2,1.827485380116959,0.125
CID4461,Cycling T-cells,CD247,1.8601190476190477,0.125
CID4461,Cycling T-cells,LCK,4.7875195160031225,0.25
CID4461,Cycling T-cells,KRT8,0.0,0.0
CID4461,Cycling T-cells,KRT18,1.0256969207943984,0.25
CID4461,Cycling T-cells,CD79A,0.0,0.0
CID4461,Cycling T-cells,LST1,0.0,0.0
