gene,CID4471,CID4535,CID4067,CID4463,CID3941,CID3948,CID4461,pooled_reference_log2ratio,pooled_reference_mean_cp10k,reference_direction_agrees,both_reference_abs_log2ratio_ge_0_5
APITD1-CORT,-0.33650217123836523,0.0,0.9747112329751654,0.0,0.0,-0.3773687040894702,0.0,-0.23386428828680514,0.017950404538440063,False,False
APITD1,0.367779329808756,1.1344886323580428,0.0,0.0,0.0,0.4371400891088611,0.0,0.8577774266008307,0.09371628054787345,True,False
CORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DFFA,0.4017177010346325,0.02769213351697858,0.4074695681673436,-1.0473421788088373,0.5708890796216045,0.2867811503401507,0.0,0.27258191615164495,0.19583190313272486,True,False
PEX14,0.6605622621185401,0.6379071431280338,0.6553302657927542,2.198091824783097,-0.16243103644474807,-0.0828774992513159,0.0,0.6465049685452886,0.11302010010295485,True,True
CASZ1,0.15608651310942256,-0.8130825283679018,0.734673055599638,0.0,-0.02151057656560862,-0.11335957827442515,0.0,-0.19552593933963905,0.05590766890418747,False,False
RP4-734G22.3,0.0,0.0,0.0,0.0,0.0,-0.13171095497118684,0.0,0.0,0.0,False,False
C1orf127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
TARDBP,0.154240481545235,-1.252179420854694,-0.3328130804358573,-0.5624112670528401,0.4421594636734268,0.413716832121031,-2.450243420087232,-0.7834759373903842,0.2541750010122762,False,False
RP4-635E18.8,0.0,0.0,0.0,0.0,0.0,0.15645917021585226,0.0,0.0,0.0,False,False
SRM,-0.21304852538578276,-1.0111699025920304,-0.3605197841867377,0.0,1.3388310052823478,0.2994557008603901,-4.513271910515436,-0.46762246419895587,0.125615836742252,True,False
