variant,validation_donor,gene,in_RCTD,in_NNLS,reference_CD4_profile,reference_CD8_profile
balanced_split,CID3948,CD4,False,True,6.98448137990986e-05,4.13455495650448e-06
balanced_split,CID3948,CD8A,True,True,4.71548486561559e-05,0.000892344376404
balanced_split,CID3948,CD8B,True,True,3.79630977356057e-05,0.0004934821828201
balanced_split,CID3948,IL7R,True,True,0.001425738754547,0.0011366784838223
balanced_split,CID3948,CCR7,True,True,0.0001458961273538,4.64960364126206e-05
balanced_split,CID3948,TCF7,False,False,7.11693517721455e-05,7.15577996334392e-05
balanced_split,CID3948,FOXP3,False,False,6.0002991920663e-05,0.0
balanced_split,CID3948,IL2RA,False,False,4.23850682707531e-05,2.08161600013322e-06
balanced_split,CID3948,CTLA4,False,True,9.58597454583898e-05,5.73836541672391e-05
balanced_split,CID3948,NKG7,True,True,4.14966851902468e-05,0.0015224331333164
balanced_split,CID3948,GNLY,True,True,4.2080170367684e-05,0.0008514300220778
balanced_split,CID3948,PRF1,True,True,2.2635354121909e-05,0.0001625219998906
balanced_split,CID3948,GZMB,True,True,1.12716916178381e-05,0.0002163556135887
balanced_split,CID3948,GZMK,True,True,0.0001361141114282,0.0006606324271723
balanced_split,CID3948,KLRD1,True,True,1.16044523207695e-05,0.0004463165178383
balanced_split,CID3948,IFNG,True,True,1.29454691371554e-05,0.000167258016295
balanced_split,CID3948,ZFP36,True,True,0.0012265441036006,0.0021057645073095
balanced_split,CID3948,IFIT1,False,False,1.74181397804973e-05,9.23907957829929e-05
balanced_split,CID3948,ISG15,True,True,0.0002488558986606,0.0006923081541189
balanced_split,CID3948,MKI67,False,True,8.50084305112898e-06,6.72363459303928e-06
balanced_split,CID3948,TOP2A,True,True,2.83834043235373e-05,6.0943673032355e-06
balanced_split,CID3948,EPCAM,True,True,6.03438437778734e-05,2.92542878344464e-05
balanced_split,CID3948,KRT19,True,True,0.0010496089210713,0.0002728821506013
balanced_split,CID3948,LYZ,True,True,4.51558330340962e-05,3.07514192605681e-05
balanced_split,CID3948,MS4A1,True,True,2.20672648205376e-06,1.10781522038897e-05
balanced_split,CID3948,PTPRC,True,True,0.0005523353355999,0.000769618605109
balanced_split,CID3948,CD2,True,True,0.0003405205142523,0.000585907492385
balanced_split,CID3948,CD247,True,True,0.0001201625769232,0.0001323342140166
balanced_split,CID3948,LCK,True,True,0.000216571376474,0.0002921200659102
balanced_split,CID3948,KRT8,True,True,0.0001183256095139,4.17934087436196e-05
balanced_split,CID3948,KRT18,True,True,0.0002651989455131,0.0001081148839991
balanced_split,CID3948,CD79A,True,True,1.10346728556519e-05,2.10741049827614e-06
balanced_split,CID3948,LST1,True,True,2.16376950422285e-05,1.56231632418613e-05
balanced_split,CID4461,CD3D,True,True,0.0004665550968851,0.0007338392921106
balanced_split,CID4461,CD3E,True,True,0.0006462262700199,0.0008743960073368
balanced_split,CID4461,CD3G,True,True,0.0001602550539254,0.0002520364954749
balanced_split,CID4461,TRAC,True,True,0.0005151849020874,0.0006095787264929
balanced_split,CID4461,TRBC1,True,True,0.0003934547280168,0.0005405067407337
balanced_split,CID4461,TRBC2,True,True,0.0003538800549972,0.0005109962211691
balanced_split,CID4461,CD4,False,True,6.98448137990986e-05,4.13455495650448e-06
balanced_split,CID4461,CD8A,True,True,4.71548486561559e-05,0.000892344376404
balanced_split,CID4461,CD8B,True,True,3.79630977356057e-05,0.0004934821828201
balanced_split,CID4461,IL7R,True,True,0.001425738754547,0.0011366784838223
balanced_split,CID4461,CCR7,True,True,0.0001458961273538,4.64960364126206e-05
balanced_split,CID4461,TCF7,False,False,7.11693517721455e-05,7.15577996334392e-05
balanced_split,CID4461,FOXP3,False,False,6.0002991920663e-05,0.0
balanced_split,CID4461,IL2RA,False,False,4.23850682707531e-05,2.08161600013322e-06
balanced_split,CID4461,CTLA4,False,True,9.58597454583898e-05,5.73836541672391e-05
balanced_split,CID4461,NKG7,True,True,4.14966851902468e-05,0.0015224331333164
balanced_split,CID4461,GNLY,True,True,4.2080170367684e-05,0.0008514300220778
balanced_split,CID4461,PRF1,False,True,2.2635354121909e-05,0.0001625219998906
balanced_split,CID4461,GZMB,True,True,1.12716916178381e-05,0.0002163556135887
balanced_split,CID4461,GZMK,True,True,0.0001361141114282,0.0006606324271723
balanced_split,CID4461,KLRD1,True,True,1.16044523207695e-05,0.0004463165178383
balanced_split,CID4461,IFNG,True,True,1.29454691371554e-05,0.000167258016295
balanced_split,CID4461,ZFP36,True,True,0.0012265441036006,0.0021057645073095
balanced_split,CID4461,IFIT1,False,False,1.74181397804973e-05,9.23907957829929e-05
balanced_split,CID4461,ISG15,True,True,0.0002488558986606,0.0006923081541189
balanced_split,CID4461,MKI67,True,True,8.50084305112898e-06,6.72363459303928e-06
balanced_split,CID4461,TOP2A,True,True,2.83834043235373e-05,6.0943673032355e-06
balanced_split,CID4461,EPCAM,False,True,6.03438437778734e-05,2.92542878344464e-05
balanced_split,CID4461,KRT19,True,True,0.0010496089210713,0.0002728821506013
balanced_split,CID4461,LYZ,True,True,4.51558330340962e-05,3.07514192605681e-05
balanced_split,CID4461,MS4A1,False,True,2.20672648205376e-06,1.10781522038897e-05
balanced_split,CID4461,PTPRC,True,True,0.0005523353355999,0.000769618605109
balanced_split,CID4461,CD2,True,True,0.0003405205142523,0.000585907492385
balanced_split,CID4461,CD247,True,True,0.0001201625769232,0.0001323342140166
balanced_split,CID4461,LCK,True,True,0.000216571376474,0.0002921200659102
balanced_split,CID4461,KRT8,True,True,0.0001183256095139,4.17934087436196e-05
balanced_split,CID4461,KRT18,True,True,0.0002651989455131,0.0001081148839991
balanced_split,CID4461,CD79A,False,True,1.10346728556519e-05,2.10741049827614e-06
balanced_split,CID4461,LST1,True,True,2.16376950422285e-05,1.56231632418613e-05
