pathology,n_spots,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,NK cells,Normal Epithelial,PVL,Plasmablasts,T cells
Invasive cancer + stroma,2082,7.526093339145993e-05,0.10748124625959012,0.7097866720580617,0.006582250172093526,0.02781815854045519,6.486960192357468e-05,0.10980746690798823,0.00010450614326455124,0.00011865064742235719,0.007390678027584747
Invasive cancer + stroma + lymphocytes,215,9.068547258255144e-05,0.1603039148131083,0.6422436278294993,0.006356715036299393,0.0451698185531484,8.808298388182714e-05,0.10570516195954802,9.383655979963909e-05,9.253160087552787e-05,0.00866264512892997
Stroma,122,6.508890709542976e-05,0.11664204615145879,0.6758538096627231,0.004131614266352614,0.041925083926088125,6.478189918340368e-05,0.09536329271430677,0.0013082755121099797,0.00010047586414676806,0.009881729385853188
