pathology,n_spots,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,NK cells,Normal Epithelial,PVL,Plasmablasts,T cells
DCIS,273,0.000160185224994577,0.05347277398615033,0.2804232612503066,0.022777868732897416,0.053439901053621015,0.00014339926329451846,0.36916639956109665,0.009836518070800243,0.0015988951910112462,0.1657443983987427
Invasive cancer + lymphocytes,317,0.005693964250266571,0.17643346603303514,0.10692384559657202,0.0027742397210729734,0.1687841258130331,9.18443148438083e-05,0.28445264534503206,0.00013450152629069853,0.006965856344364805,0.14972982522113332
Lymphocytes,81,0.03588506273196073,0.14180926632028504,0.05652641170539152,0.019967355487616276,0.12395284500524617,0.00015185099629397197,0.14678289802951275,0.00948145624063862,0.00843054794626705,0.3153439387863376
Normal + stroma + lymphocytes,240,0.00010776971638175943,0.06848915607458776,0.19071997961214246,0.014439278706795605,0.03860248458065247,7.26191262881351e-05,0.604350079881782,0.002916384766959377,7.337031314050727e-05,0.042049131836366674
Stroma,134,0.0014218649629126837,0.1687881383824982,0.17093272663751313,0.0595736183509147,0.06374049821882205,9.913785351814755e-05,0.2969638965797271,0.02707358717004816,0.005481200739031234,0.13122325920695832
Stroma + adipose tissue,114,0.00015715706689141743,0.17591702985059288,0.194409845690503,0.02852582182101109,0.05342790406255965,0.00010032499215022788,0.3642400926774843,0.000203234574314266,0.0071003934980121315,0.0583306590086484
