donor_id,reference_label,review_group,EPCAM,KRT8,KRT18,KRT19,CD3D,CD3E,TRAC,CD8A,CD8B,COL1A1,COL1A2,DCN,LUM,RGS5,CSPG4,MCAM,PECAM1,VWF
CID4471,T cells CD4+,flagged,0.0,0.0,0.11764705882352941,0.0,0.35294117647058826,0.5294117647058824,0.058823529411764705,0.0,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
CID4471,T cells CD4+,other,0.012658227848101266,0.07088607594936709,0.1468354430379747,0.07848101265822785,0.7164556962025317,0.9240506329113924,0.34177215189873417,0.08860759493670886,0.04556962025316456,0.23291139240506328,0.11392405063291139,0.1468354430379747,0.05569620253164557,0.07341772151898734,0.0,0.035443037974683546,0.05569620253164557,0.0379746835443038
CID4471,T cells CD8+,flagged,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
CID4471,T cells CD8+,other,0.019230769230769232,0.08974358974358974,0.08974358974358974,0.0641025641025641,0.7115384615384616,0.9038461538461539,0.3076923076923077,0.8269230769230769,0.6666666666666666,0.23717948717948717,0.08333333333333333,0.22435897435897437,0.09615384615384616,0.07051282051282051,0.00641025641025641,0.0,0.08333333333333333,0.07051282051282051
CID4535,B-cells,flagged,0.125,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
CID4535,B-cells,other,0.10416666666666667,0.125,0.1875,0.3958333333333333,0.0,0.0,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.08333333333333333,0.0,0.020833333333333332,0.041666666666666664,0.0
CID4535,CAFs,flagged,0.1,0.15,0.6,0.65,0.0,0.0,0.15,0.0,0.0,0.75,0.7,0.45,0.6,0.5,0.15,0.35,0.0,0.0
CID4535,CAFs,other,0.13414634146341464,0.3170731707317073,0.5,0.7073170731707317,0.024390243902439025,0.0,0.06097560975609756,0.012195121951219513,0.0,0.6463414634146342,0.7073170731707317,0.4634146341463415,0.47560975609756095,0.3902439024390244,0.06097560975609756,0.13414634146341464,0.024390243902439025,0.012195121951219513
CID4535,Cancer Epithelial,flagged,0.3246268656716418,0.4701492537313433,0.7649253731343284,0.9402985074626866,0.014925373134328358,0.0037313432835820895,0.014925373134328358,0.014925373134328358,0.011194029850746268,0.018656716417910446,0.026119402985074626,0.014925373134328358,0.0037313432835820895,0.05223880597014925,0.0037313432835820895,0.018656716417910446,0.0,0.0
CID4535,Cancer Epithelial,other,0.9345268542199489,0.9698209718670077,0.9877237851662404,0.9979539641943734,0.022506393861892585,0.006138107416879796,0.031713554987212275,0.02404092071611253,0.003069053708439898,0.10383631713554987,0.055754475703324806,0.02608695652173913,0.05524296675191816,0.1846547314578005,0.010741687979539642,0.023017902813299233,0.03580562659846547,0.02762148337595908
