spot_id,B-cells,CAFs,Cancer LumA,Cancer LumB,Cancer Other,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0000_depth100,0.0,0.0,0.43763995758863233,0.06249340254090216,0.27207385607371315,0.0,0.0,0.0,0.0,0.0,0.2277927837967524,0.0,0.0,0.0,0.0
mix_0000_depth25,0.0,0.0,0.45915783056464665,0.0,0.3455406755997373,0.0,0.0,0.0,0.0,0.011123962616140612,0.1841775312194754,0.0,0.0,0.0,0.0
mix_0001_depth100,0.0,0.0,0.39871073592754,0.22270531936390253,0.0,0.0,0.0,0.0,0.0,0.0,0.37858394470855744,0.0,0.0,0.0,0.0
mix_0001_depth25,0.0,0.0,0.4253184937360143,0.2311237232623914,0.0,0.0,0.0,0.0,0.0,0.0,0.34355778300159434,0.0,0.0,0.0,0.0
mix_0002_depth100,0.0,0.0,0.5806181831307459,0.18505076989983474,0.0,0.0,0.0,0.0,0.0,0.015820619508535194,0.21851042746088417,0.0,0.0,0.0,0.0
mix_0002_depth25,0.0,0.0,0.5984271760693068,0.18300999355334788,0.0,0.0,0.0,0.0,0.0,0.014344673704252832,0.2042181566730924,0.0,0.0,0.0,0.0
mix_0003_depth100,0.0,0.0,0.23195395630300567,0.0,0.20242004114567064,0.0,0.0,0.08696107138551487,0.0,0.0017843563151528487,0.47688057485065594,0.0,0.0,0.0,0.0
mix_0003_depth25,0.0,0.0,0.25925680960940295,0.0,0.1870390349038813,0.01474790183200193,0.0,0.08680348824060029,0.0,0.00037527218565486643,0.4517774932284587,0.0,0.0,0.0,0.0
mix_0004_depth100,0.0,0.0,0.16283941414824205,0.0167464721863782,0.333633946983716,0.0,0.0,0.03459746810089418,0.0,0.0,0.4521826985807696,0.0,0.0,0.0,0.0
mix_0004_depth25,0.0,0.0,0.21529110429249593,0.0,0.29823695061672717,0.0,0.0,0.02928733185162224,0.0,0.0,0.45718461323915466,0.0,0.0,0.0,0.0
mix_0005_depth100,0.0,0.0,0.3623433802010981,0.1890464415719917,0.0,0.0,0.0,0.11973019685613748,0.0,0.0,0.3288799813707728,0.0,0.0,0.0,0.0
mix_0005_depth25,0.0,0.0,0.32851410223306377,0.1978954448434949,0.0,0.0,0.0,0.1252067679794242,0.0,0.0,0.3483836849440171,0.0,0.0,0.0,0.0
mix_0006_depth100,0.0,0.0,0.5492559669698394,0.15437699045737713,0.0,0.0,0.0,0.0,0.0,0.0,0.29636704257278346,0.0,0.0,0.0,0.0
mix_0006_depth25,0.0,0.0,0.49855381945921795,0.18399089079630174,0.0,0.0,0.0,0.0,0.0,0.0,0.3174552897444804,0.0,0.0,0.0,0.0
mix_0007_depth100,0.0,0.0,0.5776024175790911,0.28899755462659676,0.0,0.0,0.0,0.0,0.0,0.0,0.1334000277943121,0.0,0.0,0.0,0.0
mix_0007_depth25,0.0,0.0,0.601463257261365,0.2586430431407726,0.0,0.0,0.0,0.0,0.0,0.0,0.13989369959786255,0.0,0.0,0.0,0.0
mix_0008_depth100,0.0,0.0,0.06527685934449762,0.15404448417313035,0.2815313212132775,0.0,0.0,0.0,0.0,0.01033180119725697,0.4888155340718375,0.0,0.0,0.0,0.0
mix_0008_depth25,0.0,0.0,0.04597678075383439,0.1300295937382282,0.27999277938587924,0.0,0.0,0.0,0.0,0.00901705630143716,0.5349837898206209,0.0,0.0,0.0,0.0
mix_0009_depth100,0.0,0.006145054645291633,0.29413374937402975,0.187508132971167,0.08679167540175939,0.0,0.0,0.0,0.0,0.038092412616277306,0.38732897499147495,0.0,0.0,0.0,0.0
mix_0009_depth25,0.0,0.03854632062902473,0.25418299575816883,0.18600956705983046,0.14234083921025367,0.0,0.0,0.0,0.0,0.03356249116615241,0.34535778617656987,0.0,0.0,0.0,0.0
mix_0010_depth100,0.0,0.049293372458514485,0.2626664776974319,0.17939068910589054,0.0886755290604781,0.0,0.0,0.060585984339754755,0.0,0.031048132328458187,0.2770040671540851,0.051335747855386894,0.0,0.0,0.0
mix_0010_depth25,0.0,0.05893572467111967,0.22822220776897933,0.13012618957605399,0.15630543714626752,0.0,0.0,0.04805314566508978,0.0,0.027855599672175522,0.3160720746360457,0.03442962086426832,0.0,0.0,0.0
mix_0011_depth100,0.0,0.0,0.287338264382037,0.28393811180657474,0.0,0.0,0.0,0.0,0.0,0.0,0.4287236238113882,0.0,0.0,0.0,0.0
mix_0011_depth25,0.0,0.0,0.30166678862905427,0.28847021794182703,0.0,0.0,0.0,0.0,0.0,0.0,0.4098629934291187,0.0,0.0,0.0,0.0
mix_0012_depth100,0.0,0.0,0.21027350206216902,0.12226184253528548,0.1901037836965922,0.0,0.0,0.0,0.0,0.0,0.47736087170595326,0.0,0.0,0.0,0.0
mix_0012_depth25,0.0,0.0,0.20110456843536811,0.08169934809143181,0.25097269449098747,0.0,0.0,0.0,0.0,0.0,0.46622338898221255,0.0,0.0,0.0,0.0
mix_0013_depth100,0.0,0.0,0.1261325241912638,0.3097943200128343,0.0,0.0,0.0,0.0,0.0,0.0,0.5640731557959018,0.0,0.0,0.0,0.0
mix_0013_depth25,0.0,0.0,0.12175222167968922,0.3295388349420081,0.0,0.0,0.0,0.0,0.0,0.0,0.5487089433783027,0.0,0.0,0.0,0.0
mix_0014_depth100,0.0,0.009570041453101226,0.30507758255017553,0.14128055652287044,0.19265602685634023,0.0,0.0,0.0004198859557213535,0.0,0.07110891469597827,0.27988699196581285,0.0,0.0,0.0,0.0
mix_0014_depth25,0.0,0.002370876525460702,0.26424302705724084,0.11967757053227042,0.26024459170607844,0.0,0.0,0.0,0.0,0.08108551350315507,0.27237842067579443,0.0,0.0,0.0,0.0
mix_0015_depth100,0.0,0.0,0.1578162373889219,0.17207396981482295,0.16727772427846077,0.0,0.0,0.0,0.0,0.0,0.5028320685177945,0.0,0.0,0.0,0.0
mix_0015_depth25,0.0,0.0,0.1297593212130235,0.14796322381777471,0.2155506270318897,0.0,0.0,0.0,0.0,0.0,0.506726827937312,0.0,0.0,0.0,0.0
mix_0016_depth100,0.0,0.0,0.8686062157823328,0.06627731277446927,0.0,0.0,0.0,0.0,0.0,0.0,0.06511647144319797,0.0,0.0,0.0,0.0
mix_0016_depth25,0.0,0.0,0.8883394400925,0.07392402319728815,0.0,0.0,0.0,0.0,0.0,0.0,0.037736536710211925,0.0,0.0,0.0,0.0
mix_0017_depth100,0.0,0.0,0.30539072140872675,0.1599099408874027,0.12396043822864647,0.0,0.0,0.0,0.0,0.0,0.41073889947522413,0.0,0.0,0.0,0.0
mix_0017_depth25,0.0,0.0,0.29279259995238244,0.05850991277489047,0.2384665835305998,0.0,0.0,0.0,0.0,0.00010970828213701861,0.4101211954599903,0.0,0.0,0.0,0.0
mix_0018_depth100,0.0,0.0,0.41659566607132936,0.22674519089638237,0.0,0.0,0.0,0.0,0.0,0.034334546602324274,0.32232459642996397,0.0,0.0,0.0,0.0
mix_0018_depth25,0.0,0.0,0.3878016527552308,0.23574452177464145,0.0,0.0,0.0,0.0,0.0,0.0272745691560769,0.3491792563140508,0.0,0.0,0.0,0.0
mix_0019_depth100,0.0,0.017978275696766584,0.1437879777860038,0.0,0.2404029866331772,0.06032317519791894,0.0,0.0,0.0,0.06419366808936679,0.47331391659676675,0.0,0.0,0.0,0.0
mix_0019_depth25,0.0,0.013109691911393315,0.12801204651819512,0.0,0.24642653435977432,0.06973834623421095,0.0,0.0,0.0,0.07102063513510873,0.47169274584131754,0.0,0.0,0.0,0.0
mix_0020_depth100,0.0,0.0,0.0016528460909164566,0.029671113657359128,0.32703194200200286,0.0,0.0,0.0,0.0,0.0,0.6416440982497216,0.0,0.0,0.0,0.0
mix_0020_depth25,0.0,0.0,0.0,0.08682827721616417,0.22405694104729756,0.0,0.0,0.0,0.0,0.0,0.6891147817365382,0.0,0.0,0.0,0.0
mix_0021_depth100,0.0,0.0,0.0,0.20738542480180014,0.06655380230756056,0.0,0.0,0.0,0.0,0.0,0.7260607728906393,0.0,0.0,0.0,0.0
mix_0021_depth25,0.0,0.0,0.0,0.2798537845612842,0.0,0.0,0.0,0.0,0.0,0.0,0.7201462154387158,0.0,0.0,0.0,0.0
mix_0022_depth100,0.0,0.004561679570412192,0.19355848344428872,0.26927767595396784,0.011998048782520017,0.0,0.0,0.0,0.0,0.08006009578889348,0.4405440164599177,0.0,0.0,0.0,0.0
mix_0022_depth25,0.0,0.008188919537550252,0.16914752796616295,0.3029712551237504,0.0,0.0,0.0,0.0,0.0,0.07314652051791089,0.4465457768546256,0.0,0.0,0.0,0.0
mix_0023_depth100,0.0,0.04095976234078854,0.17551460466748767,0.39163359250277274,0.0,0.0,0.0,0.0,0.0,0.08612135327782178,0.3057706872111293,0.0,0.0,0.0,0.0
