"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","NK cells","Normal Epithelial","Plasmablasts","PVL","T cells"
"CID3941_mix000_depth100",0.0170578158459578,7.97922369792729e-05,7.97922662976125e-05,7.9792266297612e-05,7.97922662976113e-05,8.69914290404872e-05,7.97922662976078e-05,7.97922622053327e-05,7.97922646673499e-05,0.755687620795606
"CID3941_mix000_depth25",0.0538066905317249,7.97922700296477e-05,0.000124783955219295,7.97922662976138e-05,7.97922662976124e-05,9.13677141091485e-05,7.97922662976127e-05,7.97922648495269e-05,7.97922655467711e-05,0.689187174380004
"CID3941_mix001_depth100",0.0157414803512751,0.0994573638530511,0.00532812715500685,0.000798477608205451,7.97922662976128e-05,9.36214956004379e-05,7.97922662976122e-05,7.97922730242065e-05,7.97922662578244e-05,0.741737177954088
"CID3941_mix001_depth25",0.0491712374768054,0.0972347998251371,0.00452834603573417,7.97922662976128e-05,7.9792266297612e-05,9.66190832283776e-05,7.97922662976099e-05,7.97922695892038e-05,7.97922662963042e-05,0.65900065913647
"CID3941_mix002_depth100",0.0112824035226402,0.118542513324112,0.00995873408313363,0.00455386286623501,7.97922662976133e-05,8.70683304739807e-05,7.97922662976112e-05,7.9792263285785e-05,7.97922663048049e-05,0.722054012610464
"CID3941_mix002_depth25",0.0441238988867267,0.113882542575841,0.00867766980480972,0.000113988951853732,0.000113988951853733,0.000133634700390854,0.00011398895185373,0.000113988951381438,0.000113988951853742,0.646798367102711
"CID3941_mix003_depth100",0.015141257488739,7.97922660465767e-05,7.97922662976123e-05,7.9792266297622e-05,7.97922663139852e-05,0.000360298966354168,7.9792266297611e-05,7.97922678607335e-05,7.97922626399207e-05,0.721319492389465
"CID3941_mix003_depth25",8.20191464349348e-05,7.97922663144437e-05,0.000106861719433818,7.97922662976104e-05,7.97922662976123e-05,0.0178008657353085,7.97922662976011e-05,7.97922682416355e-05,7.9792266302751e-05,0.690782529052432
"CID3941_mix004_depth100",0.00926911225423402,7.9792266323563e-05,8.14109692558005e-05,7.97922662976111e-05,7.97922663141917e-05,0.000110382561519582,7.97922662976129e-05,7.97922673810466e-05,7.97922662307934e-05,0.7433546084434
"CID3941_mix004_depth25",7.97922662976164e-05,7.97922663095227e-05,0.00663292424707813,7.97922662976108e-05,7.97922662976132e-05,0.00230572086312404,7.97922662976122e-05,7.97922656671366e-05,7.97922662956099e-05,0.711753319455593
"CID3941_mix005_depth100",0.00689822570301083,0.221873477331293,0.0316761849589298,7.97922662976121e-05,7.97922662924116e-05,0.000117384208935201,0.019005770943714,7.97922662969268e-05,7.97922662976119e-05,0.603851628127948
"CID3941_mix005_depth25",0.000113988951853732,0.244813079037247,0.0227067211611156,0.000113988951853731,0.00011398895185373,0.000709455998443525,0.00530816647308791,0.00378810593103161,0.0109219873864,0.538084916119344
"CID3941_mix006_depth100",0.000115262512720977,7.97922682707108e-05,8.23286214675613e-05,7.97922662866459e-05,0.00133317300269216,0.0532168365181199,7.97922662976121e-05,7.97922667012901e-05,7.97922661457682e-05,0.767587504291524
"CID3941_mix006_depth25",0.0324353262765485,5.58545864497619e-05,0.000145293537395713,5.58545864083239e-05,0.0075473260718651,0.0545951802796672,5.58545864083278e-05,5.58545859217814e-05,5.58545863190871e-05,0.755022566977756
"CID3941_mix007_depth100",7.90945686677493e-05,5.58545864200623e-05,6.45429299867787e-05,5.58545864083308e-05,0.00221005805928502,0.0271188144702381,5.5854586408328e-05,5.58545857828335e-05,5.58545865432147e-05,0.815202707208341
"CID3941_mix007_depth25",0.0274158246728572,5.58545864264563e-05,0.000173331780214106,5.5854586408333e-05,0.0106798815134989,0.0389351929928349,5.58545864083295e-05,5.58545867533168e-05,5.58545864084484e-05,0.785329159284669
"CID3941_mix008_depth100",0.000133025248119435,0.0601303143007364,0.0340069372208341,0.0178466279912932,0.00165278960536095,0.000130311161371196,7.9792266297612e-05,7.97922668524732e-05,0.126104737990174,0.705015665066788
"CID3941_mix008_depth25",0.00875726315766105,0.068852183192649,0.0221725841544161,0.0752598943058462,0.00732856358276809,0.0160290291714704,9.25497986867446e-05,7.97922684388883e-05,0.0702486775605007,0.654840616010696
"CID3941_mix009_depth100",0.0175406879652444,7.97922423629323e-05,7.9792266297612e-05,7.97922662976101e-05,7.97922662942484e-05,8.36374156402155e-05,7.9792266297615e-05,7.97922654691828e-05,7.97922577864167e-05,0.806109293937659
"CID3941_mix009_depth25",0.0200797123891084,5.58545950480608e-05,0.000172553024398955,5.58545864083384e-05,5.58545864083296e-05,0.000116663194792618,5.58545864083317e-05,5.58545851621049e-05,5.58545864385907e-05,0.848708636674386
"CID3941_mix010_depth100",0.0186258003237471,0.0881538668122504,0.00361317653468667,7.97922662976116e-05,7.97922662958364e-05,8.68699469707862e-05,7.97922662976084e-05,7.97922634057326e-05,7.97922663374438e-05,0.789267101260393
"CID3941_mix010_depth25",0.0425723236454418,0.0873487634440478,0.0202689715984538,0.00151889224052495,5.58545864083264e-05,0.000123992744263508,5.58545864083282e-05,5.58545890992052e-05,5.58545864083314e-05,0.782690751022848
"CID3941_mix011_depth100",0.00808672954748166,0.195896469081238,0.0161883364632009,7.9792266297612e-05,7.97922662897015e-05,8.17474066717549e-05,0.0189077570195195,7.97922662665233e-05,7.97922662976125e-05,0.707406304308197
"CID3941_mix011_depth25",0.0280733295523492,0.207977663246637,0.0662624456279455,7.9792266297612e-05,7.97922662976123e-05,0.000135053782003812,0.0042864768695369,0.00395656326323449,7.97922662976124e-05,0.682119027313388
