"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","NK cells","Normal Epithelial","Plasmablasts","PVL","T cells"
"CID3941_mix000_depth100",0.0220558765509606,0.000103171926841787,0.000103171964750608,0.000103171964750607,0.000103171964750606,0.000112480533101974,0.000103171964750602,0.000103171959459261,0.000103171962642667,0.977109439207991
"CID3941_mix000_depth25",0.0723510864883363,0.000107292557356076,0.000167790560006748,0.000107292552337802,0.0001072925523378,0.000122857461041112,0.000107292552337801,0.000107292550390634,0.000107292551328183,0.926714510174528
"CID3941_mix001_depth100",0.0182303746377049,0.115182623429237,0.00617056032758927,0.000924725350638632,9.24082662707877e-05,0.000108424042774349,9.2408266270787e-05,9.2408274060927e-05,9.24082662247083e-05,0.859013659139228
"CID3941_mix001_depth25",0.060672975684618,0.119979177832816,0.0055875801183006,9.84566279256096e-05,9.84566279256087e-05,0.00011921943778923,9.84566279256061e-05,9.8456631987143e-05,9.8456627923995e-05,0.813148763782789
"CID3941_mix002_depth100",0.0130161890049052,0.136759136069445,0.0114891091083158,0.00525366245325215,9.20540749296323e-05,0.000100448263839945,9.20540749296299e-05,9.20540714549713e-05,9.2054074937929e-05,0.833013238803989
"CID3941_mix002_depth25",0.0541938767710746,0.139872872399051,0.0106580918714642,0.000140003566454627,0.000140003566454628,0.000164132877375892,0.000140003566454624,0.000140003565874546,0.000140003566454639,0.794411008249341
"CID3941_mix003_depth100",0.0205338710176398,0.000108210569724752,0.000108210570065195,0.000108210570065208,0.000108210570087399,0.000488620744241871,0.000108210570065193,0.000108210572185027,0.000108210565104803,0.978220034250821
"CID3941_mix003_depth25",0.000115641913866911,0.000112502150893517,0.000150668402337481,0.000112502150869783,0.000112502150869786,0.0250981175932134,0.00011250215086977,0.000112502153610738,0.000112502150877031,0.973960559182592
"CID3941_mix004_depth100",0.0123047693977138,0.000105924430506699,0.000108073262644911,0.000105924430472248,0.000105924430494259,0.000146533122889627,0.000105924430472251,0.000105924431910512,0.000105924430383548,0.986805077632512
"CID3941_mix004_depth25",0.000110630446902738,0.000110630446919246,0.00919642225713018,0.00011063044690273,0.000110630446902733,0.00319683775579135,0.000110630446902732,0.000110630446028589,0.000110630446899956,0.98683232685962
"CID3941_mix005_depth100",0.00780570228559572,0.251061415453838,0.0358432559295578,9.02891123351166e-05,9.02891123292319e-05,0.000132826356722197,0.0215060214150584,9.02891123343412e-05,9.02891123351164e-05,0.683289622109894
"CID3941_mix005_depth25",0.000137888571361141,0.296142083684428,0.0274675509361613,0.00013788857136114,0.000137888571361139,0.000858204874052158,0.00642110906029211,0.00458234334556268,0.0132119579366568,0.650903084448763
"CID3941_mix006_depth100",0.000140096924929955,9.69842766222994e-05,0.000100067111405497,9.69842742107488e-05,0.00162041789362114,0.0646829135916611,9.69842742240778e-05,9.69842747147321e-05,9.69842740395176e-05,0.932971583104571
