celltype_major,EPCAM,KRT19,COL1A1,DCN,RGS5,PDGFRB,PECAM1,VWF,CD3D,CD8A,LYZ,CD79A,JCHAIN
B-cells,0.10714285714285714,0.4107142857142857,0.017857142857142856,0.0,0.08928571428571429,0.0,0.03571428571428571,0.0,0.0,0.0,0.14285714285714285,0.5535714285714286,0.14285714285714285
CAFs,0.12745098039215685,0.696078431372549,0.6666666666666666,0.46078431372549017,0.4117647058823529,0.4019607843137255,0.0196078431372549,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.17647058823529413,0.00980392156862745,0.09803921568627451
Cancer Epithelial,0.8609986504723347,0.9910031488978858,0.0935672514619883,0.024741340530814216,0.16869095816464239,0.03283850652271705,0.03148897885739991,0.024291497975708502,0.021592442645074223,0.022941970310391364,0.3418803418803419,0.03508771929824561,0.18353576248313092
Endothelial,0.1552511415525114,0.7808219178082192,0.0319634703196347,0.0,0.0821917808219178,0.0228310502283105,0.8858447488584474,0.5753424657534246,0.0091324200913242,0.0,0.136986301369863,0.0136986301369863,0.0502283105022831
Myeloid,0.1843137254901961,0.8313725490196079,0.0196078431372549,0.01568627450980392,0.06666666666666667,0.01568627450980392,0.35294117647058826,0.00784313725490196,0.023529411764705882,0.0,0.8196078431372549,0.03529411764705882,0.2627450980392157
Normal Epithelial,0.9090909090909091,0.9545454545454546,0.045454545454545456,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182
PVL,0.11148648648648649,0.7516891891891891,0.4543918918918919,0.11148648648648649,0.8800675675675675,0.7094594594594594,0.008445945945945946,0.008445945945945946,0.005067567567567568,0.0033783783783783786,0.16385135135135134,0.008445945945945946,0.057432432432432436
Plasmablasts,0.28125,0.9270833333333334,0.03125,0.03125,0.13541666666666666,0.03125,0.4895833333333333,0.041666666666666664,0.0625,0.010416666666666666,0.4270833333333333,0.8541666666666666,0.9375
T-cells,0.08333333333333333,0.6212121212121212,0.007575757575757576,0.0,0.045454545454545456,0.005050505050505051,0.050505050505050504,0.0025252525252525255,0.4292929292929293,0.1717171717171717,0.08080808080808081,0.030303030303030304,0.03282828282828283
