"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","NK cells","Normal Epithelial","Plasmablasts","PVL","T cells"
"mix_0000_depth100",7.97901146884702e-05,7.97922662774539e-05,0.462404592883384,7.98013436732993e-05,7.97922665996382e-05,7.97922662402865e-05,0.330518660728861,0.000226035351254998,0.0100440530199759,0.00764075694138416
"mix_0000_depth25",0.000113988951864028,0.000113988951689873,0.476946811759998,0.000113988951853732,0.00320729383145698,0.000113988951858174,0.328932134086373,0.0016832855553971,0.00342754494602799,0.00232637895580086
"mix_0001_depth100",5.58542355951606e-05,5.58545867881783e-05,0.477561923130352,0.00305489596977525,5.58545863637395e-05,0.00172347049407651,0.371014755730384,5.58545855803904e-05,5.58545864079797e-05,0.00305108129220925
"mix_0001_depth25",5.58545864017718e-05,5.58545842351914e-05,0.429348052046796,5.58545864083284e-05,5.58545864305955e-05,5.58545864374251e-05,0.432700469857188,5.58545865488539e-05,5.58545864083285e-05,0.00085987570069122
"mix_0002_depth100",5.58545864055824e-05,5.58545854757202e-05,0.408014003634311,5.58545864297859e-05,5.58545862871552e-05,5.58585111621816e-05,0.427484633154381,5.58545865021679e-05,0.0232516150622502,0.0172953039950291
"mix_0002_depth25",0.000104495627277476,7.97922645666229e-05,0.370820788609566,7.97922662976122e-05,0.000147556967970722,7.97922663008735e-05,0.469753635098964,7.97922661522529e-05,0.02397816262458,0.0234635044467472
"mix_0003_depth100",0.0113730569324536,5.58545867441083e-05,0.528215729980543,5.58545864152998e-05,0.0369634969863185,5.58545863618892e-05,0.360349750572975,5.58545863150505e-05,0.00109932432057102,0.0016143410557361
"mix_0003_depth25",0.0112293889553672,7.97922672099304e-05,0.492999419724541,0.00190056413255965,0.043690561462376,7.97922662892752e-05,0.398550982903057,0.000688366043557045,0.000262130970938565,7.9792266298986e-05
"mix_0004_depth100",7.97922662971617e-05,0.00051346668419323,0.49760247619339,7.97922662980028e-05,0.045353546246466,7.97922663096802e-05,0.347252623215906,0.00145402746065376,0.00293202164358797,7.97922663140596e-05
"mix_0004_depth25",0.00891152667572127,0.000668841531202241,0.460426490515498,0.00011398895185373,0.0412307489129818,0.000113988951809027,0.375446419392594,0.00448495676758098,0.00414081492091651,0.00011398895185459
"mix_0005_depth100",0.00865326462348582,7.97922663295935e-05,0.402745710642015,7.97922663109417e-05,0.102060868003226,7.97922662979548e-05,0.368936113322245,7.97922660881584e-05,0.00436633114734652,7.97922662835008e-05
"mix_0005_depth25",0.000113988951853732,0.000113988951763068,0.355162463408998,0.000113988951853732,0.117141154864843,0.000113988951848488,0.395794187820689,0.000391266334727231,0.00290914939992379,0.00696580426230489
"mix_0006_depth100",5.58545864223315e-05,0.00378013970146762,0.398699533563271,0.0829711174328512,5.58545864008012e-05,5.58545869148327e-05,0.361264323851528,5.58545865561705e-05,0.0321626066254167,5.58545870464385e-05
"mix_0006_depth25",0.000113988951844768,0.00412693239114737,0.388020845619181,0.0842886266623149,0.00372681732527343,0.000113988952849137,0.346238671537389,0.000113988952378305,0.0359764139687672,0.0001139889511375
"mix_0007_depth100",5.58545864021185e-05,5.58545864693437e-05,0.461233369251172,0.0270951233053235,5.58545863246394e-05,5.5854586737104e-05,0.308852886650026,5.58545868345395e-05,0.00205706427340845,5.58545864934394e-05
"mix_0007_depth25",7.97922662879941e-05,7.97922664231098e-05,0.458535489317722,0.0168694939611653,7.979226631978e-05,7.97922660099875e-05,0.363737211220157,0.000377412699608341,7.97922662976122e-05,7.97922662808472e-05
"mix_0008_depth100",5.58545864190002e-05,5.5854586468696e-05,0.519570761937171,0.0243794218334193,5.58545865479756e-05,5.58545863628015e-05,0.366451842190387,5.58545863438924e-05,5.58545864083282e-05,0.00285063733841334
"mix_0008_depth25",7.97922663059343e-05,7.97922663105419e-05,0.444391228026903,0.0280255723916329,7.97922661873843e-05,0.0027443916173958,0.427740472378778,7.97922670306188e-05,7.9792266297612e-05,0.000417733532652819
"mix_0009_depth100",0.034402811181498,7.97922662840119e-05,0.505217998079632,7.97922663055434e-05,7.97922664599811e-05,7.97922662474049e-05,0.263480541804858,7.979226633664e-05,0.0593076413199288,7.9792266374747e-05
"mix_0009_depth25",0.0373453801985425,0.00144536754387969,0.508250234991129,0.000113988951853735,0.00391172008805117,0.000113988951854188,0.271947298310293,0.000348978806526471,0.0591133811630932,0.000113988951852627
"mix_0010_depth100",0.0608242669148295,7.9792266610615e-05,0.410682556121127,0.00227329035263792,8.42076498452289e-05,7.97922662932568e-05,0.454444425922737,7.97922665083488e-05,0.00473318302726042,7.97922662925447e-05
"mix_0010_depth25",0.075202061989888,7.97922662945042e-05,0.467096408994156,7.9792266297612e-05,7.97922662976122e-05,7.97922658445973e-05,0.44862424801087,0.00307034844175419,0.0117688149508428,7.97922662976108e-05
"mix_0011_depth100",0.0294226095967686,7.97922664052623e-05,0.432720659306329,7.97922662976122e-05,7.97922663024314e-05,7.97922661734394e-05,0.371174465208669,7.97922663398827e-05,0.045300784992538,7.9792266306811e-05
