spot_id,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,NK cells,Normal Epithelial,PVL,Plasmablasts,T cells
mix_0000_depth100,7.24626910584796e-05,7.24626904687757e-05,0.534932908401196,7.24626910270827e-05,7.24626910921631e-05,7.24626909468871e-05,0.41478587788187,0.0061542786135459,7.24626912048118e-05,0.04369215895759031
mix_0000_depth25,7.06506754610086e-05,7.06506753878604e-05,0.53029725709052,7.06506754787526e-05,0.000758133581975,7.06506754640009e-05,0.416743389406069,7.06506754787535e-05,0.0016523766301459,0.05019558991402004
mix_0001_depth100,4.89623532607229e-05,4.89623546190704e-05,0.529899031467159,0.002268954959184,4.89623533338227e-05,4.89623533073543e-05,0.453129320530128,4.89623533304749e-05,4.89623535716088e-05,0.014408918922106153
mix_0001_depth25,6.97102781560862e-05,6.97102768568844e-05,0.483006650087198,6.97102781561845e-05,6.97102781932253e-05,6.97102781744678e-05,0.510540993141111,6.97102781561846e-05,6.97102778379516e-05,0.0059643848261602935
mix_0002_depth100,4.84645875338072e-05,4.84645834423823e-05,0.427838027123576,4.84645875284906e-05,4.84645876421454e-05,4.84645875124878e-05,0.513932711054245,0.0243614358199781,4.84645876509162e-05,0.03357703848089091
mix_0002_depth25,6.77311443118717e-05,6.77311439747152e-05,0.393924481177168,6.77311443195598e-05,6.77311442851739e-05,6.77311443109233e-05,0.535407836678879,0.0262969667845852,6.77311454465104e-05,0.043964328492718856
mix_0003_depth100,0.0014866098735986,4.51111399957913e-05,0.531749691111972,4.51111387463281e-05,0.0405448661921879,4.51111388062197e-05,0.408883203043224,0.0006093500776293,4.5111138725976e-05,0.016545835145113163
mix_0003_depth25,0.0016855525503313,6.35845149982892e-05,0.490605505309314,0.0001766867433991,0.0467363525447921,6.35845158200179e-05,0.436008218443173,6.35845158191222e-05,0.0008238903570965,0.02377304050525614
mix_0004_depth100,6.62685919893699e-05,6.62685918997233e-05,0.535199361193698,6.62685919919342e-05,0.0459483611713389,6.62685920032339e-05,0.401039915990197,0.0018164447847254,0.0015287047181122,0.014202137774043517
mix_0004_depth25,0.0069503384536152,0.000118689192638,0.516116087464958,9.27593726933945e-05,0.0421019732599223,9.27593726662712e-05,0.420280040878387,0.0033705938861394,0.0048920843928443,0.0059846737261354185
mix_0005_depth100,0.0139751737439062,0.0001000525688632,0.428611511621453,0.0001000525689844,0.113446988521579,0.0001000525689605,0.436481488287833,0.0042767389919175,0.000100052568863,0.0028078885576388
mix_0005_depth25,0.003497521329363,9.97248891689846e-05,0.377054644023136,9.97248891505371e-05,0.128950673633007,9.97248891494853e-05,0.476125652024676,0.0025995581160015,0.0005072661731962,0.010965510033150872
mix_0006_depth100,4.76155096377433e-05,0.0035230252754392,0.433769775438249,0.0910237876677683,4.76155096548033e-05,4.7615510173807e-05,0.437432393640158,0.0338700939004497,4.76155096529498e-05,0.0001904620388168844
mix_0006_depth25,6.88072052125276e-05,0.004108611342431,0.432498058493545,0.0936154248476288,0.004083094983422,6.88072051298956e-05,0.427138795641372,0.0380743642509352,6.88072029702135e-05,0.0002752288273533016
mix_0007_depth100,5.28218829439083e-05,5.28218831749283e-05,0.557917174198951,0.0329726879034997,5.28218830180509e-05,5.28218828645346e-05,0.406731256834294,0.0019034841165616,5.2821882965687e-05,0.00021128753172604568
mix_0007_depth25,7.21917333990768e-05,7.21917333629156e-05,0.529060840700324,0.019820680543735,7.21917333893189e-05,7.21917337472376e-05,0.447668001119294,7.21917334112354e-05,0.0007224582023125,0.0023670607670244637
mix_0008_depth100,4.58017475129388e-05,4.58017472123998e-05,0.537196403756985,0.023476563683771,4.58017475152955e-05,4.58017475518271e-05,0.430655978905322,4.58017475109626e-05,4.58017461909317e-05,0.00839624317042759
