variant,method,truth,scenario,depth_fraction,cell_type,n_spots,mae_pp,rmse_pp,bias_pp,present_mae_pp,absent_mean_prediction_pct,absent_ge1pct_fraction
balanced_split,RCTD,rna,pure,1.0,PVL,55,2.0478979947570184,9.155039489674508,-2.021020922042184,22.379054042395616,0.014782389993158961,0.0
balanced_split,RCTD,rna,pure,1.0,Plasmablasts,55,0.0590284068305256,0.17581004269594674,0.0590284068305256,,0.05902840683052559,0.01818181818181818
balanced_split,RCTD,rna,pure,1.0,T cells CD4+,55,7.5193689811243924,23.318089114635598,-6.294396800044979,75.97571179643155,0.6737346995936788,0.08
balanced_split,RCTD,rna,pure,1.0,T cells CD8+,55,16.889006458658105,32.57284432563414,16.08930841455879,4.398339242546241,18.138073180269288,0.38
balanced_split,RCTD,rna,pure,1.0,Epithelial total,55,1.6318629920921157,5.7352562377546645,1.2552300439768695,2.071481214633852,1.587901169837942,0.12
balanced_split,RCTD,cells,factorial,0.25,B-cells,189,1.2691879970732771,3.11303996792164,-0.9937085954886905,7.920138073966887,0.16069631759100897,0.04938271604938271
balanced_split,RCTD,cells,factorial,0.25,CAFs,189,6.010567012934801,10.21861942834216,2.9741932807520883,8.987362568835481,0.05697590113344428,0.0
balanced_split,RCTD,cells,factorial,0.25,Cancer Epithelial,189,9.27907542828977,11.248676491651423,-4.244748336724581,9.27907542828977,,
balanced_split,RCTD,cells,factorial,0.25,Cycling T-cells,189,1.6136353999143858,3.361399073199735,-0.7326946124051279,8.2121550431183,0.5138821260470672,0.15432098765432098
balanced_split,RCTD,cells,factorial,0.25,Endothelial,189,1.0088966332903584,2.871060080620266,-0.5787130650940638,6.498239758019066,0.0940061125022403,0.030864197530864196
balanced_split,RCTD,cells,factorial,0.25,Myeloid,189,0.9137720397864342,2.0155196786061365,0.09133021244595642,4.506100138464616,0.315050690006737,0.05555555555555555
balanced_split,RCTD,cells,factorial,0.25,NK cells,189,1.5029799968016897,3.170756977426593,-0.680265110841598,7.641357876751506,0.47991701681005344,0.16049382716049382
balanced_split,RCTD,cells,factorial,0.25,NKT cells,189,1.3758299388799513,3.052108308278472,-0.821352662950221,7.690139106405603,0.323445077625676,0.12962962962962962
balanced_split,RCTD,cells,factorial,0.25,Normal Epithelial,189,20.46950445060464,21.792532654207257,20.46950445060464,,20.469504450604635,0.9947089947089947
balanced_split,RCTD,cells,factorial,0.25,PVL,189,8.426689724371112,9.099163969888822,-7.517351350527234,8.426689724371112,,
balanced_split,RCTD,cells,factorial,0.25,Plasmablasts,189,0.020999682974526247,0.045383837579992294,0.020999682974526247,,0.020999682974526243,0.0
balanced_split,RCTD,cells,factorial,0.25,T cells CD4+,189,3.3958266905275236,5.526507351632231,2.112440542747597,5.329930300942646,3.073476088791669,0.5123456790123457
balanced_split,RCTD,cells,factorial,0.25,T cells CD8+,189,10.219235886765972,14.115441932696637,-10.099634435493304,15.27145498040469,0.11479769948853592,0.031746031746031744
balanced_split,RCTD,cells,factorial,0.25,Epithelial total,189,16.93301619734652,19.72727164966548,16.224756113880055,16.93301619734652,,
balanced_split,RCTD,cells,factorial,1.0,B-cells,189,1.1693393383310051,2.965269280064662,-1.0088690778934772,7.623729456785687,0.09360765192189133,0.030864197530864196
balanced_split,RCTD,cells,factorial,1.0,CAFs,189,5.864587018983926,9.886120704696355,2.7689873083903414,8.776617855412287,0.04052534612720316,0.0
balanced_split,RCTD,cells,factorial,1.0,Cancer Epithelial,189,8.686842855841409,10.837393579168861,-2.930318871554074,8.686842855841409,,
balanced_split,RCTD,cells,factorial,1.0,Cycling T-cells,189,1.4851560418956617,3.2032761138951846,-0.8027601275791301,8.007706593161773,0.39806428335131017,0.14814814814814814
balanced_split,RCTD,cells,factorial,1.0,Endothelial,189,0.9871484088236949,2.947950925504236,-0.55224029217513,6.490951268212431,0.06984793225890566,0.018518518518518517
balanced_split,RCTD,cells,factorial,1.0,Myeloid,189,0.7214030601676535,1.869013873600766,-0.039867831418439505,4.227386739229896,0.13707244699061327,0.030864197530864196
balanced_split,RCTD,cells,factorial,1.0,NK cells,189,1.4956540297822531,3.159809713029583,-0.7064226691042087,7.707268446102616,0.46038496039552573,0.1419753086419753
balanced_split,RCTD,cells,factorial,1.0,NKT cells,189,1.2678191120735427,2.9811694892346066,-0.9220004907319261,7.6643686098191415,0.20172752911594288,0.08024691358024691
balanced_split,RCTD,cells,factorial,1.0,Normal Epithelial,189,19.79055742822262,20.901219161431456,19.79055742822262,,19.79055742822262,0.9947089947089947
balanced_split,RCTD,cells,factorial,1.0,PVL,189,8.567203575713298,9.295446038132829,-7.667156089417175,8.567203575713298,,
balanced_split,RCTD,cells,factorial,1.0,Plasmablasts,189,0.010913567755574984,0.015787669968467567,0.010913567755574984,,0.010913567755574984,0.0
balanced_split,RCTD,cells,factorial,1.0,T cells CD4+,189,3.320174549842698,5.471162281833479,2.13250313082946,4.908063658045745,3.0555263651421893,0.5
balanced_split,RCTD,cells,factorial,1.0,T cells CD8+,189,10.171692505614294,13.932710885391568,-10.073325985324448,15.189894695513889,0.1352881258151037,0.06349206349206349
balanced_split,RCTD,cells,factorial,1.0,Epithelial total,189,17.431727946260093,20.169724075263357,16.860238556668545,17.431727946260093,,
balanced_split,RCTD,cells,pure,0.25,B-cells,55,0.9388499209957744,2.5493519239959443,0.2508040671906036,3.7842521959284396,0.6543096935025079,0.18
balanced_split,RCTD,cells,pure,0.25,CAFs,55,0.5976107419557565,2.613359606689579,0.42777749103674867,0.9340828800545431,0.5639635281458779,0.06
balanced_split,RCTD,cells,pure,0.25,Cancer Epithelial,55,4.119771788069535,10.217079144851814,-1.1827250757092844,29.163732750783502,1.6153756917981372,0.18
balanced_split,RCTD,cells,pure,0.25,Cycling T-cells,55,6.754228567104073,21.98221040049015,-6.485800842945403,72.82016175527212,0.14763524828727037,0.04
balanced_split,RCTD,cells,pure,0.25,Endothelial,55,0.5711357098046634,2.233585291838467,0.0027045453302963133,3.1263714046090185,0.3156121403242278,0.04
balanced_split,RCTD,cells,pure,0.25,Myeloid,55,0.12830353744270556,0.43986112298555313,-0.02328918770359278,0.8337599883046408,0.057757892356512026,0.0
balanced_split,RCTD,cells,pure,0.25,NK cells,55,4.826770789620773,11.531988368006168,1.8165327901605728,16.556308997031103,3.6538169688797404,0.34
balanced_split,RCTD,cells,pure,0.25,NKT cells,55,4.45612324008028,15.123623079368832,-4.127227430197578,47.20842868652822,0.1808926954354853,0.02
balanced_split,RCTD,cells,pure,0.25,Normal Epithelial,55,2.7996386578653043,8.320939111118387,2.7996386578653043,,2.799638657865303,0.14545454545454545
balanced_split,RCTD,cells,pure,0.25,PVL,55,2.525358250231975,10.7478994832097,-2.4082637882800655,27.13492121181622,0.0644019540735494,0.02
balanced_split,RCTD,cells,pure,0.25,Plasmablasts,55,0.0826707083379758,0.3470347302507842,0.0826707083379758,,0.08267070833797581,0.01818181818181818
balanced_split,RCTD,cells,pure,0.25,T cells CD4+,55,6.681230239685993,19.297050031020284,-3.805413487390931,57.676540498923075,1.5816992137622843,0.16
balanced_split,RCTD,cells,pure,0.25,T cells CD8+,55,14.654409340993968,28.136613018283295,12.652591552305356,11.009997837787378,15.018850491314629,0.42
balanced_split,RCTD,cells,pure,0.25,Epithelial total,55,2.1747782723791143,7.037987784914561,1.616913582156019,3.0682557962270236,2.085430519994323,0.18
balanced_split,RCTD,cells,pure,1.0,B-cells,55,0.4397693729432914,1.1978307978807996,-0.010927103553519482,2.4788306207324595,0.2358632481643745,0.08
balanced_split,RCTD,cells,pure,1.0,CAFs,55,0.5449324678682164,2.751893441986373,0.4871448691534126,0.31783179293142005,0.5676425353618959,0.06
balanced_split,RCTD,cells,pure,1.0,Cancer Epithelial,55,3.349475375250644,8.669441092413452,-1.2095740695535109,25.074771946422853,1.176945718133423,0.12
balanced_split,RCTD,cells,pure,1.0,Cycling T-cells,55,7.090584966972434,23.299611509728354,-6.95579081745289,77.25506681433927,0.07413678223574866,0.02
balanced_split,RCTD,cells,pure,1.0,Endothelial,55,0.2925288784217907,1.5043880889753862,0.10867278662972517,1.01120850485636,0.22066091577833372,0.02
balanced_split,RCTD,cells,pure,1.0,Myeloid,55,0.049918064681122296,0.2031071979091502,-0.01182659433151766,0.33959562456951975,0.020950308692282555,0.0
balanced_split,RCTD,cells,pure,1.0,NK cells,55,3.3602109130062203,8.199056057506517,0.6842072124284171,14.71802035317792,2.224429968989051,0.24
balanced_split,RCTD,cells,pure,1.0,NKT cells,55,3.5945703023025435,12.036697444357035,-3.389629496152653,38.41309889150357,0.1127174433824392,0.02
balanced_split,RCTD,cells,pure,1.0,Normal Epithelial,55,2.4648041135303806,7.238780859691135,2.4648041135303806,,2.46480411353038,0.14545454545454545
balanced_split,RCTD,cells,pure,1.0,PVL,55,2.0478979947570184,9.155039489674508,-2.021020922042184,22.379054042395616,0.014782389993158961,0.0
balanced_split,RCTD,cells,pure,1.0,Plasmablasts,55,0.0590284068305256,0.17581004269594674,0.0590284068305256,,0.05902840683052559,0.01818181818181818
balanced_split,RCTD,cells,pure,1.0,T cells CD4+,55,7.5193689811243924,23.318089114635598,-6.294396800044979,75.97571179643155,0.6737346995936788,0.08
balanced_split,RCTD,cells,pure,1.0,T cells CD8+,55,16.889006458658105,32.57284432563414,16.08930841455879,4.398339242546241,18.138073180269288,0.38
balanced_split,RCTD,cells,pure,1.0,Epithelial total,55,1.6318629920921157,5.7352562377546645,1.2552300439768695,2.071481214633852,1.587901169837942,0.12
balanced_split,NNLS,rna,factorial,0.25,B-cells,189,0.45092753290611476,1.2834198441894,-0.3720229968853215,3.1022180079513757,0.009045787065237964,0.006172839506172839
balanced_split,NNLS,rna,factorial,0.25,CAFs,189,6.075022963254635,9.109424381988967,1.0552149445521501,9.038190841082152,0.1486872075996084,0.031746031746031744
balanced_split,NNLS,rna,factorial,0.25,Cancer Epithelial,189,23.783590205317033,27.557972441791215,-23.49348645432409,23.783590205317033,,
balanced_split,NNLS,rna,factorial,0.25,Cycling T-cells,189,2.9654095877148534,6.280393801225725,1.2179781831118053,8.09200052223662,2.110977765294559,0.21604938271604937
balanced_split,NNLS,rna,factorial,0.25,Endothelial,189,1.162120633940592,3.2251118170969226,-0.4902862751516614,5.7834241818228875,0.3919033759602095,0.06172839506172839
balanced_split,NNLS,rna,factorial,0.25,Myeloid,189,2.032555652210178,3.564433323198406,1.8132942279391886,3.766814554009587,1.7435125019102766,0.41358024691358025
balanced_split,NNLS,rna,factorial,0.25,NK cells,189,0.4303732190249678,1.1919852054794042,-0.3424117214515948,2.704747291667969,0.05131087358446753,0.012345679012345678
balanced_split,NNLS,rna,factorial,0.25,NKT cells,189,3.155638509668093,5.091839758285141,2.816188718096806,3.7640383561394226,3.054238535256205,0.49382716049382713
balanced_split,NNLS,rna,factorial,0.25,Normal Epithelial,189,25.953285953897577,30.757103448244816,25.953285953897577,,25.953285953897577,0.8994708994708994
balanced_split,NNLS,rna,factorial,0.25,PVL,189,5.164300842778138,6.966774455942872,-4.252344965797877,5.164300842778138,,
balanced_split,NNLS,rna,factorial,0.25,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,rna,factorial,0.25,T cells CD4+,189,1.2546353381960522,4.146670918646861,0.42813792506921067,6.333106368268938,0.40822349985057127,0.05555555555555555
balanced_split,NNLS,rna,factorial,0.25,T cells CD8+,189,4.333547539056195,6.352672322170269,-4.333547539056195,6.500321308584293,0.0,0.0
balanced_split,NNLS,rna,factorial,0.25,Epithelial total,189,10.99522054671237,13.148839771226195,2.4597994995734833,10.99522054671237,,
balanced_split,NNLS,rna,factorial,1.0,B-cells,189,0.46655900507748194,1.4016858759486404,-0.3656355325913526,3.265913035542374,0.0,0.0
balanced_split,NNLS,rna,factorial,1.0,CAFs,189,6.206570230886964,9.393174917124746,1.4064493419880943,9.234408913646993,0.15089286536690635,0.031746031746031744
balanced_split,NNLS,rna,factorial,1.0,Cancer Epithelial,189,23.451909666250735,27.183476934508626,-23.260039939731538,23.451909666250735,,
balanced_split,NNLS,rna,factorial,1.0,Cycling T-cells,189,3.0464757505581854,6.254423352615199,1.277685760554477,8.001313131207812,2.2206695204499147,0.2345679012345679
balanced_split,NNLS,rna,factorial,1.0,Endothelial,189,1.0274756617982816,2.871485951170978,-0.5794577376468398,5.624266898057925,0.2613437890883411,0.043209876543209874
balanced_split,NNLS,rna,factorial,1.0,Myeloid,189,2.014224190303272,3.4850256928427488,1.785200268119287,3.7903526169221275,1.7182027858667959,0.41358024691358025
balanced_split,NNLS,rna,factorial,1.0,NK cells,189,0.38870343066604934,1.1097200554646984,-0.36879642359684217,2.6512494899201196,0.011612420790370864,0.006172839506172839
balanced_split,NNLS,rna,factorial,1.0,NKT cells,189,3.1227786207671877,5.077311506474157,2.772367909002462,3.682691548752988,3.0294597994362205,0.5185185185185185
balanced_split,NNLS,rna,factorial,1.0,Normal Epithelial,189,25.72350468918236,30.486067606623113,25.72350468918236,,25.72350468918236,0.91005291005291
balanced_split,NNLS,rna,factorial,1.0,PVL,189,5.167777136795123,6.961838759932968,-4.340303368188772,5.167777136795123,,
balanced_split,NNLS,rna,factorial,1.0,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,rna,factorial,1.0,T cells CD4+,189,1.1096273417201108,3.7696954241155844,0.3119780183552112,5.5934749939330635,0.3623193996846187,0.043209876543209874
balanced_split,NNLS,rna,factorial,1.0,T cells CD8+,189,4.362952985446554,6.396928479562383,-4.362952985446554,6.544429478169831,0.0,0.0
balanced_split,NNLS,rna,factorial,1.0,Epithelial total,189,11.032617920436273,13.13104638471952,2.463464749450824,11.032617920436273,,
balanced_split,NNLS,rna,pure,0.25,B-cells,55,5.444512911437074,18.132718681660048,-4.837454273463449,56.55081951695288,0.3338822508854936,0.02
balanced_split,NNLS,rna,pure,0.25,CAFs,55,2.47568083965488,7.245695637445998,1.9975959996649724,2.629466619944494,2.4603022616259187,0.2
balanced_split,NNLS,rna,pure,0.25,Cancer Epithelial,55,4.993325638096297,12.9454414923653,-1.035771056648738,33.1600318210977,2.176655019796158,0.2
balanced_split,NNLS,rna,pure,0.25,Cycling T-cells,55,7.344671486653193,13.48330561170699,4.9581372447293095,13.12593833058136,6.766544802260379,0.42
balanced_split,NNLS,rna,pure,0.25,Endothelial,55,3.4050652296108637,11.756496998090538,-3.0104028646143415,35.28507451823863,0.2170643007480876,0.02
balanced_split,NNLS,rna,pure,0.25,Myeloid,55,3.181322654366539,6.014991726581391,3.0086685909086626,0.9495973490183207,3.4044951849013607,0.44
balanced_split,NNLS,rna,pure,0.25,NK cells,55,8.087642979762578,16.347029177509345,0.7283753494314457,40.47597196682122,4.848810081056712,0.4
balanced_split,NNLS,rna,pure,0.25,NKT cells,55,3.732023041083178,13.051375965345564,-1.530954112270564,28.946374343445587,1.2105879108469377,0.08
balanced_split,NNLS,rna,pure,0.25,Normal Epithelial,55,3.1955819721224854,10.794457645780318,3.1955819721224854,,3.1955819721224863,0.12727272727272726
balanced_split,NNLS,rna,pure,0.25,PVL,55,5.423779781480542,18.022108202474502,-3.8144668173474887,50.810356293554165,0.8851221302731794,0.12
balanced_split,NNLS,rna,pure,0.25,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,rna,pure,0.25,T cells CD4+,55,5.545841380944313,11.414239198992977,2.5323133805347977,16.57440400225233,4.442985118813512,0.28
balanced_split,NNLS,rna,pure,0.25,T cells CD8+,55,5.021829259927148,14.445237875413245,-2.1916234130471093,39.673989701358416,1.5566132157840213,0.12
balanced_split,NNLS,rna,pure,0.25,Epithelial total,55,2.5664953627773492,7.370401651216245,2.1598109154737477,2.236764460169809,2.599468453038103,0.24
balanced_split,NNLS,rna,pure,1.0,B-cells,55,5.27820143774293,18.124084703031976,-4.543358759340221,54.01858108395733,0.40416347312149,0.02
balanced_split,NNLS,rna,pure,1.0,CAFs,55,1.9417029947052094,6.497201920298081,1.7008044890440637,1.3249417811362996,2.0033791160621,0.16
balanced_split,NNLS,rna,pure,1.0,Cancer Epithelial,55,4.768551010607282,13.20212485206341,-1.6214376451991692,35.14493760693548,1.7309123509744613,0.16
balanced_split,NNLS,rna,pure,1.0,Cycling T-cells,55,6.867579684120003,12.166560164661865,4.717917776073349,11.8231404942566,6.372023603106344,0.44
balanced_split,NNLS,rna,pure,1.0,Endothelial,55,2.793191595458058,9.587591967016238,-2.5577495660220038,29.430176388140342,0.1294931161898298,0.02
balanced_split,NNLS,rna,pure,1.0,Myeloid,55,2.682584445498602,5.388407056022482,2.6726873984073274,0.05443375900200831,2.9453995141482605,0.48
balanced_split,NNLS,rna,pure,1.0,NK cells,55,8.113070417925645,16.478428067659838,0.46453933958597765,42.066920930868164,4.717685366631392,0.34
balanced_split,NNLS,rna,pure,1.0,NKT cells,55,3.8758640780086235,11.367050468953781,-0.9993535540420959,26.81369697627896,1.5820807881815901,0.1
balanced_split,NNLS,rna,pure,1.0,Normal Epithelial,55,3.385462755835321,11.57079498820668,3.385462755835321,,3.385462755835321,0.18181818181818182
balanced_split,NNLS,rna,pure,1.0,PVL,55,5.172968566450063,17.816144440368166,-3.741869278131165,49.031608145196756,0.787104608575394,0.1
balanced_split,NNLS,rna,pure,1.0,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,rna,pure,1.0,T cells CD4+,55,6.102127367787527,13.891518740479887,4.278080947734936,10.032255310289253,5.709114573537356,0.2
balanced_split,NNLS,rna,pure,1.0,T cells CD8+,55,5.952632585493927,18.060003893780355,-3.7557239039463313,53.39596069192142,1.2082997748511772,0.12
balanced_split,NNLS,rna,pure,1.0,Epithelial total,55,2.0903550406274234,6.8214882056777295,1.7640251106361515,1.7948146149519963,2.1199090831949663,0.26
balanced_split,NNLS,cells,factorial,0.25,B-cells,189,1.3868351202651363,3.710820234468831,-1.3644876310576148,9.653571119464527,0.009045787065237964,0.006172839506172839
balanced_split,NNLS,cells,factorial,0.25,CAFs,189,10.160734630068164,16.35459604543509,4.385244456540198,15.166758341302442,0.1486872075996084,0.031746031746031744
balanced_split,NNLS,cells,factorial,0.25,Cancer Epithelial,189,14.69448962350101,18.322843816223322,-9.128054229556684,14.69448962350101,,
balanced_split,NNLS,cells,factorial,0.25,Cycling T-cells,189,3.1067980447629573,6.329991220671934,0.9326593367728778,9.081719721573348,2.110977765294559,0.21604938271604937
balanced_split,NNLS,cells,factorial,0.25,Endothelial,189,1.7352690591337578,4.105954609437726,-0.9374425100724669,9.795463158175048,0.3919033759602095,0.06172839506172839
balanced_split,NNLS,cells,factorial,0.25,Myeloid,189,2.3209551534650514,4.067182585020145,1.6871593122498052,5.785611062793699,1.7435125019102766,0.41358024691358025
balanced_split,NNLS,cells,factorial,0.25,NK cells,189,1.472552177358115,3.8029504552777578,-1.384590679784742,10.0,0.05131087358446753,0.012345679012345678
balanced_split,NNLS,cells,factorial,0.25,NKT cells,189,3.644324816932591,5.5265713448011144,1.814735709983456,7.1848425069909085,3.054238535256205,0.49382716049382713
balanced_split,NNLS,cells,factorial,0.25,Normal Epithelial,189,25.953285953897577,30.757103448244816,25.953285953897577,,25.953285953897577,0.8994708994708994
balanced_split,NNLS,cells,factorial,0.25,PVL,189,9.205992822952636,9.563301402875931,-8.22393986488239,9.205992822952636,,
balanced_split,NNLS,cells,factorial,0.25,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,cells,factorial,0.25,T cells CD4+,189,1.8332532318199757,4.632192990015338,-0.4803793577168565,10.3834316236364,0.40822349985057127,0.05555555555555555
balanced_split,NNLS,cells,factorial,0.25,T cells CD8+,189,13.254190496373173,18.15094375480284,-13.254190496373173,19.881285744559765,0.0,0.0
balanced_split,NNLS,cells,factorial,0.25,Epithelial total,189,21.42389047797919,24.484590667583856,16.82523172434089,21.42389047797919,,
balanced_split,NNLS,cells,factorial,1.0,B-cells,189,1.3977571368337731,3.721409388886369,-1.3535656144889783,9.784299957836412,0.0,0.0
balanced_split,NNLS,cells,factorial,1.0,CAFs,189,10.442263847952288,16.759547455581778,4.6993016239521745,15.587949339244984,0.15089286536690635,0.031746031746031744
balanced_split,NNLS,cells,factorial,1.0,Cancer Epithelial,189,14.384847010861613,17.932039447879085,-8.854192960122894,14.384847010861613,,
balanced_split,NNLS,cells,factorial,1.0,Cycling T-cells,189,3.1794631109450364,6.3187005691292235,0.9893647298874845,8.932224653915764,2.2206695204499147,0.2345679012345679
balanced_split,NNLS,cells,factorial,1.0,Endothelial,189,1.6284211062014315,3.975538294152728,-1.0287082269076642,9.830885008879974,0.2613437890883411,0.043209876543209874
balanced_split,NNLS,cells,factorial,1.0,Myeloid,189,2.268785856700547,3.9875582222053634,1.6571746563006953,5.5722842817030545,1.7182027858667959,0.41358024691358025
balanced_split,NNLS,cells,factorial,1.0,NK cells,189,1.438524932106032,3.7821209575684134,-1.4186179250368252,10.0,0.011612420790370864,0.006172839506172839
balanced_split,NNLS,cells,factorial,1.0,NKT cells,189,3.6258321906489672,5.537420115704721,1.7754953500915571,7.204066537925452,3.0294597994362205,0.5185185185185185
balanced_split,NNLS,cells,factorial,1.0,Normal Epithelial,189,25.72350468918236,30.486067606623113,25.72350468918236,,25.72350468918236,0.91005291005291
balanced_split,NNLS,cells,factorial,1.0,PVL,189,9.323830058487966,9.648786337778713,-8.327307167477562,9.323830058487966,,
balanced_split,NNLS,cells,factorial,1.0,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,cells,factorial,1.0,T cells CD4+,189,1.747075933810859,4.4304675891745715,-0.5956142681515575,10.055615138568303,0.3623193996846187,0.043209876543209874
balanced_split,NNLS,cells,factorial,1.0,T cells CD8+,189,13.26683488722881,18.1677840001059,-13.26683488722881,19.900252330843216,0.0,0.0
balanced_split,NNLS,cells,factorial,1.0,Epithelial total,189,21.458819899723622,24.613930053616848,16.86931172905947,21.458819899723622,,
balanced_split,NNLS,cells,pure,0.25,B-cells,55,5.444512911437074,18.132718681660048,-4.837454273463449,56.55081951695288,0.3338822508854936,0.02
balanced_split,NNLS,cells,pure,0.25,CAFs,55,2.47568083965488,7.245695637445998,1.9975959996649724,2.629466619944494,2.4603022616259187,0.2
balanced_split,NNLS,cells,pure,0.25,Cancer Epithelial,55,4.993325638096297,12.9454414923653,-1.035771056648738,33.1600318210977,2.176655019796158,0.2
balanced_split,NNLS,cells,pure,0.25,Cycling T-cells,55,7.344671486653193,13.48330561170699,4.9581372447293095,13.12593833058136,6.766544802260379,0.42
balanced_split,NNLS,cells,pure,0.25,Endothelial,55,3.4050652296108637,11.756496998090538,-3.0104028646143415,35.28507451823863,0.2170643007480876,0.02
balanced_split,NNLS,cells,pure,0.25,Myeloid,55,3.181322654366539,6.014991726581391,3.0086685909086626,0.9495973490183207,3.4044951849013607,0.44
balanced_split,NNLS,cells,pure,0.25,NK cells,55,8.087642979762578,16.347029177509345,0.7283753494314457,40.47597196682122,4.848810081056712,0.4
balanced_split,NNLS,cells,pure,0.25,NKT cells,55,3.732023041083178,13.051375965345564,-1.530954112270564,28.946374343445587,1.2105879108469377,0.08
balanced_split,NNLS,cells,pure,0.25,Normal Epithelial,55,3.1955819721224854,10.794457645780318,3.1955819721224854,,3.1955819721224863,0.12727272727272726
balanced_split,NNLS,cells,pure,0.25,PVL,55,5.423779781480542,18.022108202474502,-3.8144668173474887,50.810356293554165,0.8851221302731794,0.12
balanced_split,NNLS,cells,pure,0.25,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,cells,pure,0.25,T cells CD4+,55,5.545841380944313,11.414239198992977,2.5323133805347977,16.57440400225233,4.442985118813512,0.28
balanced_split,NNLS,cells,pure,0.25,T cells CD8+,55,5.021829259927148,14.445237875413245,-2.1916234130471093,39.673989701358416,1.5566132157840213,0.12
balanced_split,NNLS,cells,pure,0.25,Epithelial total,55,2.5664953627773492,7.370401651216245,2.1598109154737477,2.236764460169809,2.599468453038103,0.24
balanced_split,NNLS,cells,pure,1.0,B-cells,55,5.27820143774293,18.124084703031976,-4.543358759340221,54.01858108395733,0.40416347312149,0.02
balanced_split,NNLS,cells,pure,1.0,CAFs,55,1.9417029947052094,6.497201920298081,1.7008044890440637,1.3249417811362996,2.0033791160621,0.16
balanced_split,NNLS,cells,pure,1.0,Cancer Epithelial,55,4.768551010607282,13.20212485206341,-1.6214376451991692,35.14493760693548,1.7309123509744613,0.16
balanced_split,NNLS,cells,pure,1.0,Cycling T-cells,55,6.867579684120003,12.166560164661865,4.717917776073349,11.8231404942566,6.372023603106344,0.44
balanced_split,NNLS,cells,pure,1.0,Endothelial,55,2.793191595458058,9.587591967016238,-2.5577495660220038,29.430176388140342,0.1294931161898298,0.02
balanced_split,NNLS,cells,pure,1.0,Myeloid,55,2.682584445498602,5.388407056022482,2.6726873984073274,0.05443375900200831,2.9453995141482605,0.48
balanced_split,NNLS,cells,pure,1.0,NK cells,55,8.113070417925645,16.478428067659838,0.46453933958597765,42.066920930868164,4.717685366631392,0.34
balanced_split,NNLS,cells,pure,1.0,NKT cells,55,3.8758640780086235,11.367050468953781,-0.9993535540420959,26.81369697627896,1.5820807881815901,0.1
balanced_split,NNLS,cells,pure,1.0,Normal Epithelial,55,3.385462755835321,11.57079498820668,3.385462755835321,,3.385462755835321,0.18181818181818182
balanced_split,NNLS,cells,pure,1.0,PVL,55,5.172968566450063,17.816144440368166,-3.741869278131165,49.031608145196756,0.787104608575394,0.1
balanced_split,NNLS,cells,pure,1.0,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
balanced_split,NNLS,cells,pure,1.0,T cells CD4+,55,6.102127367787527,13.891518740479887,4.278080947734936,10.032255310289253,5.709114573537356,0.2
balanced_split,NNLS,cells,pure,1.0,T cells CD8+,55,5.952632585493927,18.060003893780355,-3.7557239039463313,53.39596069192142,1.2082997748511772,0.12
balanced_split,NNLS,cells,pure,1.0,Epithelial total,55,2.0903550406274234,6.8214882056777295,1.7640251106361515,1.7948146149519963,2.1199090831949663,0.26
