variant,method,truth,scenario,depth_fraction,cell_type,n_spots,mae_pp,rmse_pp,bias_pp,present_mae_pp,absent_mean_prediction_pct,absent_ge1pct_fraction
baseline,NNLS,cells,factorial,0.25,T cells CD8+,189,13.079122815482641,17.907001077774375,-13.0105848185604,19.56728072553228,0.102806995383363,0.015873015873015872
baseline,NNLS,cells,factorial,0.25,Epithelial total,189,19.24136256830304,22.08068577202533,13.93199690126337,19.24136256830304,,
baseline,NNLS,cells,factorial,1.0,B-cells,189,1.3905564893597893,3.714639434790208,-1.360766261962962,9.733895425518526,0.0,0.0
baseline,NNLS,cells,factorial,1.0,CAFs,189,8.49069117026696,13.538287178680195,5.43044750103463,12.158273569445443,1.155526371909983,0.30158730158730157
baseline,NNLS,cells,factorial,1.0,Cancer Epithelial,189,28.459659435616327,31.241620536826677,-28.457962140370544,28.459659435616327,,
baseline,NNLS,cells,factorial,1.0,Cycling T-cells,189,3.2623595583672316,6.086682735674078,1.4592148219443923,7.774047315880132,2.5104115987817486,0.2962962962962963
baseline,NNLS,cells,factorial,1.0,Endothelial,189,1.4559401707808082,3.7581881426172377,-1.2953825805419432,9.862763727188572,0.05480291137951431,0.018518518518518517
baseline,NNLS,cells,factorial,1.0,Myeloid,189,1.891275048825623,3.5572059691909033,1.2646514559770041,5.318877570569055,1.320007961868384,0.345679012345679
baseline,NNLS,cells,factorial,1.0,NK cells,189,1.4285714285714286,3.779644730092272,-1.4285714285714286,10.0,0.0,0.0
baseline,NNLS,cells,factorial,1.0,NKT cells,189,5.57875551857018,7.313218263538506,4.323186459154633,5.789981176845532,5.543551242190955,0.7716049382716049
baseline,NNLS,cells,factorial,1.0,Normal Epithelial,189,42.568396310719066,47.168288621352005,42.568396310719066,,42.568396310719066,0.9365079365079365
baseline,NNLS,cells,factorial,1.0,PVL,189,9.494019190396314,9.730852691513217,-9.087882536400985,9.494019190396314,,
baseline,NNLS,cells,factorial,1.0,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
baseline,NNLS,cells,factorial,1.0,T cells CD4+,189,2.054397546528689,5.435684720606521,-0.37946488733374534,11.791173491399602,0.43160155571686953,0.037037037037037035
baseline,NNLS,cells,factorial,1.0,T cells CD8+,189,13.07920886097757,17.917027706373162,-13.035866713648131,19.58672886116546,0.0641688606017862,0.015873015873015872
baseline,NNLS,cells,factorial,1.0,Epithelial total,189,19.327537765774924,22.23190525065613,14.110434170348524,19.327537765774924,,
baseline,NNLS,cells,pure,0.25,B-cells,55,3.7139089298091705,12.879509095873289,-3.4124925656927356,39.19520822526049,0.1657790002640392,0.02
baseline,NNLS,cells,pure,0.25,CAFs,55,1.771607856663688,4.745948660892433,0.5230996797893983,6.866794972808594,1.2620891450491976,0.22
baseline,NNLS,cells,pure,0.25,Cancer Epithelial,55,8.463255018160297,22.038898888771538,-4.129198349159273,69.25849352025764,2.383731167950563,0.22
baseline,NNLS,cells,pure,0.25,Cycling T-cells,55,5.9084073363811935,12.233733859437521,0.8325472315929351,27.91723057633543,3.7075250123857715,0.28
baseline,NNLS,cells,pure,0.25,Endothelial,55,5.975793711865358,14.807088778623793,-2.2478420304647484,45.22999658281559,2.050373424770335,0.22
baseline,NNLS,cells,pure,0.25,Myeloid,55,1.9503281155876915,3.6231721773352192,1.4082197600705262,2.9815959553444076,1.84720133161202,0.4
baseline,NNLS,cells,pure,0.25,NK cells,55,6.465354400270107,18.709742095620395,-3.580695790040176,55.25327604670656,1.5865622356264617,0.1
baseline,NNLS,cells,pure,0.25,NKT cells,55,3.9373696123972506,11.180064434939654,-0.4502914782135724,24.132135998359523,1.9178929738010233,0.2
baseline,NNLS,cells,pure,0.25,Normal Epithelial,55,7.932473233499651,20.5027705691204,7.932473233499651,,7.93247323349965,0.3090909090909091
baseline,NNLS,cells,pure,0.25,PVL,55,5.095207838395383,16.921325736756412,-3.6344851991786657,48.01331170665726,0.8033974515691946,0.1
baseline,NNLS,cells,pure,0.25,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
baseline,NNLS,cells,pure,0.25,T cells CD4+,55,7.852518931472078,13.739396669251937,5.88202612656025,10.837710427015072,7.55399978191778,0.42
baseline,NNLS,cells,pure,0.25,T cells CD8+,55,7.399095369097951,15.790417168081056,0.8766393812363975,35.87350793323854,4.5516541126838925,0.26
baseline,NNLS,cells,pure,0.25,Epithelial total,55,4.394704022848351,8.75503707236235,3.8032748843403774,3.2528602617938502,4.5088883989538,0.44
baseline,NNLS,cells,pure,1.0,B-cells,55,3.586553550556153,12.418549768151713,-2.811174845337161,35.187506177413226,0.4264582878704456,0.08
baseline,NNLS,cells,pure,1.0,CAFs,55,1.6617379686718219,4.848281510966708,0.3344326376942537,7.300179320376628,1.0978938335013417,0.1
baseline,NNLS,cells,pure,1.0,Cancer Epithelial,55,8.081958154972272,21.632469068742143,-4.4810375329348915,69.09647628348941,1.9805063421205602,0.22
baseline,NNLS,cells,pure,1.0,Cycling T-cells,55,5.134258486788659,11.02159253070178,0.13464544340641968,27.49787173860231,2.8978971616072933,0.28
baseline,NNLS,cells,pure,1.0,Endothelial,55,6.401035958036507,15.232960910078802,-1.9552157984556215,45.95938466070671,2.4452010877694867,0.24
baseline,NNLS,cells,pure,1.0,Myeloid,55,1.5223156586963127,3.1048876955784523,1.1059308297825503,2.2901165590256922,1.4455355686633746,0.34
baseline,NNLS,cells,pure,1.0,NK cells,55,6.249067292067916,19.319261260917777,-4.158390431883927,57.24101748173513,1.149872273101194,0.1
baseline,NNLS,cells,pure,1.0,NKT cells,55,3.6874906368385125,9.438129580114946,0.1101653281340404,19.67528919787459,2.088710780734904,0.22
baseline,NNLS,cells,pure,1.0,Normal Epithelial,55,8.063935895649843,20.768819566093722,8.063935895649843,,8.063935895649845,0.2909090909090909
baseline,NNLS,cells,pure,1.0,PVL,55,5.214082262574894,17.21325843816298,-3.6302008728887576,48.64355724505008,0.8711347643273754,0.1
baseline,NNLS,cells,pure,1.0,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
baseline,NNLS,cells,pure,1.0,T cells CD4+,55,8.99564917852386,16.761134932048865,7.6367923202434325,7.473712720542356,9.14784282432201,0.42
baseline,NNLS,cells,pure,1.0,T cells CD8+,55,8.061535309785425,18.536419796215636,-0.34988297341019536,46.262800557575915,4.241408785006376,0.24
baseline,NNLS,cells,pure,1.0,Epithelial total,55,3.989570220608972,8.17524639251256,3.5828983627149524,2.2366952184171085,4.164857720828158,0.4
donor_balanced,RCTD,rna,factorial,0.25,B-cells,189,0.3212661315797211,0.8543751623094267,-0.04341865165398114,1.4345220352777714,0.13572348096337936,0.037037037037037035
donor_balanced,RCTD,rna,factorial,0.25,CAFs,189,2.254125187791171,3.519235490964233,-0.6134016800195164,3.3531986604272284,0.055978242519057336,0.0
donor_balanced,RCTD,rna,factorial,0.25,Cancer Epithelial,189,16.574898354855822,18.43971367976858,-16.499001726969343,16.574898354855822,,
donor_balanced,RCTD,rna,factorial,0.25,Cycling T-cells,189,1.5307713571221784,3.3718553588376654,-0.05878854932173015,5.836926215154583,0.8130788807834444,0.1728395061728395
donor_balanced,RCTD,rna,factorial,0.25,Endothelial,189,0.3855161942055751,1.2735267005274533,-0.14543752249728478,2.1227300568486958,0.09598055043172174,0.030864197530864196
donor_balanced,RCTD,rna,factorial,0.25,Myeloid,189,0.5427596224526355,1.1397899411865162,0.18522492879931665,1.9151156988950404,0.31403360971223465,0.05555555555555555
donor_balanced,RCTD,rna,factorial,0.25,NK cells,189,0.6433656517688348,1.3283671475353804,0.36105941260033747,1.5395709609251864,0.49399810024277624,0.16666666666666666
donor_balanced,RCTD,rna,factorial,0.25,NKT cells,189,0.4303624075235777,0.9318698850716316,0.17072966617658633,1.0939715859147148,0.31976087779172147,0.1111111111111111
donor_balanced,RCTD,rna,factorial,0.25,Normal Epithelial,189,18.824575067306874,20.09530322080468,18.824575067306874,,18.824575067306878,0.9894179894179894
donor_balanced,RCTD,rna,factorial,0.25,PVL,189,3.6714306081995365,5.430261122363458,-3.6046518915363466,3.6714306081995365,,
donor_balanced,RCTD,rna,factorial,0.25,Plasmablasts,189,0.02029491046145976,0.04198166673865323,0.02029491046145976,,0.020294910461459766,0.0
donor_balanced,RCTD,rna,factorial,0.25,T cells CD4+,189,2.9322348593666705,4.955563689810481,2.710045469952457,3.6466568042817924,2.8131645352141508,0.5061728395061729
donor_balanced,RCTD,rna,factorial,0.25,T cells CD8+,189,2.047357307585409,3.2228957269607843,-1.3072294332988337,3.0136244192055233,0.1148230843451803,0.031746031746031744
donor_balanced,RCTD,rna,factorial,0.25,Epithelial total,189,3.9410081535076142,5.1202755859449285,2.3255733403375323,3.9410081535076142,,
donor_balanced,RCTD,rna,factorial,1.0,B-cells,189,0.2353567354148309,0.7029255634494465,-0.04623402437045232,1.1569005171800772,0.08176610512062317,0.024691358024691357
donor_balanced,RCTD,rna,factorial,1.0,CAFs,189,2.3536354474463432,3.7006530150215724,-0.8130411849629899,3.5110541909516786,0.038797960435671346,0.0
donor_balanced,RCTD,rna,factorial,1.0,Cancer Epithelial,189,15.410666535525719,17.052621511262306,-15.29671110395714,15.410666535525719,,
donor_balanced,RCTD,rna,factorial,1.0,Cycling T-cells,189,1.371917777010329,3.0823104578236937,-0.19091024350456615,5.637805106517608,0.6609365554257827,0.14814814814814814
donor_balanced,RCTD,rna,factorial,1.0,Endothelial,189,0.2766418821043963,0.9616899671312239,-0.117199325646352,1.5176012228024163,0.06981532532139297,0.018518518518518517
donor_balanced,RCTD,rna,factorial,1.0,Myeloid,189,0.38362859640642516,1.0552506212884947,0.053515032782193474,1.8932634067147487,0.1320227946883713,0.030864197530864196
donor_balanced,RCTD,rna,factorial,1.0,NK cells,189,0.5945083707188185,1.265452544157904,0.3465144799353296,1.3420769233336838,0.46991361194967435,0.1419753086419753
donor_balanced,RCTD,rna,factorial,1.0,NKT cells,189,0.33418383271121604,0.6809077139724926,0.06589582700380078,1.1353794583458279,0.2006512284387807,0.08024691358024691
donor_balanced,RCTD,rna,factorial,1.0,Normal Epithelial,189,18.24290546154946,19.320536849881325,18.24290546154946,,18.242905461549455,0.9947089947089947
donor_balanced,RCTD,rna,factorial,1.0,PVL,189,3.83390293467316,5.6006830943359915,-3.7347211155284006,3.83390293467316,,
donor_balanced,RCTD,rna,factorial,1.0,Plasmablasts,189,0.010756371001294712,0.014839869195378882,0.010756371001294712,,0.010756371001294712,0.0
donor_balanced,RCTD,rna,factorial,1.0,T cells CD4+,189,2.8649555876319055,4.989715870191609,2.771710339298868,3.0360547955494956,2.836439052978974,0.4876543209876543
donor_balanced,RCTD,rna,factorial,1.0,T cells CD8+,189,1.7993150735835475,2.888827047732195,-1.2924805136010378,2.634879214126478,0.12818679249768566,0.06349206349206349
donor_balanced,RCTD,rna,factorial,1.0,Epithelial total,189,3.916162581224739,5.071236290608594,2.9461943575923155,3.916162581224739,,
donor_balanced,RCTD,rna,pure,0.25,B-cells,55,0.9539254309856772,2.3090068895716676,0.40776559633059756,3.003879090602939,0.7489300650239511,0.2
donor_balanced,RCTD,rna,pure,0.25,CAFs,55,0.5554379745871784,2.6479350312396304,0.47886041116587635,0.4211765988171612,0.5688641121641801,0.06
donor_balanced,RCTD,rna,pure,0.25,Cancer Epithelial,55,3.841865747804938,9.79936796427378,-1.2770601230162075,28.154092289516296,1.4106430936338015,0.14
donor_balanced,RCTD,rna,pure,0.25,Cycling T-cells,55,6.982649740652611,21.859175175731206,-6.145288078501347,72.20365800534675,0.46054891418319543,0.08
donor_balanced,RCTD,rna,pure,0.25,Endothelial,55,0.5695623148203053,2.2549145029064226,0.021240073130265123,3.015772329295221,0.3249413133728137,0.04
donor_balanced,RCTD,rna,pure,0.25,Myeloid,55,0.13976766132854504,0.49721798082891605,-0.047255904377611346,1.02862961138386,0.05088146632301352,0.0
donor_balanced,RCTD,rna,pure,0.25,NK cells,55,5.128871850227426,12.596120341863175,1.8506170663687143,18.03040131122292,3.8387189041278775,0.3
donor_balanced,RCTD,rna,pure,0.25,NKT cells,55,4.553541290140769,15.33182186480018,-4.1928538469353835,48.10517325391884,0.19837809376296187,0.02
donor_balanced,RCTD,rna,pure,0.25,Normal Epithelial,55,2.4977652777208155,7.371275665804744,2.4977652777208155,,2.4977652777208146,0.14545454545454545
donor_balanced,RCTD,rna,pure,0.25,PVL,55,2.5132347586642356,10.610341286997793,-2.370049189989143,26.85806171759358,0.0787520627713011,0.02
donor_balanced,RCTD,rna,pure,0.25,Plasmablasts,55,0.07947596936860404,0.33238273842905347,0.07947596936860404,,0.07947596936860404,0.01818181818181818
donor_balanced,RCTD,rna,pure,0.25,T cells CD4+,55,6.631258040603553,16.449352488444056,-1.094033876659568,42.48910554494718,3.0454732901691925,0.26
donor_balanced,RCTD,rna,pure,0.25,T cells CD8+,55,12.608242806794346,24.63288450811724,9.790816625394385,15.49584399769978,12.319482687703799,0.38
donor_balanced,RCTD,rna,pure,0.25,Epithelial total,55,2.1371824141388216,6.917714032809882,1.2207051547046073,5.04062492688818,1.8468381628638861,0.14
donor_balanced,RCTD,rna,pure,1.0,B-cells,55,0.4426355718722926,1.1722087382486603,0.025513622040329562,2.294170724075797,0.25748205665194224,0.1
donor_balanced,RCTD,rna,pure,1.0,CAFs,55,0.5450121049952441,2.7913800094505854,0.5068319321970659,0.20999095038997995,0.5785142204557704,0.06
donor_balanced,RCTD,rna,pure,1.0,Cancer Epithelial,55,3.0256470275309875,8.081724615101189,-1.1760178948567799,23.109157073132717,1.017296022970814,0.06
donor_balanced,RCTD,rna,pure,1.0,Cycling T-cells,55,7.134869904213268,23.069582514728822,-6.7666201487731215,76.45819529142514,0.20253736549208212,0.06
donor_balanced,RCTD,rna,pure,1.0,Endothelial,55,0.287104571774225,1.4486456807887065,0.10081028234790836,1.0246185918447415,0.21335316976717333,0.02
donor_balanced,RCTD,rna,pure,1.0,Myeloid,55,0.052749478776798725,0.2343426003567047,-0.01851487234783768,0.39195393118550026,0.018829033535928567,0.0
donor_balanced,RCTD,rna,pure,1.0,NK cells,55,3.2455509253925894,7.9448109066487085,0.834112356796891,13.262912127276342,2.243814805204214,0.22
donor_balanced,RCTD,rna,pure,1.0,NKT cells,55,3.524738205592813,11.710849027738117,-3.2865766863154016,37.46223190549519,0.13098883560257676,0.02
donor_balanced,RCTD,rna,pure,1.0,Normal Epithelial,55,2.2300950737871346,6.530069707424869,2.2300950737871346,,2.230095073787134,0.14545454545454545
donor_balanced,RCTD,rna,pure,1.0,PVL,55,2.0574232928363374,9.128761160875342,-2.029417187614132,22.477622642477577,0.01540335787221313,0.0
donor_balanced,RCTD,rna,pure,1.0,Plasmablasts,55,0.06445129481174915,0.19497801841946544,0.06445129481174915,,0.06445129481174913,0.01818181818181818
donor_balanced,RCTD,rna,pure,1.0,T cells CD4+,55,7.114112444732221,18.616041357332154,-3.386187314361977,57.7516486750181,2.050358821703635,0.2
donor_balanced,RCTD,rna,pure,1.0,T cells CD8+,55,14.239981876749463,26.88883984480176,12.901519542288158,7.361542839537161,14.927825780470695,0.38
donor_balanced,RCTD,rna,pure,1.0,Epithelial total,55,1.5053241904514965,5.566748842143289,1.0540771789303542,2.4818585633662815,1.4076707531600177,0.06
donor_balanced,RCTD,cells,factorial,0.25,B-cells,189,1.2685521103349249,3.1554837774514026,-1.0358832858262748,8.0655238865642,0.13572348096337936,0.037037037037037035
donor_balanced,RCTD,cells,factorial,0.25,CAFs,189,5.837870062003489,9.954712086097565,2.7166278319685304,8.728815971745705,0.055978242519057336,0.0
donor_balanced,RCTD,cells,factorial,0.25,Cancer Epithelial,189,8.576366824501076,10.549583914472551,-2.1335695022019374,8.576366824501076,,
donor_balanced,RCTD,cells,factorial,0.25,Cycling T-cells,189,1.7379569055751336,3.6576430184597224,-0.3441073956606579,7.287225054325272,0.8130788807834444,0.1728395061728395
donor_balanced,RCTD,cells,factorial,0.25,Endothelial,189,1.008783026174173,2.835537177428303,-0.5925937574180904,6.485597880628882,0.09598055043172174,0.030864197530864196
donor_balanced,RCTD,cells,factorial,0.25,Myeloid,189,0.9094890358194364,2.0029138046328057,0.05909001310993286,4.482221592462647,0.31403360971223465,0.05555555555555555
donor_balanced,RCTD,cells,factorial,0.25,NK cells,189,1.5279734318632834,3.2097961798642864,-0.6811195457328099,7.731825421586326,0.49399810024277624,0.16666666666666666
donor_balanced,RCTD,cells,factorial,0.25,NKT cells,189,1.3788848467225725,3.0691152733481393,-0.830723341936764,7.733628660307677,0.31976087779172147,0.1111111111111111
donor_balanced,RCTD,cells,factorial,0.25,Normal Epithelial,189,18.824575067306874,20.09530322080468,18.824575067306874,,18.824575067306878,0.9894179894179894
donor_balanced,RCTD,cells,factorial,0.25,PVL,189,8.445510226992338,9.086417581354201,-7.576246790620858,8.445510226992338,,
donor_balanced,RCTD,cells,factorial,0.25,Plasmablasts,189,0.02029491046145976,0.04198166673865323,0.02029491046145976,,0.020294910461459766,0.0
donor_balanced,RCTD,cells,factorial,0.25,T cells CD4+,189,3.2071667032902,5.180589327760922,1.8015281871663893,5.571179711746498,2.8131645352141508,0.5061728395061729
donor_balanced,RCTD,cells,factorial,0.25,T cells CD8+,189,10.359492739019117,14.30795723120301,-10.227872390615815,15.481827566356083,0.1148230843451803,0.031746031746031744
donor_balanced,RCTD,cells,factorial,0.25,Epithelial total,189,17.31897034748794,19.94550752922675,16.69100556510494,17.31897034748794,,
donor_balanced,RCTD,cells,factorial,1.0,B-cells,189,1.1743345721891465,2.995683763978229,-1.0341641062680784,7.729745374600285,0.08176610512062317,0.024691358024691357
donor_balanced,RCTD,cells,factorial,1.0,CAFs,189,5.695032949713491,9.615356583309342,2.47981109700109,8.5231504443524,0.038797960435671346,0.0
donor_balanced,RCTD,cells,factorial,1.0,Cancer Epithelial,189,8.171039345822653,10.39222830128956,-0.8908641243484957,8.171039345822653,,
donor_balanced,RCTD,cells,factorial,1.0,Cycling T-cells,189,1.6122653691871858,3.410913344673825,-0.4792312741715586,7.3202382517556055,0.6609365554257827,0.14814814814814814
donor_balanced,RCTD,cells,factorial,1.0,Endothelial,189,0.9858017211494375,2.918516760686885,-0.5664498149071765,6.481720096117705,0.06981532532139297,0.018518518518518517
donor_balanced,RCTD,cells,factorial,1.0,Myeloid,189,0.714640253464794,1.8645250140424638,-0.07451057903639786,4.2103450061233305,0.1320227946883713,0.030864197530864196
donor_balanced,RCTD,cells,factorial,1.0,NK cells,189,1.5088732134183804,3.1770692723962983,-0.7033070215046534,7.742630822230619,0.46991361194967435,0.1419753086419753
donor_balanced,RCTD,cells,factorial,1.0,NKT cells,189,1.2749502663735857,3.001855746607773,-0.9309767319071045,7.720744493982417,0.2006512284387807,0.08024691358024691
donor_balanced,RCTD,cells,factorial,1.0,Normal Epithelial,189,18.24290546154946,19.320536849881325,18.24290546154946,,18.242905461549455,0.9947089947089947
donor_balanced,RCTD,cells,factorial,1.0,PVL,189,8.567768929365567,9.279274818177354,-7.721724914817191,8.567768929365567,,
donor_balanced,RCTD,cells,factorial,1.0,Plasmablasts,189,0.010756371001294712,0.014839869195378882,0.010756371001294712,,0.010756371001294712,0.0
donor_balanced,RCTD,cells,factorial,1.0,T cells CD4+,189,3.1839438682246985,5.207515560968187,1.8641180527920995,5.268972759699047,2.836439052978974,0.4876543209876543
donor_balanced,RCTD,cells,factorial,1.0,T cells CD8+,189,10.289473215130592,14.119649891451653,-10.196362415383295,15.370116426447044,0.12818679249768566,0.06349206349206349
donor_balanced,RCTD,cells,factorial,1.0,Epithelial total,189,17.876886517280433,20.43835936480654,17.352041337200962,17.876886517280433,,
donor_balanced,RCTD,cells,pure,0.25,B-cells,55,0.9539254309856772,2.3090068895716676,0.40776559633059756,3.003879090602939,0.7489300650239511,0.2
donor_balanced,RCTD,cells,pure,0.25,CAFs,55,0.5554379745871784,2.6479350312396304,0.47886041116587635,0.4211765988171612,0.5688641121641801,0.06
donor_balanced,RCTD,cells,pure,0.25,Cancer Epithelial,55,3.841865747804938,9.79936796427378,-1.2770601230162075,28.154092289516296,1.4106430936338015,0.14
donor_balanced,RCTD,cells,pure,0.25,Cycling T-cells,55,6.982649740652611,21.859175175731206,-6.145288078501347,72.20365800534675,0.46054891418319543,0.08
donor_balanced,RCTD,cells,pure,0.25,Endothelial,55,0.5695623148203053,2.2549145029064226,0.021240073130265123,3.015772329295221,0.3249413133728137,0.04
donor_balanced,RCTD,cells,pure,0.25,Myeloid,55,0.13976766132854504,0.49721798082891605,-0.047255904377611346,1.02862961138386,0.05088146632301352,0.0
donor_balanced,RCTD,cells,pure,0.25,NK cells,55,5.128871850227426,12.596120341863175,1.8506170663687143,18.03040131122292,3.8387189041278775,0.3
donor_balanced,RCTD,cells,pure,0.25,NKT cells,55,4.553541290140769,15.33182186480018,-4.1928538469353835,48.10517325391884,0.19837809376296187,0.02
donor_balanced,RCTD,cells,pure,0.25,Normal Epithelial,55,2.4977652777208155,7.371275665804744,2.4977652777208155,,2.4977652777208146,0.14545454545454545
donor_balanced,RCTD,cells,pure,0.25,PVL,55,2.5132347586642356,10.610341286997793,-2.370049189989143,26.85806171759358,0.0787520627713011,0.02
donor_balanced,RCTD,cells,pure,0.25,Plasmablasts,55,0.07947596936860404,0.33238273842905347,0.07947596936860404,,0.07947596936860404,0.01818181818181818
donor_balanced,RCTD,cells,pure,0.25,T cells CD4+,55,6.631258040603553,16.449352488444056,-1.094033876659568,42.48910554494718,3.0454732901691925,0.26
donor_balanced,RCTD,cells,pure,0.25,T cells CD8+,55,12.608242806794346,24.63288450811724,9.790816625394385,15.49584399769978,12.319482687703799,0.38
donor_balanced,RCTD,cells,pure,0.25,Epithelial total,55,2.1371824141388216,6.917714032809882,1.2207051547046073,5.04062492688818,1.8468381628638861,0.14
donor_balanced,RCTD,cells,pure,1.0,B-cells,55,0.4426355718722926,1.1722087382486603,0.025513622040329562,2.294170724075797,0.25748205665194224,0.1
donor_balanced,RCTD,cells,pure,1.0,CAFs,55,0.5450121049952441,2.7913800094505854,0.5068319321970659,0.20999095038997995,0.5785142204557704,0.06
donor_balanced,RCTD,cells,pure,1.0,Cancer Epithelial,55,3.0256470275309875,8.081724615101189,-1.1760178948567799,23.109157073132717,1.017296022970814,0.06
donor_balanced,RCTD,cells,pure,1.0,Cycling T-cells,55,7.134869904213268,23.069582514728822,-6.7666201487731215,76.45819529142514,0.20253736549208212,0.06
donor_balanced,RCTD,cells,pure,1.0,Endothelial,55,0.287104571774225,1.4486456807887065,0.10081028234790836,1.0246185918447415,0.21335316976717333,0.02
donor_balanced,RCTD,cells,pure,1.0,Myeloid,55,0.052749478776798725,0.2343426003567047,-0.01851487234783768,0.39195393118550026,0.018829033535928567,0.0
donor_balanced,RCTD,cells,pure,1.0,NK cells,55,3.2455509253925894,7.9448109066487085,0.834112356796891,13.262912127276342,2.243814805204214,0.22
donor_balanced,RCTD,cells,pure,1.0,NKT cells,55,3.524738205592813,11.710849027738117,-3.2865766863154016,37.46223190549519,0.13098883560257676,0.02
donor_balanced,RCTD,cells,pure,1.0,Normal Epithelial,55,2.2300950737871346,6.530069707424869,2.2300950737871346,,2.230095073787134,0.14545454545454545
donor_balanced,RCTD,cells,pure,1.0,PVL,55,2.0574232928363374,9.128761160875342,-2.029417187614132,22.477622642477577,0.01540335787221313,0.0
donor_balanced,RCTD,cells,pure,1.0,Plasmablasts,55,0.06445129481174915,0.19497801841946544,0.06445129481174915,,0.06445129481174913,0.01818181818181818
donor_balanced,RCTD,cells,pure,1.0,T cells CD4+,55,7.114112444732221,18.616041357332154,-3.386187314361977,57.7516486750181,2.050358821703635,0.2
donor_balanced,RCTD,cells,pure,1.0,T cells CD8+,55,14.239981876749463,26.88883984480176,12.901519542288158,7.361542839537161,14.927825780470695,0.38
donor_balanced,RCTD,cells,pure,1.0,Epithelial total,55,1.5053241904514965,5.566748842143289,1.0540771789303542,2.4818585633662815,1.4076707531600177,0.06
donor_balanced,NNLS,rna,factorial,0.25,B-cells,189,0.4391898216446201,1.2356985081942018,-0.38376070814681623,3.0104641115880355,0.010644106654050864,0.006172839506172839
donor_balanced,NNLS,rna,factorial,0.25,CAFs,189,6.256747101475575,9.930319446628225,3.20576286935321,9.16093596606936,0.44836937228800783,0.09523809523809523
donor_balanced,NNLS,rna,factorial,0.25,Cancer Epithelial,189,37.3419974053941,40.25299439334079,-37.3419974053941,37.3419974053941,,
donor_balanced,NNLS,rna,factorial,0.25,Cycling T-cells,189,7.856477440625916,11.832469063763934,7.091833431379792,8.905542804096108,7.681633213380884,0.6358024691358025
donor_balanced,NNLS,rna,factorial,0.25,Endothelial,189,1.157363327314279,3.270919869868553,-0.5948002564345479,6.132572543120894,0.3281617913465098,0.06172839506172839
donor_balanced,NNLS,rna,factorial,0.25,Myeloid,189,2.9735532349633487,4.4564808192662175,2.934090759340246,5.358870323238625,2.5760003869174706,0.5987654320987654
donor_balanced,NNLS,rna,factorial,0.25,NK cells,189,0.42938206100111287,1.168119050655002,-0.3434028794754498,2.704747291667969,0.050154522556636716,0.018518518518518517
donor_balanced,NNLS,rna,factorial,0.25,NKT cells,189,2.4471822414084734,4.448607827100091,1.9616283600684485,3.6874596316287085,2.2404693430384337,0.38271604938271603
donor_balanced,NNLS,rna,factorial,0.25,Normal Epithelial,189,31.90011229251069,36.764312815601876,31.90011229251069,,31.900112292510695,0.9153439153439153
donor_balanced,NNLS,rna,factorial,0.25,PVL,189,5.187834705336972,6.989934286408332,-4.293385834670034,5.187834705336972,,
donor_balanced,NNLS,rna,factorial,0.25,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,rna,factorial,0.25,T cells CD4+,189,1.084996318862342,3.9276168457725333,0.24408916723000454,6.215482158725178,0.22991534555186943,0.037037037037037035
donor_balanced,NNLS,rna,factorial,0.25,T cells CD8+,189,4.380169795761443,6.400964797722222,-4.380169795761443,6.570254693642165,0.0,0.0
donor_balanced,NNLS,rna,factorial,0.25,Epithelial total,189,11.658066865227882,14.500438265185128,-5.441885112883409,11.658066865227882,,
donor_balanced,NNLS,rna,factorial,1.0,B-cells,189,0.4388021526911865,1.257333649395309,-0.39339238497764806,3.0716150688383057,0.0,0.0
donor_balanced,NNLS,rna,factorial,1.0,CAFs,189,6.512037520453321,10.268257855197772,3.534714453622853,9.536025050455583,0.4640624604487962,0.1111111111111111
donor_balanced,NNLS,rna,factorial,1.0,Cancer Epithelial,189,37.28057763276213,40.149606335502284,-37.28057763276213,37.28057763276213,,
donor_balanced,NNLS,rna,factorial,1.0,Cycling T-cells,189,7.703722736417723,11.799657987879348,7.0178319885667815,8.492343415384235,7.572285956589971,0.6172839506172839
donor_balanced,NNLS,rna,factorial,1.0,Endothelial,189,1.0034029846355597,2.9459031232698942,-0.6844519392739052,5.907492233683127,0.18605477646096508,0.037037037037037035
donor_balanced,NNLS,rna,factorial,1.0,Myeloid,189,3.024105736965073,4.360989470693895,2.9667779253982802,5.449393513856988,2.6198911074830877,0.6604938271604939
donor_balanced,NNLS,rna,factorial,1.0,NK cells,189,0.387886549261591,1.1070954685636316,-0.36907925658489993,2.6493803204627175,0.010970920728069815,0.006172839506172839
donor_balanced,NNLS,rna,factorial,1.0,NKT cells,189,2.41389381029875,4.385224228510281,1.8974563870218046,3.7730662005113156,2.187365078596655,0.36419753086419754
donor_balanced,NNLS,rna,factorial,1.0,Normal Epithelial,189,31.85041429320561,36.68964716386115,31.85041429320561,,31.850414293205613,0.9365079365079365
donor_balanced,NNLS,rna,factorial,1.0,PVL,189,5.1755670657960895,6.980725729298144,-4.352634827099544,5.1755670657960895,,
donor_balanced,NNLS,rna,factorial,1.0,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
