spot_id,base_mixture,scenario,recipe,repeat,depth_fraction,n_cells,nUMI,x,y,coordinate_type
mix_0130_depth100,130,factorial,caf3_cd80_Myeloid,1,1.0,10,48299,260,0,synthetic_index
mix_0130_depth25,130,factorial,caf3_cd80_Myeloid,1,0.25,10,12307,261,0,synthetic_index
mix_0131_depth100,131,factorial,caf3_cd80_Myeloid,2,1.0,10,42534,262,0,synthetic_index
mix_0131_depth25,131,factorial,caf3_cd80_Myeloid,2,0.25,10,10473,263,0,synthetic_index
mix_0132_depth100,132,factorial,caf3_cd80_Endothelial,0,1.0,10,51911,264,0,synthetic_index
mix_0132_depth25,132,factorial,caf3_cd80_Endothelial,0,0.25,10,12865,265,0,synthetic_index
mix_0133_depth100,133,factorial,caf3_cd80_Endothelial,1,1.0,10,40556,266,0,synthetic_index
mix_0133_depth25,133,factorial,caf3_cd80_Endothelial,1,0.25,10,10190,267,0,synthetic_index
mix_0134_depth100,134,factorial,caf3_cd80_Endothelial,2,1.0,10,42957,268,0,synthetic_index
mix_0134_depth25,134,factorial,caf3_cd80_Endothelial,2,0.25,10,10878,269,0,synthetic_index
mix_0135_depth100,135,factorial,caf3_cd80_B-cells,0,1.0,10,42385,270,0,synthetic_index
mix_0135_depth25,135,factorial,caf3_cd80_B-cells,0,0.25,10,10573,271,0,synthetic_index
mix_0136_depth100,136,factorial,caf3_cd80_B-cells,1,1.0,10,44922,272,0,synthetic_index
mix_0136_depth25,136,factorial,caf3_cd80_B-cells,1,0.25,10,11268,273,0,synthetic_index
mix_0137_depth100,137,factorial,caf3_cd80_B-cells,2,1.0,10,35663,274,0,synthetic_index
mix_0137_depth25,137,factorial,caf3_cd80_B-cells,2,0.25,10,8887,275,0,synthetic_index
mix_0138_depth100,138,factorial,caf3_cd80_NK cells,0,1.0,10,39664,276,0,synthetic_index
mix_0138_depth25,138,factorial,caf3_cd80_NK cells,0,0.25,10,9766,277,0,synthetic_index
mix_0139_depth100,139,factorial,caf3_cd80_NK cells,1,1.0,10,36734,278,0,synthetic_index
mix_0139_depth25,139,factorial,caf3_cd80_NK cells,1,0.25,10,9183,279,0,synthetic_index
mix_0140_depth100,140,factorial,caf3_cd80_NK cells,2,1.0,10,43645,280,0,synthetic_index
mix_0140_depth25,140,factorial,caf3_cd80_NK cells,2,0.25,10,10910,281,0,synthetic_index
mix_0141_depth100,141,factorial,caf3_cd80_NKT cells,0,1.0,10,30707,282,0,synthetic_index
mix_0141_depth25,141,factorial,caf3_cd80_NKT cells,0,0.25,10,7810,283,0,synthetic_index
mix_0142_depth100,142,factorial,caf3_cd80_NKT cells,1,1.0,10,50800,284,0,synthetic_index
mix_0142_depth25,142,factorial,caf3_cd80_NKT cells,1,0.25,10,12799,285,0,synthetic_index
mix_0143_depth100,143,factorial,caf3_cd80_NKT cells,2,1.0,10,42495,286,0,synthetic_index
mix_0143_depth25,143,factorial,caf3_cd80_NKT cells,2,0.25,10,10715,287,0,synthetic_index
mix_0144_depth100,144,factorial,caf3_cd80_Cycling T-cells,0,1.0,10,34208,288,0,synthetic_index
mix_0144_depth25,144,factorial,caf3_cd80_Cycling T-cells,0,0.25,10,8621,289,0,synthetic_index
mix_0145_depth100,145,factorial,caf3_cd80_Cycling T-cells,1,1.0,10,28596,290,0,synthetic_index
mix_0145_depth25,145,factorial,caf3_cd80_Cycling T-cells,1,0.25,10,7212,291,0,synthetic_index
mix_0146_depth100,146,factorial,caf3_cd80_Cycling T-cells,2,1.0,10,35381,292,0,synthetic_index
mix_0146_depth25,146,factorial,caf3_cd80_Cycling T-cells,2,0.25,10,8679,293,0,synthetic_index
mix_0147_depth100,147,factorial,caf3_cd81_T cells CD4+,0,1.0,10,33722,294,0,synthetic_index
mix_0147_depth25,147,factorial,caf3_cd81_T cells CD4+,0,0.25,10,8346,295,0,synthetic_index
mix_0148_depth100,148,factorial,caf3_cd81_T cells CD4+,1,1.0,10,48367,296,0,synthetic_index
mix_0148_depth25,148,factorial,caf3_cd81_T cells CD4+,1,0.25,10,11936,297,0,synthetic_index
mix_0149_depth100,149,factorial,caf3_cd81_T cells CD4+,2,1.0,10,26306,298,0,synthetic_index
mix_0149_depth25,149,factorial,caf3_cd81_T cells CD4+,2,0.25,10,6701,299,0,synthetic_index
mix_0150_depth100,150,factorial,caf3_cd81_Myeloid,0,1.0,10,35895,300,0,synthetic_index
mix_0150_depth25,150,factorial,caf3_cd81_Myeloid,0,0.25,10,8877,301,0,synthetic_index
mix_0151_depth100,151,factorial,caf3_cd81_Myeloid,1,1.0,10,33662,302,0,synthetic_index
mix_0151_depth25,151,factorial,caf3_cd81_Myeloid,1,0.25,10,8343,303,0,synthetic_index
mix_0152_depth100,152,factorial,caf3_cd81_Myeloid,2,1.0,10,42234,304,0,synthetic_index
mix_0152_depth25,152,factorial,caf3_cd81_Myeloid,2,0.25,10,10517,305,0,synthetic_index
mix_0153_depth100,153,factorial,caf3_cd81_Endothelial,0,1.0,10,40080,306,0,synthetic_index
mix_0153_depth25,153,factorial,caf3_cd81_Endothelial,0,0.25,10,10152,307,0,synthetic_index
mix_0154_depth100,154,factorial,caf3_cd81_Endothelial,1,1.0,10,32823,308,0,synthetic_index
mix_0154_depth25,154,factorial,caf3_cd81_Endothelial,1,0.25,10,8311,309,0,synthetic_index
mix_0155_depth100,155,factorial,caf3_cd81_Endothelial,2,1.0,10,38561,310,0,synthetic_index
mix_0155_depth25,155,factorial,caf3_cd81_Endothelial,2,0.25,10,9574,311,0,synthetic_index
mix_0156_depth100,156,factorial,caf3_cd81_B-cells,0,1.0,10,47735,312,0,synthetic_index
mix_0156_depth25,156,factorial,caf3_cd81_B-cells,0,0.25,10,11941,313,0,synthetic_index
mix_0157_depth100,157,factorial,caf3_cd81_B-cells,1,1.0,10,36110,314,0,synthetic_index
mix_0157_depth25,157,factorial,caf3_cd81_B-cells,1,0.25,10,9060,315,0,synthetic_index
mix_0158_depth100,158,factorial,caf3_cd81_B-cells,2,1.0,10,45895,316,0,synthetic_index
mix_0158_depth25,158,factorial,caf3_cd81_B-cells,2,0.25,10,11461,317,0,synthetic_index
mix_0159_depth100,159,factorial,caf3_cd81_NK cells,0,1.0,10,26059,318,0,synthetic_index
mix_0159_depth25,159,factorial,caf3_cd81_NK cells,0,0.25,10,6523,319,0,synthetic_index
mix_0160_depth100,160,factorial,caf3_cd81_NK cells,1,1.0,10,52469,320,0,synthetic_index
mix_0160_depth25,160,factorial,caf3_cd81_NK cells,1,0.25,10,13159,321,0,synthetic_index
mix_0161_depth100,161,factorial,caf3_cd81_NK cells,2,1.0,10,26350,322,0,synthetic_index
mix_0161_depth25,161,factorial,caf3_cd81_NK cells,2,0.25,10,6568,323,0,synthetic_index
mix_0162_depth100,162,factorial,caf3_cd81_NKT cells,0,1.0,10,37957,324,0,synthetic_index
mix_0162_depth25,162,factorial,caf3_cd81_NKT cells,0,0.25,10,9673,325,0,synthetic_index
mix_0163_depth100,163,factorial,caf3_cd81_NKT cells,1,1.0,10,30214,326,0,synthetic_index
mix_0163_depth25,163,factorial,caf3_cd81_NKT cells,1,0.25,10,7549,327,0,synthetic_index
mix_0164_depth100,164,factorial,caf3_cd81_NKT cells,2,1.0,10,37003,328,0,synthetic_index
mix_0164_depth25,164,factorial,caf3_cd81_NKT cells,2,0.25,10,9188,329,0,synthetic_index
mix_0165_depth100,165,factorial,caf3_cd81_Cycling T-cells,0,1.0,10,31455,330,0,synthetic_index
mix_0165_depth25,165,factorial,caf3_cd81_Cycling T-cells,0,0.25,10,7767,331,0,synthetic_index
mix_0166_depth100,166,factorial,caf3_cd81_Cycling T-cells,1,1.0,10,31066,332,0,synthetic_index
mix_0166_depth25,166,factorial,caf3_cd81_Cycling T-cells,1,0.25,10,7772,333,0,synthetic_index
mix_0167_depth100,167,factorial,caf3_cd81_Cycling T-cells,2,1.0,10,33874,334,0,synthetic_index
mix_0167_depth25,167,factorial,caf3_cd81_Cycling T-cells,2,0.25,10,8424,335,0,synthetic_index
mix_0168_depth100,168,factorial,caf3_cd83_T cells CD4+,0,1.0,10,28406,336,0,synthetic_index
mix_0168_depth25,168,factorial,caf3_cd83_T cells CD4+,0,0.25,10,7167,337,0,synthetic_index
mix_0169_depth100,169,factorial,caf3_cd83_T cells CD4+,1,1.0,10,31861,338,0,synthetic_index
mix_0169_depth25,169,factorial,caf3_cd83_T cells CD4+,1,0.25,10,7983,339,0,synthetic_index
mix_0170_depth100,170,factorial,caf3_cd83_T cells CD4+,2,1.0,10,28082,340,0,synthetic_index
mix_0170_depth25,170,factorial,caf3_cd83_T cells CD4+,2,0.25,10,7057,341,0,synthetic_index
mix_0171_depth100,171,factorial,caf3_cd83_Myeloid,0,1.0,10,37229,342,0,synthetic_index
mix_0171_depth25,171,factorial,caf3_cd83_Myeloid,0,0.25,10,9361,343,0,synthetic_index
mix_0172_depth100,172,factorial,caf3_cd83_Myeloid,1,1.0,10,26253,344,0,synthetic_index
mix_0172_depth25,172,factorial,caf3_cd83_Myeloid,1,0.25,10,6657,345,0,synthetic_index
mix_0173_depth100,173,factorial,caf3_cd83_Myeloid,2,1.0,10,30501,346,0,synthetic_index
mix_0173_depth25,173,factorial,caf3_cd83_Myeloid,2,0.25,10,7678,347,0,synthetic_index
mix_0174_depth100,174,factorial,caf3_cd83_Endothelial,0,1.0,10,36191,348,0,synthetic_index
mix_0174_depth25,174,factorial,caf3_cd83_Endothelial,0,0.25,10,8997,349,0,synthetic_index
mix_0175_depth100,175,factorial,caf3_cd83_Endothelial,1,1.0,10,23935,350,0,synthetic_index
mix_0175_depth25,175,factorial,caf3_cd83_Endothelial,1,0.25,10,5896,351,0,synthetic_index
mix_0176_depth100,176,factorial,caf3_cd83_Endothelial,2,1.0,10,43507,352,0,synthetic_index
mix_0176_depth25,176,factorial,caf3_cd83_Endothelial,2,0.25,10,10836,353,0,synthetic_index
mix_0177_depth100,177,factorial,caf3_cd83_B-cells,0,1.0,10,33309,354,0,synthetic_index
mix_0177_depth25,177,factorial,caf3_cd83_B-cells,0,0.25,10,8282,355,0,synthetic_index
mix_0178_depth100,178,factorial,caf3_cd83_B-cells,1,1.0,10,29594,356,0,synthetic_index
mix_0178_depth25,178,factorial,caf3_cd83_B-cells,1,0.25,10,7362,357,0,synthetic_index
mix_0179_depth100,179,factorial,caf3_cd83_B-cells,2,1.0,10,32055,358,0,synthetic_index
mix_0179_depth25,179,factorial,caf3_cd83_B-cells,2,0.25,10,8066,359,0,synthetic_index
mix_0180_depth100,180,factorial,caf3_cd83_NK cells,0,1.0,10,39455,360,0,synthetic_index
mix_0180_depth25,180,factorial,caf3_cd83_NK cells,0,0.25,10,10057,361,0,synthetic_index
mix_0181_depth100,181,factorial,caf3_cd83_NK cells,1,1.0,10,31223,362,0,synthetic_index
mix_0181_depth25,181,factorial,caf3_cd83_NK cells,1,0.25,10,7873,363,0,synthetic_index
mix_0182_depth100,182,factorial,caf3_cd83_NK cells,2,1.0,10,52363,364,0,synthetic_index
mix_0182_depth25,182,factorial,caf3_cd83_NK cells,2,0.25,10,13179,365,0,synthetic_index
mix_0183_depth100,183,factorial,caf3_cd83_NKT cells,0,1.0,10,21696,366,0,synthetic_index
mix_0183_depth25,183,factorial,caf3_cd83_NKT cells,0,0.25,10,5430,367,0,synthetic_index
mix_0184_depth100,184,factorial,caf3_cd83_NKT cells,1,1.0,10,34410,368,0,synthetic_index
mix_0184_depth25,184,factorial,caf3_cd83_NKT cells,1,0.25,10,8638,369,0,synthetic_index
mix_0185_depth100,185,factorial,caf3_cd83_NKT cells,2,1.0,10,26575,370,0,synthetic_index
mix_0185_depth25,185,factorial,caf3_cd83_NKT cells,2,0.25,10,6678,371,0,synthetic_index
mix_0186_depth100,186,factorial,caf3_cd83_Cycling T-cells,0,1.0,10,52510,372,0,synthetic_index
mix_0186_depth25,186,factorial,caf3_cd83_Cycling T-cells,0,0.25,10,13084,373,0,synthetic_index
mix_0187_depth100,187,factorial,caf3_cd83_Cycling T-cells,1,1.0,10,35667,374,0,synthetic_index
mix_0187_depth25,187,factorial,caf3_cd83_Cycling T-cells,1,0.25,10,9099,375,0,synthetic_index
mix_0188_depth100,188,factorial,caf3_cd83_Cycling T-cells,2,1.0,10,33802,376,0,synthetic_index
mix_0188_depth25,188,factorial,caf3_cd83_Cycling T-cells,2,0.25,10,8467,377,0,synthetic_index
mix_0189_depth100,189,pure,B-cells,0,1.0,5,6208,378,0,synthetic_index
mix_0189_depth25,189,pure,B-cells,0,0.25,5,1566,379,0,synthetic_index
mix_0190_depth100,190,pure,B-cells,1,1.0,5,4868,380,0,synthetic_index
mix_0190_depth25,190,pure,B-cells,1,0.25,5,1134,381,0,synthetic_index
mix_0191_depth100,191,pure,B-cells,2,1.0,5,3760,382,0,synthetic_index
mix_0191_depth25,191,pure,B-cells,2,0.25,5,896,383,0,synthetic_index
mix_0192_depth100,192,pure,B-cells,3,1.0,5,4883,384,0,synthetic_index
mix_0192_depth25,192,pure,B-cells,3,0.25,5,1241,385,0,synthetic_index
mix_0193_depth100,193,pure,B-cells,4,1.0,5,4403,386,0,synthetic_index
mix_0193_depth25,193,pure,B-cells,4,0.25,5,1048,387,0,synthetic_index
mix_0194_depth100,194,pure,CAFs,0,1.0,5,26341,388,0,synthetic_index
mix_0194_depth25,194,pure,CAFs,0,0.25,5,6513,389,0,synthetic_index
mix_0195_depth100,195,pure,CAFs,1,1.0,5,32188,390,0,synthetic_index
mix_0195_depth25,195,pure,CAFs,1,0.25,5,8029,391,0,synthetic_index
mix_0196_depth100,196,pure,CAFs,2,1.0,5,17567,392,0,synthetic_index
mix_0196_depth25,196,pure,CAFs,2,0.25,5,4365,393,0,synthetic_index
mix_0197_depth100,197,pure,CAFs,3,1.0,5,20080,394,0,synthetic_index
mix_0197_depth25,197,pure,CAFs,3,0.25,5,5061,395,0,synthetic_index
mix_0198_depth100,198,pure,CAFs,4,1.0,5,23193,396,0,synthetic_index
mix_0198_depth25,198,pure,CAFs,4,0.25,5,5805,397,0,synthetic_index
mix_0199_depth100,199,pure,Cancer Epithelial,0,1.0,5,26714,398,0,synthetic_index
mix_0199_depth25,199,pure,Cancer Epithelial,0,0.25,5,6678,399,0,synthetic_index
mix_0200_depth100,200,pure,Cancer Epithelial,1,1.0,5,19158,400,0,synthetic_index
mix_0200_depth25,200,pure,Cancer Epithelial,1,0.25,5,4830,401,0,synthetic_index
mix_0201_depth100,201,pure,Cancer Epithelial,2,1.0,5,15723,402,0,synthetic_index
mix_0201_depth25,201,pure,Cancer Epithelial,2,0.25,5,3999,403,0,synthetic_index
mix_0202_depth100,202,pure,Cancer Epithelial,3,1.0,5,18937,404,0,synthetic_index
mix_0202_depth25,202,pure,Cancer Epithelial,3,0.25,5,4774,405,0,synthetic_index
mix_0203_depth100,203,pure,Cancer Epithelial,4,1.0,5,28522,406,0,synthetic_index
mix_0203_depth25,203,pure,Cancer Epithelial,4,0.25,5,7216,407,0,synthetic_index
mix_0204_depth100,204,pure,Cycling T-cells,0,1.0,5,11055,408,0,synthetic_index
mix_0204_depth25,204,pure,Cycling T-cells,0,0.25,5,2848,409,0,synthetic_index
mix_0205_depth100,205,pure,Cycling T-cells,1,1.0,5,11386,410,0,synthetic_index
mix_0205_depth25,205,pure,Cycling T-cells,1,0.25,5,2907,411,0,synthetic_index
mix_0206_depth100,206,pure,Cycling T-cells,2,1.0,5,11539,412,0,synthetic_index
mix_0206_depth25,206,pure,Cycling T-cells,2,0.25,5,2906,413,0,synthetic_index
mix_0207_depth100,207,pure,Cycling T-cells,3,1.0,5,7852,414,0,synthetic_index
mix_0207_depth25,207,pure,Cycling T-cells,3,0.25,5,1953,415,0,synthetic_index
mix_0208_depth100,208,pure,Cycling T-cells,4,1.0,5,11739,416,0,synthetic_index
mix_0208_depth25,208,pure,Cycling T-cells,4,0.25,5,2948,417,0,synthetic_index
mix_0209_depth100,209,pure,Endothelial,0,1.0,5,10798,418,0,synthetic_index
mix_0209_depth25,209,pure,Endothelial,0,0.25,5,2776,419,0,synthetic_index
mix_0210_depth100,210,pure,Endothelial,1,1.0,5,6786,420,0,synthetic_index
mix_0210_depth25,210,pure,Endothelial,1,0.25,5,1733,421,0,synthetic_index
mix_0211_depth100,211,pure,Endothelial,2,1.0,5,6986,422,0,synthetic_index
mix_0211_depth25,211,pure,Endothelial,2,0.25,5,1728,423,0,synthetic_index
mix_0212_depth100,212,pure,Endothelial,3,1.0,5,5836,424,0,synthetic_index
mix_0212_depth25,212,pure,Endothelial,3,0.25,5,1464,425,0,synthetic_index
mix_0213_depth100,213,pure,Endothelial,4,1.0,5,20771,426,0,synthetic_index
mix_0213_depth25,213,pure,Endothelial,4,0.25,5,5315,427,0,synthetic_index
mix_0214_depth100,214,pure,Myeloid,0,1.0,5,19299,428,0,synthetic_index
mix_0214_depth25,214,pure,Myeloid,0,0.25,5,4907,429,0,synthetic_index
mix_0215_depth100,215,pure,Myeloid,1,1.0,5,19853,430,0,synthetic_index
mix_0215_depth25,215,pure,Myeloid,1,0.25,5,4995,431,0,synthetic_index
mix_0216_depth100,216,pure,Myeloid,2,1.0,5,18901,432,0,synthetic_index
mix_0216_depth25,216,pure,Myeloid,2,0.25,5,4795,433,0,synthetic_index
mix_0217_depth100,217,pure,Myeloid,3,1.0,5,18888,434,0,synthetic_index
mix_0217_depth25,217,pure,Myeloid,3,0.25,5,4774,435,0,synthetic_index
mix_0218_depth100,218,pure,Myeloid,4,1.0,5,14241,436,0,synthetic_index
mix_0218_depth25,218,pure,Myeloid,4,0.25,5,3591,437,0,synthetic_index
mix_0219_depth100,219,pure,NK cells,0,1.0,5,6495,438,0,synthetic_index
mix_0219_depth25,219,pure,NK cells,0,0.25,5,1652,439,0,synthetic_index
mix_0220_depth100,220,pure,NK cells,1,1.0,5,3546,440,0,synthetic_index
mix_0220_depth25,220,pure,NK cells,1,0.25,5,874,441,0,synthetic_index
mix_0221_depth100,221,pure,NK cells,2,1.0,5,4161,442,0,synthetic_index
mix_0221_depth25,221,pure,NK cells,2,0.25,5,1021,443,0,synthetic_index
mix_0222_depth100,222,pure,NK cells,3,1.0,5,5001,444,0,synthetic_index
mix_0222_depth25,222,pure,NK cells,3,0.25,5,1231,445,0,synthetic_index
mix_0223_depth100,223,pure,NK cells,4,1.0,5,4355,446,0,synthetic_index
mix_0223_depth25,223,pure,NK cells,4,0.25,5,1114,447,0,synthetic_index
mix_0224_depth100,224,pure,NKT cells,0,1.0,5,4896,448,0,synthetic_index
mix_0224_depth25,224,pure,NKT cells,0,0.25,5,1223,449,0,synthetic_index
mix_0225_depth100,225,pure,NKT cells,1,1.0,5,4556,450,0,synthetic_index
mix_0225_depth25,225,pure,NKT cells,1,0.25,5,1125,451,0,synthetic_index
mix_0226_depth100,226,pure,NKT cells,2,1.0,5,6226,452,0,synthetic_index
mix_0226_depth25,226,pure,NKT cells,2,0.25,5,1524,453,0,synthetic_index
mix_0227_depth100,227,pure,NKT cells,3,1.0,5,5243,454,0,synthetic_index
mix_0227_depth25,227,pure,NKT cells,3,0.25,5,1309,455,0,synthetic_index
mix_0228_depth100,228,pure,NKT cells,4,1.0,5,5329,456,0,synthetic_index
mix_0228_depth25,228,pure,NKT cells,4,0.25,5,1321,457,0,synthetic_index
mix_0229_depth100,229,pure,PVL,0,1.0,5,18520,458,0,synthetic_index
mix_0229_depth25,229,pure,PVL,0,0.25,5,4770,459,0,synthetic_index
mix_0230_depth100,230,pure,PVL,1,1.0,5,12094,460,0,synthetic_index
mix_0230_depth25,230,pure,PVL,1,0.25,5,3055,461,0,synthetic_index
mix_0231_depth100,231,pure,PVL,2,1.0,5,10261,462,0,synthetic_index
mix_0231_depth25,231,pure,PVL,2,0.25,5,2517,463,0,synthetic_index
mix_0232_depth100,232,pure,PVL,3,1.0,5,8927,464,0,synthetic_index
mix_0232_depth25,232,pure,PVL,3,0.25,5,2150,465,0,synthetic_index
mix_0233_depth100,233,pure,PVL,4,1.0,5,13451,466,0,synthetic_index
mix_0233_depth25,233,pure,PVL,4,0.25,5,3448,467,0,synthetic_index
mix_0234_depth100,234,pure,T cells CD4+,0,1.0,5,4761,468,0,synthetic_index
mix_0234_depth25,234,pure,T cells CD4+,0,0.25,5,1204,469,0,synthetic_index
mix_0235_depth100,235,pure,T cells CD4+,1,1.0,5,7965,470,0,synthetic_index
mix_0235_depth25,235,pure,T cells CD4+,1,0.25,5,2006,471,0,synthetic_index
mix_0236_depth100,236,pure,T cells CD4+,2,1.0,5,5790,472,0,synthetic_index
mix_0236_depth25,236,pure,T cells CD4+,2,0.25,5,1448,473,0,synthetic_index
mix_0237_depth100,237,pure,T cells CD4+,3,1.0,5,6908,474,0,synthetic_index
mix_0237_depth25,237,pure,T cells CD4+,3,0.25,5,1714,475,0,synthetic_index
mix_0238_depth100,238,pure,T cells CD4+,4,1.0,5,4328,476,0,synthetic_index
mix_0238_depth25,238,pure,T cells CD4+,4,0.25,5,1093,477,0,synthetic_index
mix_0239_depth100,239,pure,T cells CD8+,0,1.0,5,6628,478,0,synthetic_index
mix_0239_depth25,239,pure,T cells CD8+,0,0.25,5,1682,479,0,synthetic_index
mix_0240_depth100,240,pure,T cells CD8+,1,1.0,5,6403,480,0,synthetic_index
mix_0240_depth25,240,pure,T cells CD8+,1,0.25,5,1593,481,0,synthetic_index
mix_0241_depth100,241,pure,T cells CD8+,2,1.0,5,5545,482,0,synthetic_index
mix_0241_depth25,241,pure,T cells CD8+,2,0.25,5,1404,483,0,synthetic_index
mix_0242_depth100,242,pure,T cells CD8+,3,1.0,5,4729,484,0,synthetic_index
mix_0242_depth25,242,pure,T cells CD8+,3,0.25,5,1170,485,0,synthetic_index
mix_0243_depth100,243,pure,T cells CD8+,4,1.0,5,5088,486,0,synthetic_index
mix_0243_depth25,243,pure,T cells CD8+,4,0.25,5,1184,487,0,synthetic_index
