"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","NK cells","Normal Epithelial","Plasmablasts","PVL","T cells"
"CID4461_mix000_depth100",0.192522522362603,5.95993604469226e-05,0.00386916339182914,0.0407803217158234,5.95993604184404e-05,5.95993604184279e-05,0.00980837964472856,0.0211810558942597,5.95993604184411e-05,0.731600159549054
"CID4461_mix000_depth25",0.0573971841571424,0.00187617798354432,0.00737212007563328,0.107081658355264,6.37178351545419e-05,6.37178351545271e-05,6.37178351545449e-05,0.0251707239162355,6.37178351545514e-05,0.800847264171562
"CID4461_mix001_depth100",0.169480143469799,0.115846855891425,0.0414425172221367,0.0400562161555763,8.32317977439188e-05,8.3231797743967e-05,0.0203605084759931,0.0193994543554246,8.32317977439184e-05,0.593164609036413
"CID4461_mix001_depth25",0.120137129609872,0.142835699048366,0.0729189077639796,0.0563654453321529,0.000120984954734485,0.000120984954734439,0.000120984954734486,0.0205349400154501,0.00012098495473449,0.586723938411242
"CID4461_mix002_depth100",0.101509305805451,0.281508392031757,0.069865656291073,0.0736369511542266,0.0177779714453733,0.000120913209380874,0.000120913209381533,0.0176456661911946,0.00936552945997359,0.428448701202189
"CID4461_mix002_depth25",0.089827261219505,0.262297127505283,0.104336765617959,0.0922297738083486,0.0105424942245972,0.000119198084161387,0.000119198084161362,0.0186997578063287,0.000119198084161363,0.421709225565495
"CID4461_mix003_depth100",0.100522286996034,0.00296187415292988,0.0494044205485695,0.0124292834737951,0.0563269864957793,0.00013130863075047,9.26277543566086e-05,0.0176101672314163,9.26277543566106e-05,0.760428416962012
"CID4461_mix003_depth25",0.158042009909061,0.000219968671348546,0.0891633626968513,0.0929448074129252,0.0245104752307608,0.000272321852230537,0.0502403355115382,0.014275875148032,0.000219968671361224,0.570110874895892
"CID4461_mix004_depth100",0.0489424266113687,0.107791763229433,0.0695581665229907,0.0291065570429374,0.07166013375984,0.000120249241121102,0.00851657734952444,0.0187279325809071,8.87882188256961e-05,0.645487405443051
"CID4461_mix004_depth25",0.0937656713090202,0.0898393879573082,0.0489401195622655,0.137766105533048,0.0230437645866246,0.000214631663375937,0.102861635367965,0.0179428678156667,0.000196227092411564,0.485429589112314
"CID4461_mix005_depth100",0.0427667476429336,0.277567052586949,0.0976675355248357,0.0220704384237842,0.0387824768285161,0.000121459845691459,0.000121459845691459,0.0154056265964705,0.0325451702996864,0.472952032405441
"CID4461_mix005_depth25",0.0297300297344573,0.294639964515497,0.04897939125685,0.147604610725414,0.0178111253409722,0.00018825789183812,0.0633065177280362,0.0174154230378509,0.0153279868923655,0.364996692876719
"CID4461_mix006_depth100",0.0721217738304171,8.86071281078771e-05,0.0210152308392655,0.0307325585784119,0.0408851620921496,8.86071280827514e-05,8.86071280827537e-05,0.0202583960488266,8.86071280827557e-05,0.814632450098573
"CID4461_mix006_depth25",0.114300416221949,5.78129718084787e-05,0.00010914124516916,0.00903958163798594,0.0135440531465633,7.23097971741577e-05,5.78129718084797e-05,0.0225421768347662,5.78129718084772e-05,0.840218882200966
"CID4461_mix007_depth100",0.0553989169521281,0.125975197649857,0.0595801285468885,0.0354249386425242,0.0430820346907259,0.000123172243950064,0.0010053208485706,0.0188059990390036,0.000123172243950061,0.660481119142402
"CID4461_mix007_depth25",0.133830291379466,0.112416551423287,0.0450533333954593,8.1221405180809e-05,0.028259218159504,8.26681809587852e-05,8.12214051808072e-05,0.0177774923705566,8.12214051808092e-05,0.662336780875226
"CID4461_mix008_depth100",0.0127519132550333,0.251575458160992,0.0605196945938737,0.0494712708917246,0.0558456685255645,0.000119924754687362,0.0258353871349238,0.019808648167262,0.0088657911482412,0.515206243367698
"CID4461_mix008_depth25",0.0230078294168505,0.223304842608498,0.0606018915958079,7.96313136362615e-05,0.0649984420533504,7.96313136362601e-05,0.0196196978524372,0.0177481285969003,0.068740203449804,0.521819701799079
"CID4461_mix009_depth100",0.11787464779762,8.97399819571138e-05,0.0489190716873251,0.0172789745400561,8.97399819501003e-05,9.3198434348662e-05,0.0201001158185503,0.012290278776226,0.00735129237431802,0.775912940607648
"CID4461_mix009_depth25",0.242111232339603,8.83483418821465e-05,0.0001330866458864,0.0657444041521276,8.83483418849124e-05,0.00181916667479884,8.83483418848821e-05,0.0193643882789765,8.83483418849075e-05,0.670474328541071
"CID4461_mix010_depth100",0.0279425993394633,0.219786940759527,0.0769748329716906,0.000174726613750732,0.0416932381771881,0.000174726613750723,0.033174215212981,0.0144785170855813,0.121317752263784,0.464282450962282
"CID4461_mix010_depth25",0.118767604618724,0.216232419347501,0.0283959636443305,0.000170137501437127,0.02517840435787,0.000170137501437119,0.000170137501437121,0.018815726782302,0.171110688133192,0.420988780611769
"CID4461_mix011_depth100",0.0381726103077668,0.291592940542558,0.0877692625163279,0.000171335643529336,0.0330551513963496,0.000171335643529343,0.0210812248565678,0.0148233547185975,0.129262189847238,0.383900594527535
"CID4461_mix011_depth25",0.100821870434959,0.286505348252719,0.0428242941052186,0.000116772401920576,0.0222027961491143,0.000116772401920571,0.000116772401920563,0.0207658277538281,0.186324534735734,0.340205011362665
"CID4461_mix012_depth100",0.167112493759266,5.92059023363163e-05,0.044784795953735,0.00958925139244343,0.00183220510369731,7.39864417727024e-05,5.92059023356193e-05,0.0190475737983296,5.92059023356194e-05,0.757382075843749
"CID4461_mix012_depth25",0.09981743193768,5.77269542834219e-05,0.000179367893423107,5.7726954283423e-05,5.77269542834226e-05,9.586025447235e-05,5.77269542834206e-05,0.019877581461363,0.0209336841253958,0.858865166510532
"CID4461_mix013_depth100",0.143746251539596,0.123397285933761,0.0639688439129505,0.00549609257482363,0.000117908873171007,0.00013796578064894,0.0158563012730606,0.0216919229874595,0.00441068550392563,0.621176741620603
"CID4461_mix013_depth25",0.0835735931999959,0.131094127951287,0.0378217685471415,8.04209619322062e-05,0.00035170317217624,0.00010511831767177,8.11943716205811e-05,0.0181573167690714,0.019292684633204,0.7094420720759
"CID4461_mix014_depth100",0.0880839840790735,0.219041871511218,0.0542672485273979,0.0132719086948819,0.0126783657488934,0.000116090539604684,0.0750198414722277,0.0196767728421642,0.0330558300520896,0.484788086532449
"CID4461_mix014_depth25",0.0495442061476631,0.186233937731083,0.00974679786375139,0.000111704803720382,0.000111704803720383,0.000119357706897511,0.13477792115893,0.0188564271033433,0.0467751614034178,0.553722781277473
"CID4461_mix015_depth100",0.113437620445254,8.92704319466834e-05,0.0693878678958335,0.0085467795890507,0.0352940022244545,0.0525548843464311,0.0028854738361025,0.0124616625068924,8.92704319152313e-05,0.70525316829212
"CID4461_mix015_depth25",0.260855036354473,8.47533807671082e-05,0.000171410050619539,0.00668980811733856,0.00918808493751598,0.0300795208825512,0.0632882860131923,0.0229115463918903,8.47533807671079e-05,0.606646800490885
"CID4461_mix016_depth100",0.1038875410457,0.135754430556266,0.0904874226824429,0.00012436319152708,0.014187519520106,0.0351009680800304,0.00104282026207921,0.0106440122760941,0.0422213562690404,0.566549566116713
"CID4461_mix016_depth25",0.208394569653709,0.165517976957473,0.0228932414600272,8.45473890262945e-05,8.45473890262938e-05,0.0131391342946778,0.0418359318463694,0.0187418671392418,0.00220944284616223,0.527098741024288
"CID4461_mix017_depth100",0.0847818407428785,0.24580786468656,0.0769067891074568,0.000123015915345714,0.0110105588319179,0.0355816357411324,0.0166434313961248,0.0109015253327507,0.0645641447691649,0.453679193476668
"CID4461_mix017_depth25",0.175743564435151,0.267823989382277,0.00115760534030189,0.000120758609889386,0.000120758609889388,0.00638760297734293,0.050293307085482,0.0167566861148514,0.0362462731864928,0.445349454258322
"CID4461_mix018_depth100",0.0838556537021151,0.00208429887207043,0.000962463270726554,0.0150704286679795,0.0263469887653602,0.000157662451822006,0.00308713995554009,0.0133164686572508,4.15261816300812e-05,0.855077369475505
"CID4461_mix018_depth25",0.127057505411415,8.89416688008606e-05,0.0932067689620257,8.89416688008549e-05,8.8941668800859e-05,0.000115837312670542,0.0659211976909776,0.00781847870595928,0.00528201669472157,0.700331370215828
"CID4461_mix019_depth100",0.0158399502771579,0.113616317214082,0.038740770311723,0.0334924273738921,0.056569101255716,0.000505907431947338,0.0382677550529726,0.0143481540519023,0.00166024360364965,0.686959373426957
"CID4461_mix019_depth25",0.0661116764222456,0.134326121416451,0.0905911226248886,0.00016632892891477,0.0305032390797017,0.00018858699884949,0.163436724438833,0.0100293185098214,0.000166328928914769,0.504480552651379
"CID4461_mix020_depth100",0.000119667244667417,0.336028933227878,0.0802066818927616,0.0536852277484104,0.0461333444974656,0.00015991128193195,0.0157895349132934,0.0150088334781707,0.000119667244667418,0.452748198470753
"CID4461_mix020_depth25",0.00255344832062977,0.340702900119499,0.143721016953607,0.0265831455678535,0.0368567500082326,0.000113847615822318,0.0837625488859041,0.0146478178619635,0.000113847615822318,0.350944677050665
"CID4461_mix021_depth100",0.155358029136316,8.15608623964899e-05,0.0381385704560528,0.0321146946190411,8.15608623369717e-05,8.15608623369715e-05,0.00804296372592866,0.0127562935646724,8.15608623369716e-05,0.753263205048581
"CID4461_mix021_depth25",0.24541363058286,5.05764096634224e-05,0.000123517542600993,0.0155948983354284,5.70814749736752e-05,0.000163076593182708,0.0110901828347175,0.00643285694485018,0.00482936109443361,0.71624481818729
"CID4461_mix022_depth100",0.130478923324313,0.113581330513599,0.0431653279756978,0.0351555431989056,0.000113363078400167,0.000113363078400168,0.00662422254408587,0.0145945444236206,0.000113363078400168,0.656060018784578
"CID4461_mix022_depth25",0.211214675828941,0.0842079224655291,9.68169744218687e-05,0.0166467326346204,6.38207266239697e-05,0.00012925859075086,0.0106741179927327,0.0112329172711813,0.00224028875492856,0.66349344876027
"CID4461_mix023_depth100",0.0244736576019332,0.20133830360564,0.0488170592242355,0.0786621671817596,0.0477005485228293,0.000112582041393306,0.0494217760899809,0.0190875744955031,0.00654328207091927,0.523843049165806
"CID4461_mix023_depth25",0.0911068757232335,0.148370841944093,0.0184008171103829,0.0675690749915536,0.0474828869114816,0.000124867513261464,0.0227060369285662,0.0132274260913437,7.58898256382454e-05,0.590935282960445
"CID4461_mix024_depth100",0.054571258685562,6.11086399701208e-05,0.072399208056639,0.0960211588190059,0.0339444313711333,0.00201920918585248,0.00535226782777795,0.024621623943928,6.1108639943056e-05,0.710948624830188
"CID4461_mix024_depth25",0.0478041900853665,6.21975939601969e-05,0.0360241156057973,0.0824429784554749,0.0479880112400542,0.000149311160558558,0.0251002835912501,0.0250106823169094,6.21975939601979e-05,0.735356032356669
"CID4461_mix025_depth100",0.0171319552187978,0.150937675360332,0.0780544956393191,0.0908911638255216,0.0831115628855632,0.000150974773035818,0.0103517847356838,0.0205784006632487,0.021137443466945,0.527654543431552
"CID4461_mix025_depth25",0.000114818633648217,0.13221416984546,0.037351348188533,0.104418811543229,0.0638728897390867,0.000110712881497425,0.0057343725576905,0.0165542419773415,0.0399998346267908,0.599628800006722
"CID4461_mix026_depth100",0.0189414744106506,0.304495186552779,0.0741895027068117,0.0764443950658914,0.0566380371153078,0.000162120272041633,0.0365904968327632,0.0196235299150905,0.000114711768009836,0.412800545360654
"CID4461_mix026_depth25",0.00010091346095678,0.273494550921947,0.072437580356252,0.0851834037482334,0.0312771672512146,8.61334961031494e-05,0.0636265595816784,0.0162041170656973,7.59249938572289e-05,0.45751364912406
"CID4461_mix027_depth100",0.0940541912694285,8.78257081372251e-05,0.000138726488967386,0.0210360078356966,0.0142690600636176,0.00557387089464358,8.78257081533863e-05,0.0135830550186423,8.78257081533871e-05,0.85108161130456
"CID4461_mix027_depth25",0.209557601502447,0.00013415621863338,0.000134156218633381,0.0347586645341338,0.000134156218633382,0.0394968076668141,0.000134156218633379,0.0107780431252237,0.0191935445181192,0.685678713778729
"CID4461_mix028_depth100",0.0238660464707667,0.221588331199463,0.0355908869875389,0.0363957107472077,0.0401184901134985,0.000151254301455267,0.031188655236095,0.0169555366366856,0.00394378903169786,0.590201299275591
"CID4461_mix028_depth25",0.119144900187421,0.235177014674187,0.000183097882370426,0.0983421152164968,0.00487097416183382,0.0121183224755786,0.0290124872955921,0.0136559083074338,0.0197431063530016,0.467752073446085
"CID4461_mix029_depth100",0.0107553629364808,0.347764781481367,0.0621022271175244,0.0268500038342005,0.0430000941719407,0.000117344327404459,0.0386609950994767,0.0183138232203793,0.000117344327404458,0.452318023483822
