pathology,n_spots,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,NK cells,Normal Epithelial,PVL,Plasmablasts,T cells
Invasive cancer + stroma + lymphocytes,1131,0.011500570596189032,0.28755206011120416,0.10874710360784658,0.0359358025888244,0.21483476696126644,8.60640185366997e-05,0.0819723348767678,0.016305306904499925,0.0028032533756212124,0.14860983036100958
Normal duct,3,0.04354042581865108,0.28699401430406446,0.12426023655283779,0.1075686439047367,0.14526088156656086,5.054578332917225e-05,0.14559114720820673,5.054578332917425e-05,0.0016088698426457012,0.09998456702564257
Stroma,73,0.016438731829202264,0.38198940221353855,0.05734424254299152,0.10040386333170158,0.1741437120276091,6.023922100287876e-05,0.04010420655631595,0.023998076298024123,0.0027518974726335383,0.11731310124162718
