donor_id,reference_label,EPCAM,KRT8,KRT18,KRT19,CD3D,CD3E,TRAC,COL1A1,COL1A2,DCN,LUM,RGS5,CSPG4,MCAM,CD8A,CD8B,NKG7,GNLY,PECAM1,VWF
CID4067,B-cells,0.0,0.0,0.10504082562794022,0.0,0.0,0.0,0.1783405072861839,0.0,0.0901104786095947,0.0,0.040621980695444246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4067,CAFs,0.0,0.0049244714937712476,0.02997824697670298,0.0,0.0,0.0,0.07663124364315224,4.656968852614842,4.6288763804705635,3.6271261538277244,3.669190170494181,0.029662644017669954,0.05113880254171304,0.009740829545699107,0.0,0.009608545368851447,0.0,0.0,0.0,0.0
CID4067,Cancer Epithelial,0.6271199122469797,2.0147499554826434,2.02524390647667,1.7676263770724752,0.007219683271764713,0.007880015299592175,0.008493766387891023,0.019867338491863246,0.009548676159079636,0.004916208979021275,0.0035689661072913835,0.015356216062841889,0.00138562067523189,0.0,0.002041992448595976,0.003577986835003605,0.00962113291616916,0.0027340379977858218,0.006285766762675139,0.006744080689990863
CID4067,Cycling T-cells,0.0,0.0,0.0,0.0,1.5446404393793127,0.7451764195242814,1.1578601885059203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2194665246741947,0.0,0.5822349392609456,0.0,0.0,0.0
CID4067,Endothelial,0.02363060988843211,0.09190717246734613,0.1222920601025707,0.0,0.0028712018473324645,0.0,0.00781800659943179,0.02352335483414463,0.029614442677243693,0.0,0.0,0.051310292572855284,0.0,0.36026324884928773,0.0,0.0,0.0,0.0,1.3781580348305078,1.6519247565342452
CID4067,Myeloid,0.0035577119292585493,0.023889402996695595,0.04114845893557506,0.0,0.0,0.0,0.006875780264507926,0.04638022100702919,0.030534382146340612,0.012246801630224822,0.017025696797969787,0.008616305329987743,0.0,0.0036983282312933493,0.006429313458666707,0.0,0.022904002480905242,0.0,0.18669421824108814,0.013464204443514543
CID4067,NK cells,0.0,0.0,0.0,0.04670455281493624,0.0864577787146296,0.22403049520544996,0.16488991109489357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04584975115613767,0.0,1.9184039075756372,2.468671192290125,0.04945218499646084,0.0
CID4067,NKT cells,0.0,0.0,0.0,0.0,0.8939701124713824,0.8232373377150416,0.23585943877219698,0.05668848627637391,0.0,0.0,0.0,0.0,0.0,0.0,0.30264525077278265,0.12322715537266259,4.066450318049398,4.357792786840255,0.0,0.0
CID4067,PVL,0.018794853437983507,0.07676134904494782,0.08333853740778226,0.02845336487343654,0.0,0.0,0.0,1.0711843965114114,1.1705005079624502,0.4474822959701697,0.2411986089431336,2.204109409470682,0.46971258810423727,0.9479527055548087,0.0,0.0,0.0,0.0,0.010592646320784637,0.0
CID4067,T cells CD4+,0.0,0.017848695609472835,0.01635307190908397,0.01738372657381819,0.9721745990833947,1.392431068255592,0.43363668854513476,0.006234527069389825,0.006102865208590141,0.0,0.0,0.0,0.0,0.0,0.0667606535558202,0.06550919155181122,0.1158036046697048,0.06437094556837497,0.007706142771137436,0.0
