pathology,n_spots,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,NK cells,Normal Epithelial,PVL,Plasmablasts,T cells
Adipose tissue,8,0.0023928079650866888,0.023013279296340842,0.7343199416237742,0.022870552313012806,0.06519688546902469,0.004529669697853056,9.77735159412615e-05,9.181354931385582e-05,8.200153508413603e-05,0.06933291719083395
Invasive cancer,418,0.005295155467223813,0.018743040422136342,0.8854542424254941,0.008686206023764558,0.023854483239319445,6.587269602450533e-05,0.0014354572979756348,8.869917871092922e-05,6.376200580248324e-05,0.04975555723927453
Invasive cancer + adipose tissue + lymphocytes,3,6.552887316065345e-05,0.00836860891060142,0.9048543734835544,0.013492861059523143,0.028722927341050475,4.287300621463626e-05,0.007340630400840319,6.552887314996437e-05,4.287300571559982e-05,0.03695848331127602
Invasive cancer + lymphocytes,361,0.003521248065869021,0.016209359884676276,0.8787721265835434,0.011847984353870168,0.029476908351982727,8.361083974675809e-05,0.00014734775802460455,9.643011173941748e-05,6.243785330291708e-05,0.04247173829606671
Lymphocytes,69,0.05087372665079604,0.048210572369499216,0.5113628365313913,0.01892601847655319,0.0824570268098561,0.00013871702046531692,0.007418191626066655,0.0026026336931892955,0.0015927611812564066,0.1898844433190989
Stroma,169,0.027492730704383225,0.10123442597771527,0.5856831070264509,0.01527697081361065,0.06591045124447352,0.00013258706424336118,0.007460066329869333,0.005044492564422432,0.004785157646226346,0.10841420225854649
