seed,cell_type,spearman,pearson,mae_pp,bias_pp,p95_abs_error_pp,raw_weight_mae
1009,CAFs,0.9958989685465357,0.9984550323102344,0.5279841509426886,-0.48187517629949383,1.8173821706933224,0.005607181233847689
1009,Cancer Epithelial,0.9948392916739163,0.9970602572124843,1.6246227110727898,1.0618946513155378,5.755943743721875,0.019731800543685563
1009,Cycling T-cells,0.7407792462798295,0.7570766078873774,1.2726099231260983,-0.9106310937937732,3.329197652964231,0.01223969805675954
1009,Endothelial,0.9854505194327051,0.9931780127396529,0.1982896490024534,-0.005280891708832665,0.6273380095499402,0.0017605191622035174
1009,Myeloid,0.9924597038563697,0.995067873195191,0.4708572798450456,0.4186891649644956,1.6983528656932878,0.004039893246008719
1009,NK cells,0.7321101034739792,0.7381071249021083,0.2564674292579224,0.1489653975266069,1.3656320836146627,0.0024005621018794968
1009,NKT cells,0.7996659881066072,0.8484510241556206,0.23745254209290487,0.19521123398529588,0.9506470673715479,0.0022415370724650353
1009,Normal Epithelial,0.8619407494397855,0.9363994935271895,0.42943421306042545,-0.017504075415654883,1.6001103999558028,0.004182415088099531
1009,Plasmablasts,0.9980461013957651,0.9984224035298888,0.423698938993651,0.4193383382232619,1.7982872616265355,0.0037500245372745107
1009,PVL,0.9488610636856538,0.9919965925274308,0.1240287541026789,-0.020176905138840347,0.5752217445622692,0.0011794761302919108
1009,T cells CD4+,0.76211272836617,0.7925302440096839,1.963624313187795,-1.848538278624399,9.31981109231116,0.018744817720450363
1009,T cells CD8+,0.8554675726014126,0.8956968582462104,0.882518824739663,0.6896023996108639,4.192237927221918,0.008085287137576311
1010,B-cells,0.7688062729449135,0.9190511542848896,0.9205939664502444,-0.22247367553181913,3.5819384622933956,0.008848245574969129
1010,CAFs,0.9963372381610411,0.9983065739795434,0.6168400938842773,-0.5809434612892356,2.1913264817300138,0.006253607019797215
1010,Cancer Epithelial,0.9964208175762429,0.9979866156684104,1.6345303066549497,1.3799501829090792,5.378292099190218,0.019343545580746444
1010,Cycling T-cells,0.6760521764921252,0.7050951321369248,1.7057153468819728,-1.5208928400400954,4.211065896894635,0.01636410376615879
1010,Endothelial,0.9874329682845533,0.9934976667061373,0.23804813385457363,0.14434238102602492,0.7704943478239102,0.00212257316519986
1010,Myeloid,0.994272169340127,0.9963039435074772,0.5749196233413588,-0.5224257956205358,1.5018636735292243,0.005598591935360235
1010,NK cells,0.7563067611303858,0.7558833160663949,0.29729835518832526,0.21476599635970572,1.4927031835673052,0.0027863070612773656
1010,NKT cells,0.7559091558917991,0.7977899990554688,0.4621986653064418,0.4503248424085626,1.6027127897658353,0.0043616426950075626
1010,Normal Epithelial,0.9206694516578382,0.9681591666180028,0.34829834603225146,-0.1934151155200767,1.2127868622988711,0.003404046255738508
1010,Plasmablasts,0.9977872123414042,0.9971756376693999,0.7489718409055782,0.7489718409055782,2.89140199148839,0.006988983026434103
1010,PVL,0.9346040886545983,0.9898064240447322,0.15678675463186809,-0.045453468614058114,0.7346953530167265,0.001521188467623992
1010,T cells CD4+,0.7965787146130655,0.8403379051240212,1.514243605986955,-0.6290637400660899,7.008943599800886,0.014481621467569776
1010,T cells CD8+,0.8450525068330164,0.9112187576331945,0.9220685144180636,0.7763128530729605,3.557449463309612,0.008582531945631047
