run,caf_cd8_spearman
baseline,0.6099769593494017
1001,0.6013261625883429
1002,0.5757360394389033
1003,0.6377445051522281
1004,0.568651184305563
1005,0.5850620262423673
1006,0.6857739931104864
1007,0.6789022067534598
1008,0.5966779419670578
1009,0.6893815733464895
1010,0.6497203207790689
