"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","NK cells","Normal Epithelial","Plasmablasts","PVL","T cells"
"CID4463_mix0000_depth100",3.90982105130419e-05,3.90982103864909e-05,0.794551312617006,3.90810524625119e-05,3.91039175887566e-05,0.00316480299823045,0.0796049036804064,0.000414684734010866,3.90982104915833e-05,0.0113771906816562
"CID4463_mix0000_depth25",5.58545864111651e-05,5.58545864135022e-05,0.783899433990888,5.58545864128899e-05,5.58545864089538e-05,0.00215545768878794,0.0969168856680215,5.58545864789966e-05,5.58545864476111e-05,0.0135712656412572
"CID4463_mix0001_depth100",3.90982104904744e-05,3.90982134629569e-05,0.638027395163512,3.90982104304287e-05,3.90982116854818e-05,3.90981410684916e-05,0.157139933096052,3.90982155609362e-05,0.0590099301525796,0.0233730257316804
"CID4463_mix0001_depth25",5.58545864083302e-05,5.58545887015672e-05,0.643153690985594,5.58545864148107e-05,5.58545864374241e-05,5.58545863937443e-05,0.148340083246291,5.58545884643691e-05,0.0677425396145992,0.0245147058713403
"CID4463_mix0002_depth100",0.00232812725668791,3.90982104863849e-05,0.79137440442437,3.90982104598971e-05,3.90996783227328e-05,3.90978728261293e-05,0.0811224349786793,0.000294174444015607,0.0118419521225824,0.00476881611921238
"CID4463_mix0002_depth25",0.00294187325765713,5.58545864136882e-05,0.761971674428884,5.58545864016858e-05,5.58545863025451e-05,5.58545863597946e-05,0.112294396915882,0.000711947959125734,0.0126477718223626,0.00666043973317433
"CID4463_mix0003_depth100",5.58545864137789e-05,5.58545862634152e-05,0.674377044905599,5.58528172442209e-05,0.0244523103123912,5.58545863388198e-05,0.132115780954717,5.63379279781896e-05,0.0076142917987478,5.58545863442286e-05
"CID4463_mix0003_depth25",7.97922663139032e-05,7.97922663925386e-05,0.601693149386831,7.97922662814661e-05,0.0281489104035685,7.97922657190698e-05,0.167326347377358,7.97922662633417e-05,0.00837883576465178,7.97922663811045e-05
"CID4463_mix0004_depth100",0.00376739463760015,2.73687473152551e-05,0.86834114981736,2.73687473169179e-05,0.037692788206396,2.73687474208797e-05,0.049399136348912,2.73687473142065e-05,2.73687472922473e-05,2.736874736988e-05
"CID4463_mix0004_depth25",0.00361702411212052,3.90982104254298e-05,0.874840581450112,3.90982104928878e-05,0.038040898060292,3.90982104740513e-05,0.0640900121623424,3.90982102473285e-05,3.90982104991057e-05,0.002541547773241
"CID4463_mix0005_depth100",5.5854586413996e-05,5.58545866974386e-05,0.69747737325358,5.58545864005204e-05,0.0270909653349994,5.58545865547763e-05,0.118391599951195,5.58545866163198e-05,0.00576800182796762,5.58545864152539e-05
"CID4463_mix0005_depth25",5.58545864291523e-05,5.58545863685057e-05,0.711441393048123,5.58545864200281e-05,0.0243012644813793,5.58545858222649e-05,0.159468081985909,5.58545861457713e-05,0.00298949589240105,5.58545863988263e-05
"CID4463_mix0006_depth100",3.90982105000069e-05,3.90982103167e-05,0.738627812419918,0.0780169074511681,3.90982104244328e-05,3.90982117979422e-05,0.0727661470786507,3.90982103982712e-05,3.90982104821355e-05,3.90982104490523e-05
"CID4463_mix0006_depth25",7.97922662963673e-05,0.00073241578677435,0.70873939191899,0.0744485454022961,7.97922662988273e-05,7.97922667755387e-05,0.0913169064676458,7.97922658240184e-05,7.97922662976125e-05,7.9792266498567e-05
"CID4463_mix0007_depth100",2.73687473594889e-05,2.73687474059227e-05,0.71426317022127,0.00694664745680023,2.73685164961179e-05,2.73687472690123e-05,0.102753711116104,2.73687471353628e-05,0.00800820307719678,2.73687475622523e-05
"CID4463_mix0007_depth25",3.90982103517786e-05,3.90982107343509e-05,0.67727928710339,0.00423278143559997,3.90982103887231e-05,3.90982105255956e-05,0.141657674531414,3.90982101549897e-05,0.00664647331740899,3.90982105257344e-05
"CID4463_mix0008_depth100",2.73687473515722e-05,2.73687473892578e-05,0.788332241133704,0.0292397795073945,2.73687474010672e-05,2.73687474149225e-05,0.0739723521637963,0.000236876371065007,2.73687473302232e-05,2.73687475032941e-05
"CID4463_mix0008_depth25",3.90982105059769e-05,3.9098210730724e-05,0.796446220912176,0.0274105676894089,3.9098210364452e-05,3.90982113550788e-05,0.0808601672131661,0.00207168373699238,3.90982104749474e-05,3.90982093666154e-05
"CID4463_mix0009_depth100",3.90982104852241e-05,3.90982103582946e-05,0.783418652115724,3.90715967307462e-05,3.91000535746531e-05,0.0187040622288098,0.0634015894915094,7.02955078044446e-05,0.00213058693208271,0.00552060088378818
