"","B-cells","CAFs","Cancer LumA","Cancer LumB","Cancer Other","Cycling T-cells","Endothelial","Myeloid","NK cells","NKT cells","Normal Epithelial","Plasmablasts","PVL","T cells CD4+","T cells CD8+"
"mix_0161_depth100",8.49891661986739e-05,0.350221456579011,0.285199845494174,0.156019351967263,8.49891662276028e-05,8.49891662276018e-05,8.49891662276063e-05,0.000830809959827583,0.0415454940460203,8.49891662300188e-05,0.116994562456762,0.00054319053415655,8.49891662276032e-05,8.49891662275986e-05,0.0480503647992182
"mix_0161_depth25",8.72141702130997e-05,0.362956227810054,0.290793724394764,0.129031727652749,8.72141702071401e-05,8.72141702071362e-05,8.72141702071403e-05,8.7214170212015e-05,0.0380745894283899,8.72141702071423e-05,0.103869987706927,8.72141717242744e-05,8.72141702071451e-05,8.7214170207143e-05,0.0744888154737238
"mix_0162_depth100",8.86943868123893e-05,0.120331579107686,8.86943868047769e-05,0.00204517606162224,0.645629229629689,0.0663863212961944,8.86943868047685e-05,0.00276139241205892,8.86943867864648e-05,0.0168984131531938,0.144756252187453,0.0003009631319315,8.86943868047712e-05,8.86943868047691e-05,0.000358506699352565
"mix_0162_depth25",8.84408658477976e-05,0.104129012234098,8.84408658478031e-05,0.000148474972151651,0.642242325735751,0.0822615026652831,8.84408658478011e-05,0.00787290908296161,8.84408658507541e-05,0.0130320334291104,0.149284941366539,0.000409714453167117,8.84408658477968e-05,8.8440865847798e-05,8.84408658477983e-05
"mix_0163_depth100",8.55974335051918e-05,0.315571271875934,0.227037369805545,0.174456373686227,0.00699077052771956,0.0111090491530638,8.55974335301973e-05,0.000523324121488833,8.55974334969523e-05,0.0197876169219124,0.216713829467136,8.55974335884232e-05,0.00187049880812007,8.55974335301872e-05,0.0255119084652027
"mix_0163_depth25",8.49254601577478e-05,0.325365554199982,0.220242159357057,0.126728467544842,8.86214044221899e-05,0.0107127038486692,8.49254601596356e-05,0.00216064939572214,0.00689746128711213,0.0088119592157552,0.258083693246126,8.4925460234005e-05,8.49254601596296e-05,0.023507062848134,0.0170619658114673
"mix_0164_depth100",5.57601757752833e-05,0.475012188752104,0.250637004227638,0.114198567518827,5.57601757670174e-05,0.00103332521746451,5.57601757670204e-05,5.57601757680992e-05,5.57601757566972e-05,0.019187263991772,0.120769817540385,5.57601730541006e-05,5.57601757670164e-05,5.57601757670176e-05,0.0187157513483876
"mix_0164_depth25",5.55165097573686e-05,0.486435305790898,0.234847775453009,0.130237960159993,5.55165097573682e-05,5.55165097573686e-05,5.55165097573589e-05,5.551650966897e-05,5.55165097573673e-05,0.0164812443765159,0.104807493561294,5.55165118834414e-05,5.55165097573718e-05,5.5516509757373e-05,0.0266905720684362
"mix_0165_depth100",8.63118993778945e-05,0.172214544395028,0.298827654653342,0.166490297812403,8.63118993764479e-05,8.631189937645e-05,8.63118993764499e-05,0.00353163197236353,8.63118993721712e-05,8.63118993663761e-05,0.20988672327254,8.6311899127216e-05,0.0678634200888631,0.0233918489538039,0.0571896955562832
"mix_0165_depth25",8.67198308035407e-05,0.192393961103335,0.305889472239075,0.112188327492966,8.6719830803541e-05,8.67198308035395e-05,8.67198308035414e-05,0.0058848265961036,8.67198308048429e-05,0.00253719130380356,0.257576795433631,0.000631536657545033,0.0623455074652538,8.9554238525418e-05,0.0600292283157423
"mix_0166_depth100",4.22187685487412e-05,0.497454531411696,0.0429856897176121,0.00308123847392801,0.216957577206335,0.045310834704206,4.22187685494206e-05,0.00124956987884961,0.0224215913173182,4.22187685319679e-05,0.0856930054405395,4.22187684782197e-05,4.9726896202397e-05,0.0520104073831249,0.032616952496081
"mix_0166_depth25",6.34964435839131e-05,0.502689029509995,0.0761531259729398,0.0134616133704905,0.180791290694632,0.0408554830600459,0.00211677623188294,6.34964435717804e-05,0.00769243275274651,6.34964435791569e-05,0.0907291756805018,0.000354621308297133,0.000148924061225705,0.0227342304256025,0.0620828076009055
"mix_0167_depth100",5.7722384719621e-05,0.423398077183521,0.111892143981883,8.13026618710392e-05,0.119640584041211,0.0229561982905601,5.77223847196214e-05,0.00216009824024551,0.00527012047035423,5.7722384713164e-05,0.111878846920799,5.7722384799813e-05,0.000193178418685303,0.2022408378672,5.77223847164986e-05
"mix_0167_depth25",0.00466485742271395,0.437865017765647,0.0877660752551995,4.81172561572046e-05,0.170039949870039,3.95830090864288e-05,3.95830090864296e-05,3.95830090864287e-05,0.021112219555561,3.95830090851046e-05,0.0690600304907997,3.95830090969833e-05,0.0101820826927389,0.199024151636616,3.95830090864288e-05
"mix_0168_depth100",5.99162676735623e-05,0.443179954776089,0.203176944898679,0.0254204603447251,0.0244881169357117,5.99162676727418e-05,5.99162676727432e-05,5.99162676744247e-05,0.0413849763354007,5.99162676727434e-05,0.0846626928664201,5.99162677802935e-05,7.15199791868135e-05,0.0903211334252679,0.0869347028323729
"mix_0168_depth25",4.17199341775363e-05,0.463268975963718,0.163856599716539,0.0258612095710926,0.0491846615168612,4.1719934169681e-05,4.17199341696817e-05,4.1719934169697e-05,0.049056957974598,4.17199341696851e-05,0.0802358780102393,4.17199341759523e-05,9.9376480533335e-05,0.0762604904197537,0.091925530741633
"mix_0169_depth100",6.57400416149059e-05,0.467620141101166,0.075838388704547,6.57400416181637e-05,0.161508447420881,0.01942976050649,6.57400416181606e-05,0.000486635687317757,0.00336290032485408,9.63726978525988e-05,0.13240212495992,6.57400417989323e-05,0.000177731364856207,0.0617262143751081,0.0770883226903564
"mix_0169_depth25",6.89044233309e-05,0.4722289160447,0.0583740359841993,6.89044233299978e-05,0.189236130544227,0.0638369748442462,6.89044233300064e-05,0.00151976353615355,6.89044233336115e-05,6.8904423330008e-05,0.0211556016142024,6.89044193210915e-05,0.0390658774244343,0.11589447073108,0.0382748027407813
"mix_0170_depth100",8.66620591084395e-05,0.342768062477841,0.176645755047668,0.00812326402281262,0.0798706771071683,8.66620590991281e-05,8.66620590991271e-05,8.66620591079239e-05,0.028869368637072,0.0042256707386137,0.139256595539265,0.000200672239846013,0.00554660739907225,0.094324410025533,0.119822268528693
"mix_0170_depth25",8.34788283853673e-05,0.331162961553952,0.121317514511849,0.0194667387412982,0.138989758436642,0.000697078166723005,8.34788283853635e-05,8.34788283853651e-05,0.00484724468916805,8.34788283853648e-05,0.133652139347539,8.34788246635171e-05,0.0214082422598344,0.0737693232838959,0.154271604870895
"mix_0171_depth100",6.35726249670083e-05,0.707418208067107,0.0861308721463524,0.00666556687386592,9.25546942321739e-05,6.35726249670047e-05,6.35726249670066e-05,0.0867608537341677,6.35726249665917e-05,6.35726249673854e-05,6.35726249693734e-05,6.35726326853138e-05,9.62833616935983e-05,6.35726249670054e-05,0.112327080115125
"mix_0171_depth25",4.36705907306614e-05,0.746543715129374,0.0513898945192743,0.0256031797272669,0.00321492724181792,4.36705907306581e-05,4.58041988479477e-05,0.0733391544562303,4.36705907310995e-05,4.36705907306601e-05,4.36705899128948e-05,4.36706000364014e-05,0.000123241988875772,4.36705907306645e-05,0.0994343885947095
"mix_0172_depth100",6.14851198100015e-05,0.642903404523427,0.144234008184141,0.0227578429878797,0.0244868650421033,6.14851198107315e-05,6.14851198107314e-05,0.0208365929190409,6.14851198107316e-05,6.14851198079831e-05,0.029675206128557,6.14851137852602e-05,7.40441758981502e-05,0.000242682356765074,0.114420442969353
"mix_0172_depth25",4.40397825778467e-05,0.64809626089448,0.153526454345875,0.0145417318302057,4.40397825778553e-05,0.00490234349951694,0.00320231214062415,0.00957695811458306,4.4039782577856e-05,4.40397825778562e-05,0.013663492433835,0.000459465645132867,8.62960884360478e-05,0.0168657597565164,0.134902766120483
"mix_0173_depth100",6.2217254427065e-05,0.6344310886048,0.0263250740227208,6.22172544271022e-05,0.0919081099624814,6.22172544271007e-05,6.22172544271011e-05,0.117541321815144,0.0157792448423436,6.22172544271008e-05,0.0118507609040358,6.22172547766047e-05,0.000214754534843598,6.22172544271069e-05,0.101514124532292
"mix_0173_depth25",6.387795283237e-05,0.62015528677153,0.0670947514026896,6.38779528323533e-05,0.042913462579966,0.0279155910655353,6.38779528323577e-05,0.108238219405475,6.38779528323556e-05,6.38779528323555e-05,0.0269077277246199,6.3877962561932e-05,0.000228918884582242,6.38779528323605e-05,0.106098896486046
"mix_0174_depth100",5.56462411089283e-05,0.624066075231063,0.13735851042033,0.0419132581126586,5.56462411109514e-05,5.56462411109549e-05,0.000640262311706346,5.56462410468943e-05,0.00818360781030058,0.00410950673272606,0.0784212021537585,5.5646242797086e-05,6.95612275207153e-05,5.56462411109478e-05,0.10490413855165
"mix_0174_depth25",3.87561506541357e-05,0.649073440728866,0.0984830369194482,0.0641032701847804,3.87561506695433e-05,3.87561506695302e-05,4.75909678319226e-05,3.87561506704545e-05,0.00466343712638964,0.00810051766671229,0.0640208392941696,3.87561507644206e-05,7.40921381400492e-05,3.87561506695367e-05,0.111201238069564
"mix_0175_depth100",5.61820968622779e-05,0.421265634776679,0.202346509139656,0.0936155299709958,5.61820968622775e-05,0.0168350110544764,0.082154640267526,5.618209688036e-05,5.61820968622731e-05,0.00305532472250825,0.0641137922006812,5.61820966460146e-05,6.95697560327679e-05,5.61820968622782e-05,0.116206895530469
"mix_0175_depth25",5.92131905486005e-05,0.451593609721849,0.194701873540055,0.0771467798967277,5.9213190550743e-05,0.0155144075407444,0.0622544385101839,0.00559172048296485,5.92131905507494e-05,5.92131905507501e-05,0.0792503303344283,5.92131905823224e-05,0.00012478445181262,5.92131905507484e-05,0.1134667763779
