spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0000_depth100,0.0,0.0,0.843570381638505,0.0,0.0,0.0,0.0,0.0,0.1564296183614949,0.0,0.0,0.0,0.0
mix_0000_depth25,0.0,0.0,0.8800004735557908,0.0,0.0,0.0,0.0,0.0,0.1199995264442092,0.0,0.0,0.0,0.0
mix_0001_depth100,0.0,0.0,0.5958925723800165,0.0,0.0,0.0,0.0,0.0,0.4041074276199834,0.0,0.0,0.0,0.0
mix_0001_depth25,0.0,0.0,0.6194823207328156,0.0,0.0,0.0,0.0,0.0,0.3805176792671843,0.0,0.0,0.0,0.0
mix_0002_depth100,0.0,0.0,0.8363153380083442,0.0,0.0,0.0,0.0,0.0177697800123459,0.1459148819793098,0.0,0.0,0.0,0.0
mix_0002_depth25,0.0,0.0,0.8424221103442932,0.0,0.0,0.0,0.0,0.0169697235060143,0.1406081661496924,0.0,0.0,0.0,0.0
mix_0003_depth100,0.0,0.0,0.45920641066708767,0.1172321797166496,0.0,0.0956665386932848,0.0,0.0,0.3278948709229777,0.0,0.0,0.0,0.0
mix_0003_depth25,0.0,0.0,0.4689555895308195,0.1229022783209974,0.0,0.0946016137154799,0.0,0.0,0.3135405184327029,0.0,0.0,0.0,0.0
mix_0004_depth100,0.0,0.0,0.4598065084312818,0.0,0.0,0.0551322365040194,0.0,0.0,0.4850612550646986,0.0,0.0,0.0,0.0
mix_0004_depth25,0.0,0.0,0.4664868660741875,0.0,0.0,0.0521272714863358,0.0,0.0,0.4813858624394766,0.0,0.0,0.0,0.0
mix_0005_depth100,0.0,0.0,0.6007664943810382,0.0,0.0,0.1215907801102448,0.0,0.0,0.2776427255087168,0.0,0.0,0.0,0.0
mix_0005_depth25,0.0,0.0,0.5833580356562142,0.0,0.0,0.1288307556435972,0.0,0.0,0.2878112087001885,0.0,0.0,0.0,0.0
mix_0006_depth100,0.0,0.0,0.6489054221943807,0.0,0.0,0.0,0.0,0.0,0.3510945778056192,0.0,0.0,0.0,0.0
mix_0006_depth25,0.0,0.0,0.6290108316267723,0.0,0.0,0.0,0.0,0.0,0.3709891683732277,0.0,0.0,0.0,0.0
mix_0007_depth100,0.0,0.0,0.8865294515066492,0.0,0.0,0.0,0.0,0.0,0.1134705484933505,0.0,0.0,0.0,0.0
mix_0007_depth25,0.0,0.0,0.8728229752342413,0.0,0.0,0.0,0.0,0.0,0.1271770247657584,0.0,0.0,0.0,0.0
mix_0008_depth100,0.0,0.0,0.48977870336825813,0.0,0.0,0.0212886967620457,0.0,0.0039621272004607,0.4849704726692354,0.0,0.0,0.0,0.0
mix_0008_depth25,0.0,0.0,0.4346088427371902,0.0,0.0,0.0209970262609513,0.0,0.0012353018502617,0.5431588291515965,0.0,0.0,0.0,0.0
