donor_id,method,approach,depth_fraction,original_type,coarse_type,n_spots,dominant_matches,mean_correct_weight,mean_T_weight,mean_NK_weight
CID3948,NNLS,fine_fit_then_sum,0.25,T cells CD8+,T cells,5,5,0.9262451220243377,0.9262451220243377,0.04022943517617912
CID3948,NNLS,coarse_reference_refit,1.0,CAFs,CAFs,5,5,0.8831397123814113,0.050821212457252976,0.0
CID3948,NNLS,coarse_reference_refit,1.0,T cells CD4+,T cells,5,5,0.8692094607035671,0.8692094607035671,0.0
CID3948,NNLS,coarse_reference_refit,1.0,T cells CD8+,T cells,5,5,0.779934347795394,0.779934347795394,0.12681057742645727
CID3948,NNLS,coarse_reference_refit,0.25,CAFs,CAFs,5,5,0.8471369401157146,0.06352786775551114,0.0
CID3948,NNLS,coarse_reference_refit,0.25,T cells CD4+,T cells,5,5,0.8485939497036525,0.8485939497036525,0.0
CID3948,NNLS,coarse_reference_refit,0.25,T cells CD8+,T cells,5,5,0.7785956401644935,0.7785956401644935,0.1431447000986164
CID4461,RCTD,fine_fit_then_sum,1.0,CAFs,CAFs,5,5,0.7553598479320555,0.028860452339476976,2.4040510546661317e-05
CID4461,RCTD,fine_fit_then_sum,1.0,T cells CD4+,T cells,5,5,0.8444328351112048,0.8444328351112048,0.0028164574433647187
CID4461,RCTD,fine_fit_then_sum,1.0,T cells CD8+,T cells,5,5,0.6822145448878801,0.6822145448878801,0.036605289463263385
CID4461,RCTD,fine_fit_then_sum,0.25,CAFs,CAFs,5,5,0.7439398525079919,0.03188251685432937,0.005637889733313065
CID4461,RCTD,fine_fit_then_sum,0.25,T cells CD4+,T cells,5,5,0.7695417567491623,0.7695417567491623,0.032428818144033346
CID4461,RCTD,fine_fit_then_sum,0.25,T cells CD8+,T cells,5,5,0.7250451838399529,0.7250451838399529,0.04965265395134713
CID4461,RCTD,coarse_reference_refit,1.0,CAFs,CAFs,5,5,0.7582913629026949,0.02335143868426272,0.0036088372462694
CID4461,RCTD,coarse_reference_refit,1.0,T cells CD4+,T cells,5,5,0.7503824982283569,0.7503824982283569,9.391313301330243e-05
CID4461,RCTD,coarse_reference_refit,1.0,T cells CD8+,T cells,5,5,0.5533191505635788,0.5533191505635788,0.21599730396921618
CID4461,RCTD,coarse_reference_refit,0.25,CAFs,CAFs,5,5,0.7439414271677853,0.017592361942772233,0.005245456687047043
CID4461,RCTD,coarse_reference_refit,0.25,T cells CD4+,T cells,5,5,0.7035534208858365,0.7035534208858365,0.007911552849913104
CID4461,RCTD,coarse_reference_refit,0.25,T cells CD8+,T cells,5,5,0.5009106367414008,0.5009106367414008,0.26810893248429835
CID4461,NNLS,fine_fit_then_sum,1.0,CAFs,CAFs,5,5,0.6975343778896376,0.164169431010116,0.0
CID4461,NNLS,fine_fit_then_sum,1.0,T cells CD4+,T cells,5,5,0.9297905221574159,0.9297905221574159,0.0
CID4461,NNLS,fine_fit_then_sum,1.0,T cells CD8+,T cells,5,5,0.8283797536305155,0.8283797536305155,0.0
CID4461,NNLS,fine_fit_then_sum,0.25,CAFs,CAFs,5,5,0.6373058358548384,0.2415658528517576,0.0
CID4461,NNLS,fine_fit_then_sum,0.25,T cells CD4+,T cells,5,5,0.9241978902753261,0.9241978902753261,0.0
CID4461,NNLS,fine_fit_then_sum,0.25,T cells CD8+,T cells,5,5,0.8257783077180714,0.8257783077180714,0.0
CID4461,NNLS,coarse_reference_refit,1.0,CAFs,CAFs,5,5,0.7858944440500367,0.00898384599370122,0.0
CID4461,NNLS,coarse_reference_refit,1.0,T cells CD4+,T cells,5,5,0.645185909801608,0.645185909801608,0.05200163450078567
CID4461,NNLS,coarse_reference_refit,1.0,T cells CD8+,T cells,5,2,0.21586280844641018,0.21586280844641018,0.42441935431900574
CID4461,NNLS,coarse_reference_refit,0.25,CAFs,CAFs,5,5,0.7491322876617329,0.04524351042746894,0.00613170597695748
CID4461,NNLS,coarse_reference_refit,0.25,T cells CD4+,T cells,5,4,0.4976380044635668,0.4976380044635668,0.19188521576496056
CID4461,NNLS,coarse_reference_refit,0.25,T cells CD8+,T cells,5,0,0.15260873483918475,0.15260873483918475,0.528157143745611
